itemdescri,qty,value,e,f,g,h,i,j,k
"OTOFUNGIN E/D                 10ML"," 16","771.47","-10","-392.58","  -","0.00","  6","289.30","  6"
"OTOFUNGIN-F                   5ML","  6","347.15","  -","0.00","  -","0.00","  6","347.15","  6"
"OTOGON EAR DROPS              10ML"," 17","1967.18"," -3","-287.70"," 10","1542.90","  4","462.87","  -"
"TINNITOD CAP                  10S"," 35","6524.07"," 60","11183.20"," 74","15949.58"," 21","3914.44","  -"
"WAXONIL ACTIV                 10ML"," 47","3298.50","  -","0.00","  8","636.27"," 39","2737.05"," 14"
"WAXONIL O                     10ML"," 20","1917.83","  -","0.00","  6","626.51"," 14","1342.48"," 14"
"ZINCOCID TAB                  15'S"," 12","732.20","-12","-878.64","  -","0.00","  -","0.00","  -"
" TOTAL","389","32726.27"," 41","10762.77","227","28361.89","203","19244.4","  0"
"","","","","","","","","",""
"TOTAL","4118","334762.12","3507","229762.42","4077","339261.78","3548","282268.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML","127","8491.65"," -4","-243.45","  8","1114.30","115","7689.29","  2"
"4QUIN E/O                     5GM"," 57","3537.36","  -","0.00","  -","0.00"," 57","3537.36"," 27"
"4QUIN KT E/D                  5ML","  3","177.27"," -3","-192.07","  -","0.00","  -","0.00","  -"
"4QUIN-D                       5ML","  6","296.71","  -","0.00","  -","0.00","  6","296.71","  6"
"CORTISON OPTICHLOR            3GM"," 30","1454.62","  -","0.00"," 30","1616.00","  -","0.00","  -"
"ENTODASE                      10","  3","3684.54","  -","0.00","  -","0.00","  3","3684.54","  3"
"EYECIRQUE PRO                 1S"," 27","6521.69"," -4","-966.18"," 12","3220.30"," 11","2656.99"," 11"
"EYETAMIN GUMMIES              30S"," 12","1977.06","  -","0.00"," 12","2199.30","  -","0.00","  -"
"HYLA PF                       10ML","  7","2306.45","  -","0.00","  3","1282.72","  4","1317.97","  4"
"I-BORIC                       10ML"," 50","2560.05"," -2","-100.00"," 46","2932.34","  2","102.40","  2"
"I-DEW DS                      10ML","227","19318.68","  -","0.00"," 82","8424.90","145","12340.1","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 30","2173.52"," -3","-229.02"," 11","1023.80"," 16","1159.21","  1"
"LOCTEARS FUSION               10ML"," 88","7489.18"," -2","-216.50"," -1","135.97"," 87","7404.07","  -"
"MONODEXA                      5ML","  5","276.91","  -","0.00","  -","0.00","  5","276.91","  5"
"OPTIHIST-PLUS                 5ML"," 20","1227.27","  -","0.00","  5","367.50"," 15","920.45","  -"
"OPTITHROCIN OINT              5GM"," 74","4915.82","  -","0.00"," 44","3469.65"," 30","1992.90"," 30"
"OPTIVIRAL OINT                5GM"," 22","771.71","-22","-771.71","  -","0.00","  -","0.00","  -"
"PREDPLUS                      10ML"," 50","2190.50"," -1","-43.81"," 49","2333.87","  -","0.00","  -"
" TOTAL","839","69437.64","-41","-2762.74","301","28120.65","497","43445.5","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"VICRYL 8-0 NW2348             1S","  5","3174.70"," 12","7619.28"," 12","9360.00","  5","3174.70","  5"
" TOTAL","  5","3174.70"," 12","7619.28"," 12","9360.00","  5","3174.70","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"ANESTOP                       5ML","  6","193.50"," -6","-232.20","  -","0.00","  -","0.00","  -"
"CD EYE OINT                   5GM","  2","97.88","  -","0.00","  -","0.00","  2","97.88","  2"
"HIBROM E/D                    5ML"," 69","4939.77","  -","0.00"," 25","2625.00"," 44","3150.00","  -"
"HICOOL E/D                    5ML","159","9200.81","  -","0.00","159","10274.29","  -","0.00","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00"," 15","2388.75","  6","877.52","  6"
"HICOOL PF GEL                 5GM"," 40","3852.17","175","16853.26","212","23231.34","  3","288.91","  3"
"HIFLOX                        5ML","  -","0.00","  -","0.00","-57","0.00"," 57","1666.16"," 57"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40"," 28"
"HIMYCIN E/O                   5GM","165","9473.72","130","7464.15","286","18933.97","  9","516.75","  -"
"IOMIDE                        10'S"," 69","1441.18","  -","0.00"," 63","1535.12","  6","125.32","  6"
"MAXDIL PLUS                   5ML"," 10","536.60","  -","0.00","  -","0.00"," 10","536.60"," 10"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
"","","","","","","","","",""
"TOTAL","5623","448259.70","3777","258704.17","5093","435730.90","4307","344226.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","581","34634.85","299","24085.21","703","58988.47","177","9087.03","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75"," -1","-1168.75","  -","0.00","  -","0.00","  -"
" TOTAL","  1","1168.75"," -1","-1168.75","  0","0.00","  0","0.00","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 90","9565.80","225","23914.50","167","22088.88","148","15730.4","  2"
"ALFABET PF E/D                10ML"," 40","9497.07","  -","0.00","  2","775.59"," 38","9022.21"," 38"
"AQUIM                         5ML"," 24","2534.74","  -","0.00"," 10","1576.87"," 14","1478.60"," 14"
"AQUIM GEL                     10GM"," 91","17745.00","  -","0.00","  1","318.50"," 90","17550.0"," 15"
"AQUIM LID WIPES               10S","  5","422.42","  -","0.00","  5","596.73","  -","0.00","  -"
"AQUIM LID WIPES               20S"," 33","5177.70","  -","0.00"," 25","4677.67","  8","1255.20","  8"
"AQUIM PF                      10ML"," 35","10990.27"," 39","12246.30"," 31","11860.42"," 43","13502.3","  -"
"AQUIM T E/D                   5ML","115","13110.00","  -","0.00"," 21","3011.50"," 94","10716.0"," 60"
"AWARENE PF                    5ML"," 16","5380.18"," 26","8742.80"," 16","6275.38"," 26","8742.80","  -"
"AWARENE T PF                  5ML","  6","2243.55","  -","0.00","  -","0.00","  6","2243.55","  6"
"CANDOR PF                     10ML","  3","968.75","  -","0.00","  -","0.00","  3","968.75","  3"
"DORBET PF                     10ML","  3","1107.32","  -","0.00","  1","477.38","  2","738.22","  2"
"ERPETOL E/D                   5ML"," 31","2505.24","  -","0.00","  -","0.00"," 31","2505.24"," 31"
"EYEMAC E/D                    10ML"," 70","4742.23","  -","0.00","  -","0.00"," 70","4742.23","  5"
"EYEMAC GEL                    10ML"," 20","1938.46","  -","0.00","  -","0.00"," 20","1938.46"," 20"
"EYENESS E/D                   5ML"," 30","1024.80","  -","0.00"," 30","1138.60","  -","0.00","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML","154","13992.44"," 75","6814.50"," 69","7788.00","160","14537.6","  -"
"MAXIM GEL                     5ML"," 75","7971.50","300","31886.00","150","17359.72","225","23914.5","  -"
"MAXIM L                       5ML","124","12223.09","  -","0.00","  3","483.01","121","11927.3","  1"
"MAXIM-D                       5ML","300","28413.99","150","14207.00","138","17011.00","312","29550.5"," 75"
"PATINE KT                     5ML"," 30","3304.20"," 75","8260.50"," 54","7306.09"," 51","5617.14","  -"
"PREDINA E/D                   10ML"," 50","2041.00","  -","0.00"," 50","2268.00","  -","0.00","  -"
"VCOLUX                        10'S"," 83","8676.82"," 75","7840.50"," 80","9707.80"," 78","8154.12","  -"
"VCOLUX C TAB                  10S"," 62","5800.72"," 75","7017.00"," 60","6237.20"," 77","7204.12","  2"
" TOTAL","1504","173329.81","1040","120929.10","913","120958.34","1631","193991.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  3","1194.00","  3","1320.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","1194.00","  3","1320.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
