itemdescri,qty,value,e,f,g,h,i,j,k
"MOXIFUR INJ 1ML               1ML"," 44","1697.20"," 22","848.60"," 40","1885.60"," 26","1002.89","  -"
"MOXIFUR-DM                    5ML"," 60","2411.50","  -","0.00","  -","0.00"," 60","2411.50","  -"
"MOXIFUR-K                     5ML"," 30","1626.50","  -","0.00"," 30","2169.00","  -","0.00","  -"
"MOXIFUR-LP                    5ML"," 24","1540.20","  -","0.00","  -","0.00"," 24","1540.20"," 24"
"MYOPED                        5ML"," 27","3162.83","  -","0.00","  -","0.00"," 27","3162.83","  -"
"RHEX-ID 1ML                   1ML"," 50","2635.46","220","11596.00","160","10270.14","110","5798.00","  -"
"SUPRACOAT PLUS                1ML","  3","2970.00","  -","0.00","  -","0.00","  3","2970.00","  -"
" TOTAL","928","50891.50","849","41500.30","789","45260.98","988","53955.5","  0"
"","","","","","","","","",""
"TOTAL","1196","85338.52","954","46990.05","959","61609.59","1191","78158.1","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"MOXAP-LP                      5ML"," 36","3166.02","  -","0.00","  -","0.00"," 36","3166.02","  -"
"NEPAFLO E/D                   5ML","  -","0.00"," 60","5098.50","  -","0.00"," 60","5445.00","  -"
" TOTAL"," 48","4066.02"," 60","5098.50","  0","0.00","108","9511.02","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AURO CMC                      10ML"," 36","2250.00","  -","0.00","  -","0.00"," 36","2250.00","  -"
"AUROFLUR                      5ML"," 26","812.38","  -","0.00","  -","0.00"," 26","812.38","  -"
"HYLUBE"," 11","1406.20","  -","0.00","  -","0.00"," 11","1406.20","  -"
"LID CLEAN                     50ML"," 30","3375.00","  -","0.00","  -","0.00"," 30","3375.00","  -"
"LOBONATE E/D                  5ML"," 11","892.80","  -","0.00","  -","0.00"," 11","892.80","  -"
"MFLOX                         5ML"," 11","460.28","  -","0.00","  -","0.00"," 11","460.28","  -"
"NPACT E/D                     5ML"," 11","1116.00","  -","0.00","  -","0.00"," 11","1116.00","  -"
"NYLON 10-0(6401N)             12S","  1","1606.80","  -","0.00","  1","1650.00","  -","0.00","  -"
"PILO                          5ML","  1","39.33","  -","0.00","  -","0.00","  1","39.33","  -"
"VOZOLE E/D                    30MG"," 11","2475.00","  -","0.00","  6","1552.32","  5","1125.00","  1"
"VOZOLE PF                     1MG","  3","450.00","  -","0.00","  -","0.00","  3","450.00","  -"
" TOTAL","152","14883.79","  0","0.00","  7","3202.32","145","11926.9","  0"
"","","","","","","","","",""
"BARODA SURGICAL BIOMEDS","","","","","","","","",""
"FORMALIN TAB                  100S","  -","0.00","  5","550.00","  5","625.00","  -","0.00","  -"
" TOTAL","  0","0.00","  5","550.00","  5","625.00","  0","0.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","23.50","  3","67.50","  3","72.00","  1","23.50","  1"
" TOTAL","  1","23.50","  3","67.50","  3","72.00","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 10","63.50"," 10","67.50","  -","0.00","  -"
" TOTAL","  0","0.00"," 10","63.50"," 10","67.50","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"BLUERHEXIX                    5S","  2","425.45","  -","0.00","  2","520.00","  -","0.00","  -"
"CANNULA NEEDLE                1S","320","320.00","  -","0.00"," 50","0.00","270","270.00","270"
"CARELUB                       10ML","131","9032.45","  -","0.00","  -","0.00","131","9032.45","  -"
"CARELUB-DS                    10ML"," 34","2344.30","  -","0.00","  -","0.00"," 34","2344.30","  -"
"CONTACAINE SOL                5ML"," 24","802.32","  -","0.00","  -","0.00"," 24","802.32"," 10"
"CONTADINE SOL                 5ML"," 12","231.48","  -","0.00"," 12","241.73","  -","0.00","  -"
"CONTASOL BSS(PP)              250ML"," 96","5702.40","  -","0.00"," 48","3168.00"," 48","2851.20","  -"
"CONTASOL BSS(PP)              500ML"," 37","4070.00","  -","0.00"," 36","4399.20","  1","110.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUORESCEIN INJ 2ML           12S","  1","495.00","  -","0.00","  -","0.00","  1","495.00","  -"
"MACULAZ TAB                   10S","110","10068.00","  -","0.00","110","11187.00","  -","0.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"VISCOLON VAILS                5ML"," 80","3571.77","  -","0.00"," 45","2295.00"," 35","1562.65","  -"
" TOTAL","962","45322.92","  0","0.00","303","21810.93","659","25727.6","  0"
"","","","","","","","","",""
"TOTAL","2359","149634.74","1032","52769.55","1287","87387.34","2104","125347.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 17","425.00"," 17","458.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00"," 64","1718.40"," 64","1792.00","  -","0.00","  -"
"ST WATER 10ML                 50"," 30","3210.00"," 52","287.00"," 81","266.40","  1","107.00","  -"
" TOTAL"," 30","3210.00","133","2430.40","162","2516.40","  1","107.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  2","44.00","  -","0.00","  -","0.00","  2","44.00","  -"
" TOTAL","  2","44.00","  0","0.00","  0","0.00","  2","44.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.BUFFANT CAP BL             1'S","  -","0.00","400","640.00","400","720.00","  -","0.00","  -"
"DI.DRAPE 60*60                1S"," 50","1000.00","  -","0.00"," 10","240.00"," 40","800.00","  -"
"DI.EYE DRAPE 50*40            20S"," 40","720.00","100","1800.00","120","2760.00"," 20","360.00","  -"
"DI.SHOE COVER                 1S","  -","0.00","300","480.00","300","540.00","  -","0.00","  -"
" TOTAL"," 90","1720.00","800","2920.00","830","4260.00"," 60","1160.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","100","175.00","300","525.00","400","760.00","  -","0.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  6","408.00","  6","450.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00"," 16","1088.00"," 16","1200.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00"," 50","182.50"," 50","192.50","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","100","235.00","100","235.00","100","260.00","100","235.00","  -"
" TOTAL","200","410.00","472","2438.50","572","2862.50","100","235.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
" TOTAL","  1","175.00","  0","0.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 12","2812.73"," 24","5625.00"," 24","6125.00"," 12","2812.73","  -"
"ADBROM                        5ML","  5","345.54","140","9675.00"," 73","5583.55"," 72","4975.81","  -"
"CATAGON                       10ML"," 62","3345.41","  -","0.00"," 14","1151.52"," 48","2589.99","  -"
"CYCLOFEZ                      5ML"," 10","417.90"," 50","2089.50"," 39","1783.84"," 21","877.59","  -"
"E-FLO DROPS                   5ML"," 23","1246.30"," 65","3455.50"," 43","2687.65"," 45","2438.41","  -"
"ENGATT E/D                    5ML","  5","233.78"," 70","2362.50","  3","154.35"," 72","3366.36","  3"
"ENLUBE                        10ML"," 73","5463.39","140","11006.11"," 61","4772.95","152","11375.8","  -"
"ENLUBE FUSION E/D             5ML"," 31","2714.78","  -","0.00","  -","0.00"," 31","2714.78","  -"
"ENTRAK SOOTHE                 5GM","  -","0.00"," 24","4500.00","  5","1225.00"," 19","3562.79","  -"
"FLOXI PRED                    5ML","  -","0.00"," 65","3053.50"," 65","3675.75","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","2954","174143.22","3015","102325.56","3178","124185.85","2791","164152.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"FLUBI E/D                     5ML"," 36","1699.88","  -","0.00"," 25","1442.75"," 11","519.41","  -"
"FLUBICHLOR E/D                5ML"," 15","737.25","  -","0.00","  -","0.00"," 15","737.25","  -"
"FLUCOCID                      5ML"," 54","1857.06","  -","0.00"," 41","1131.02"," 13","447.07","  -"
"FLUNATOD 10                   10S","101","2439.15","140","3381.00"," 98","2521.05","143","3453.45","  -"
"GANCIGEL                      5GM","  2","165.73"," 36","2777.10"," 13","1196.61"," 25","2071.63","  -"
"HOMACID                       5ML"," 33","753.06","200","5078.00","140","3799.43"," 93","2122.26","  -"
"LACRYL HYDRATE                10ML","  -","0.00"," 12","3220.70","  -","0.00"," 12","3220.70","  -"
"LACRYL SOOTHE                 10ML"," 20","1290.31"," 39","2709.60","  5","489.76"," 54","3483.84","  -"
"LACRYL ULTRA E/D              10ML"," 40","8765.03","  -","0.00"," 28","7136.99"," 12","2629.51","  -"
"LACRYL-PF                     5GM"," 31","2032.74","195","13355.64"," 92","7525.59","134","8786.70","  -"
"LACRYL-PLUS                   10ML"," 22","931.15","  -","0.00","  -","0.00"," 22","931.15","  -"
"LOT OINTMENT                  5GM","  9","625.53","430","27963.00","428","32210.27"," 11","764.53","  -"
"LOT-LS                        5ML"," 18","1109.04","  -","0.00","  -","0.00"," 18","1109.04","  -"
"MACUSHIELD TAB                10S","  2","159.32"," 26","2343.00"," 13","1530.80"," 15","1194.93","  -"
"MOTOGRAM E/D                  5ML"," 22","2310.18","  -","0.00"," 12","1400.00"," 10","1050.08","  -"
"MYATRO E/D                    5ML"," 18","2231.08"," 31","4028.50"," 12","1930.26"," 37","4586.11","  -"
"NATACIN                       5ML"," 65","5463.59"," 70","4623.00"," 62","4095.97"," 73","6136.03","  -"
"OMEFLOX E/D                   5ML"," 18","542.89"," 65","1960.50"," 62","2178.50"," 21","633.37","  -"
"OMEFLOX-BM                    5GM","  -","0.00"," 60","1055.40"," 60","1147.80","  -","0.00","  -"
"OPTICOOL E/D                  10ML"," 48","2622.91","  -","0.00","  -","0.00"," 48","2622.91","  -"
"PRESS-DT                      10S"," 20","552.00","100","2760.00","105","3133.77"," 15","414.00","  -"
"SOLINE 5                      10ML"," 56","3010.80"," 65","2732.00"," 46","2539.05"," 75","4032.32","  -"
"SOLINE-6                      3GM"," 58","4875.82","  -","0.00"," 12","1084.96"," 46","3867.03","  -"
"T-1                           3ML"," 35","5441.61","  -","0.00","  6","1178.20"," 29","4508.76","  -"
"TIMOL P                       10ML"," 89","4053.06"," 70","2415.05"," 43","1722.24","116","5282.64","  -"
"TOBRACID E/D                  5ML"," 18","882.54","  -","0.00","  -","0.00"," 18","882.54","  -"
"TOBRACID OINT                 3GM","  -","0.00"," 70","2427.00"," 70","2534.71","  -","0.00","  -"
"TOBRACID-F                    5ML","  -","0.00"," 30","2001.00"," 10","889.30"," 20","1334.11","  -"
"TROMIDE-PLUS                  5ML"," 26","1149.30"," 39","1591.20"," 26","1532.18"," 39","1723.94","  -"
" TOTAL","1077","72280.83","2256","128188.80","1736","111510.82","1597","103259.","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 52","7939.73","160","22900.89","167","27095.17"," 45","6870.92","  -"
"AUDIOVIT-Z                    10C","  -","0.00"," 60","9482.76"," 30","5267.75"," 30","4741.38","  -"
"AZENATE NASAL SPRAY           9.8ML"," 25","4808.51","  -","0.00","  -","0.00"," 25","4808.51","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 34","4280.32","  -","0.00","  -","0.00"," 34","4280.32","  -"
"ENTOMED PLUS CAP              10S"," 14","502.48","  -","0.00","  -","0.00"," 14","502.48","  -"
"FEXAGON PLUS TAB              10S"," 12","851.87"," 60","3886.31"," 36","2538.99"," 36","2555.61","  -"
"MEFENTOD-P SYP                60ML","  6","161.21","  -","0.00","  -","0.00","  6","161.21","  -"
"MOMFIT NASAL SPRAY            10ML"," 12","1575.00","  -","0.00","  -","0.00"," 12","1575.00","  -"
"NASOLINE NASAL SPRAY          10ML"," 18","467.74","  -","0.00","  -","0.00"," 18","467.74","  4"
"ORINASE-A                     10ML"," 30","1052.33"," 30","951.33"," 30","1013.32"," 30","1052.33","  -"
"OTOBIOTIC                     5ML","126","8438.47","160","9240.95","153","10329.93","133","8907.28","  -"
"OTOBIOTIC PLUS                5ML"," 22","776.66","  -","0.00"," 19","747.00","  3","105.91","  -"
"OTOBIOTIC PLUS NEW            5ML","  -","0.00"," 30","1059.00","  6","230.64"," 24","925.80","  -"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"OTOGON EAR DROPS              10ML"," 12","1150.79"," 30","2876.98"," 26","2769.45"," 16","1534.39","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"RHINOFIT-F                    6GMS","  6","1221.45","  -","0.00","  -","0.00","  6","1221.45","  -"
"TINNITOD CAP                  10S"," 36","6846.85"," 60","10427.42"," 54","10311.10"," 42","7987.99","  -"
"WAXONIL ACTIV                 10ML"," 52","3987.88"," 65","4210.33"," 48","3399.88"," 69","5291.61","  -"
"WAXONIL KID                   10ML"," 67","3710.63","  -","0.00","  6","392.00"," 61","3378.33","  1"
" TOTAL","594","50538.11","655","65035.97","575","64095.23","674","59134.4","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML","  -","0.00","225","13694.18","200","13524.68"," 25","1671.59","  -"
"","","","","","","","","",""
"TOTAL","4404","280382.34","5573","267477.40","5362","286156.97","4615","293503.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"4QUIN E/O                     5GM"," 35","1840.25"," 60","2944.55"," 43","2469.61"," 52","2734.09","  -"
"4QUIN KT E/D                  5ML"," 23","1472.50","  -","0.00","  -","0.00"," 23","1472.50"," 19"
"4QUIN-BROM                    5ML"," 10","756.44","100","6879.01","100","7643.05"," 10","756.44","  -"
"4QUIN-D                       5ML","  6","257.17"," 75","3214.66"," 65","3571.50"," 16","685.79","  -"
"EYECIRQUE PRO                 1S","  -","0.00"," 10","2898.30","  3","946.77","  7","1844.37","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"I-BORIC                       10ML"," 14","771.91","  -","0.00","  3","213.15"," 11","606.50","  4"
"I-DEW DS                      10ML"," 59","5598.06"," 70","5149.00"," 59","5046.25"," 70","6641.77","  -"
"I-DEW SOOTH                   5ML"," 31","2418.62","  -","0.00","  4","388.29"," 27","2106.54","  -"
"KLS DROPS                     5ML"," 30","1387.00","  -","0.00","  3","181.22"," 27","1248.30","  -"
"LOCTEARS FUSION               10ML"," 23","2182.13","  -","0.00","  3","413.68"," 20","1897.50","  -"
"NEPATOP FREE                  5ML"," 14","1837.50","  -","0.00","  -","0.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 22","822.62","  -","0.00","  -","0.00"," 22","822.62","  -"
"OPTIHIST-CROMZ                5ML"," 12","607.50","  -","0.00","  5","329.40","  7","354.38","  -"
"OPTIHIST-PLUS                 5ML","152","9327.27","140","6171.00","145","7457.68","147","9020.45","  -"
"OPTITHROCIN OINT              5GM"," 65","4317.95","  -","0.00"," 36","3064.20"," 29","1926.47","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 24","9322.14"," 36","13982.10"," 44","22785.84"," 16","6214.76","  -"
"PREDPLUS                      10ML"," 25","1069.50","  -","0.00"," 25","1162.50","  -","0.00","  -"
" TOTAL","573","46951.60","716","54932.80","738","69197.82","551","44804.6","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","120","15770.38","  -","0.00"," 60","10066.20"," 60","7885.19","  -"
" TOTAL","120","15770.38","  0","0.00"," 60","10066.20"," 60","7885.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"GLASS VAN","","","","","","","","",""
"GLASSVAN BLD 15               1S","  -","0.00","100","235.00","100","250.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","235.00","100","250.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 40","3450.80"," 60","5176.20"," 56","3757.32"," 44","3795.88","  -"
"HICOOL E/D                    5ML"," 40","2682.91","  -","0.00","  -","0.00"," 40","2682.91","  -"
"HICOOL EXCEL                  10ML"," 50","10969.00","  -","0.00","  -","0.00"," 50","10969.0","  -"
"HICOOL PF GEL                 5GM"," 66","8019.00","  -","0.00","  -","0.00"," 66","8019.00","  -"
"HIMYCIN E/O                   5GM"," 40","2808.00"," 60","3859.80"," 56","2802.02"," 44","3088.80","  -"
"HITOP E/D                     5ML"," 20","789.80","  -","0.00","  -","0.00"," 20","789.80","  -"
"IOMIDE                        10'S","  6","167.64","  -","0.00","  -","0.00","  6","167.64","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ZOBRA E/D                     5ML"," 40","2033.20","  -","0.00","  -","0.00"," 40","2033.20","  -"
"ZOBRA OINT                    5GM"," 42","2119.74","  -","0.00","  -","0.00"," 42","2119.74","  -"
" TOTAL","384","35253.49","120","9036.00","112","6559.34","392","35879.3","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
"","","","","","","","","",""
"TOTAL","5561","385734.76","6284","317987.02","6172","358705.65","5673","387778.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 65","7393.00","  -","0.00"," 25","3252.94"," 40","4549.54","  -"
"ALFABET PF E/D                10ML"," 13","3330.00","  -","0.00","  -","0.00"," 13","3330.00","  -"
"AQUIM                         5ML"," 60","5451.60"," 65","6814.50"," 65","7571.50"," 60","5451.60","  -"
"AQUIM GEL                     10GM"," 94","16879.89"," 75","13468.00"," 81","16005.70"," 88","15802.4","  -"
"AQUIM LID WIPES               10S","  2","175.73"," 75","6589.80","  -","0.00"," 77","6765.53","  2"
"AQUIM LID WIPES               20S"," 61","11166.05"," 65","10983.00"," 39","7322.10"," 87","15925.3","  -"
"AQUIM PF                      10ML","  4","1167.05"," 60","17068.05"," 25","9431.60"," 39","11378.7","  -"
"AQUIM T E/D                   5ML"," 62","7603.59","150","15364.50","101","13154.93","111","13612.8","  -"
"AWARENE PF                    5ML"," 13","4082.10"," 26","8164.20"," 13","4889.49"," 26","8164.20","  -"
"DORBET PF                     10ML","  6","2214.65","  6","2214.65","  6","2464.65","  6","2214.65","  -"
"ERPETOL E/D                   5ML","150","10736.00","  -","0.00"," 26","2385.80","124","8875.09","  -"
"EYEMAC E/D                    10ML"," 57","3438.86"," 65","4564.50"," 36","3042.90"," 86","5188.45","  -"
"EYEMAC GB                     10ML"," 63","6043.64","  -","0.00","  -","0.00"," 63","6043.64","  -"
"EYENESS E/D                   5ML","  -","0.00"," 75","2378.50"," 30","1057.20"," 45","1537.20","  -"
"EYENESS WIPES                 10S"," 11","671.17","  -","0.00","  -","0.00"," 11","671.17","  -"
"EYENESS WIPES                 20S"," 15","1830.46","  -","0.00"," 13","1762.70","  2","244.06","  -"
"LAURICA K                     10S"," 39","5439.11","  -","0.00","  -","0.00"," 39","5439.11","  -"
"MAXIM E/D                     5ML"," 76","7290.74","  -","0.00"," 13","1314.30"," 63","6043.64","  -"
