itemdescri,qty,value,e,f,g,h,i,j,k
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"MIOCHOL 1ML                   1ML"," 17","327.79"," 44","848.40"," 55","1296.35","  6","115.69","  -"
"MOXIFUR INJ 1ML               1ML"," 45","1735.77"," 77","2970.10","122","5751.08","  -","0.00","  -"
"MOXIFUR-DM                    5ML"," 30","1205.75","-30","-1205.75","  -","0.00","  -","0.00","  -"
"MOXIFUR-LP                    5ML"," 24","1540.20","  -","0.00","  -","0.00"," 24","1540.20"," 24"
"MYOPED                        5ML"," 27","3162.83","  -","0.00"," 10","1291.52"," 17","1991.41","  -"
"RHEX-ID 1ML                   1ML","  -","0.00","297","15654.60","260","16751.80"," 37","1950.24","  -"
"SUPRACOAT PLUS                1ML","  2","1980.00"," 11","10890.00"," 12","14350.00","  1","990.00","  -"
" TOTAL","581","28673.84","1062","89525.25","1109","113558.90","534","29130.0","  0"
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"MOXAP-LP                      5ML"," 36","3166.02","  -","0.00","  -","0.00"," 36","3166.02","  -"
" TOTAL"," 48","4066.02","  0","0.00","  0","0.00"," 48","4066.02","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AURO CMC                      10ML"," 36","2250.00","-36","-2250.00","  -","0.00","  -","0.00","  -"
"AUROCAINE                     5ML","  -","0.00"," 10","387.50"," 10","450.00","  -","0.00","  -"
"AUROFLUR                      5ML"," 26","812.38","-26","-790.51","  -","0.00","  -","0.00","  -"
"AUROMIDE PLUS                 5ML","  -","0.00"," 44","1800.00"," 43","2248.00","  1","40.91","  -"
"FLURES                        3ML","  -","0.00"," 40","3764.00","  -","0.00"," 40","3764.00","  -"
"HYLUBE"," 11","1406.20","-11","-1406.20","  -","0.00","  -","0.00","  -"
"LID CLEAN                     50ML"," 30","3375.00","-30","-3093.60","  -","0.00","  -","0.00","  -"
"LOBONATE E/D                  5ML"," 11","892.80","-11","-892.80","  -","0.00","  -","0.00","  -"
"MFLOX                         5ML"," 11","460.28","-11","-481.20","  -","0.00","  -","0.00","  -"
"NPACT E/D                     5ML"," 11","1116.00","-11","-1116.00","  -","0.00","  -","0.00","  -"
"PILO                          5ML","  1","39.33","  -","0.00","  -","0.00","  1","39.33","  -"
"TPROST                        3ML","  -","0.00"," 40","3300.00","  -","0.00"," 40","3625.00","  -"
"VOZOLE E/D                    30MG","  8","1800.00"," 80","18000.00"," 27","7508.48"," 61","13725.0","  1"
"VOZOLE PF                     1MG","  3","450.00"," -3","-450.00","  -","0.00","  -","0.00","  -"
" TOTAL","148","12601.99"," 75","16771.19"," 80","10206.48","143","21194.2","  0"
"","","","","","","","","",""
"BARODA SURGICAL BIOMEDS","","","","","","","","",""
"FORMALIN TAB                  100S","  -","0.00","  1","56.00","  1","63.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","56.00","  1","63.00","  0","0.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","23.50","  2","40.50","  2","50.00","  1","23.50","  1"
" TOTAL","  1","23.50","  2","40.50","  2","50.00","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 10","63.00","  -","0.00"," 10","63.00","  -"
" TOTAL","  0","0.00"," 10","63.00","  0","0.00"," 10","63.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CARELUB                       10ML","131","9032.45","-72","-3666.24","  -","0.00"," 59","4068.05","  -"
"CARELUB-DS                    10ML"," 33","2275.35","  -","0.00","  -","0.00"," 33","2275.35","  -"
"","","","","","","","","",""
"TOTAL","1413","82044.99","1266","110631.17","1314","136873.90","1365","81483.9","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"CONTACAINE SOL                5ML"," 24","802.32","  -","0.00","  -","0.00"," 24","802.32"," 10"
"CONTASOL BSS(PP)              250ML"," 48","2851.20","  -","0.00"," 24","1584.00"," 24","1425.60","  -"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUORESCEIN INJ 2ML           12S","  1","495.00","  -","0.00","  1","550.00","  -","0.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"VISCOLON VAILS                5ML"," 35","1562.65","  -","0.00"," 35","1785.00","  -","0.00","  -"
" TOTAL","658","25658.71","-72","-3666.24"," 60","3919.00","526","17211.0","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","250.00"," 10","270.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00"," 30","798.80"," 30","840.00","  -","0.00","  -"
"ST WATER 10ML                 50","  1","107.00","  1","105.00","  2","215.00","  -","0.00","  -"
" TOTAL","  1","107.00"," 41","1153.80"," 42","1325.00","  0","0.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  2","44.00","  -","0.00","  -","0.00","  2","44.00","  -"
" TOTAL","  2","44.00","  0","0.00","  0","0.00","  2","44.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.BUFFANT CAP BL             1'S","  -","0.00","200","320.00","200","360.00","  -","0.00","  -"
"DI.DRAPE 60*60                1S"," 20","400.00","100","2000.00","120","2880.00","  -","0.00","  -"
"DI.EYE DRAPE 50*40            20S","150","2700.00","100","1800.00","250","5750.00","  -","0.00","  -"
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
"DI.SHOE COVER                 1S","  -","0.00","200","320.00","200","350.00","  -","0.00","  -"
" TOTAL","220","3600.00","600","4440.00","770","9340.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","100","175.00","800","1400.00","800","1505.00","100","175.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  8","544.00","  8","600.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00"," 16","1088.00"," 16","1200.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00","100","365.00","100","392.50","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","100","235.00","  -","0.00","  -","0.00","100","235.00","  -"
" TOTAL","200","410.00","924","3397.00","924","3697.50","200","410.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
" TOTAL","  1","175.00","  0","0.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"TOTAL","2112","102831.56","2831","119621.97","3110","155155.40","1833","95580.2","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  6","1406.36"," 12","2812.50","  8","2143.75"," 10","2343.94","  -"
"ABPRESS                       5ML"," 14","2022.94","100","12857.98","105","15350.02","  9","1300.46","  -"
"ADBROM                        5ML"," 80","5528.68","145","10020.64","131","10007.17"," 94","6496.20","  -"
"CATAGON                       10ML"," 66","3561.24"," 70","3777.00","127","7894.46","  9","485.62","  -"
"CYCLOFEZ                      5ML"," 47","1964.13"," 50","2089.50"," 57","2626.07"," 40","1671.60","  -"
"E-FLO DROPS                   5ML","  3","162.56","135","7586.00"," 65","4165.78"," 73","3955.64","  -"
"ENGATT E/D                    5ML"," 72","3366.36"," 70","2362.50","132","4939.20"," 10","467.55","  3"
"ENLUBE                        10ML","105","7858.29"," 70","5503.00"," 72","6074.00","103","7708.61","  -"
"ENLUBE FUSION E/D             5ML"," 31","2714.78","  -","0.00","  -","0.00"," 31","2714.78","  -"
"ENTRAK SOOTHE                 5GM"," 29","5437.94","  -","0.00","  3","735.00"," 26","4875.39","  -"
"FLUBICHLOR E/D                5ML"," 15","737.25","  -","0.00","  -","0.00"," 15","737.25","  -"
"FLUCOCID                      5ML"," 40","1375.60","  -","0.00","  -","0.00"," 40","1375.60","  -"
"FLUNATOD 10                   10S"," 56","1352.40","140","3381.00"," 56","1440.60","140","3381.00","  -"
"GANCIGEL                      5GM","  7","580.06"," 74","4937.22"," 78","6174.11","  3","248.60","  -"
"HOMACID                       5ML"," 59","1346.38"," 50","1269.50","100","2704.80","  9","205.38","  -"
"LACRYL HYDRATE                10ML"," 12","3220.70","  -","0.00","  3","1052.11","  9","2415.53","  1"
"LACRYL SOOTHE                 10ML"," 48","3096.75","  -","0.00"," 39","3010.80","  9","580.64","  -"
"LACRYL ULTRA E/D              10ML"," 29","6354.65","  -","0.00","  -","0.00"," 29","6354.65","  -"
"LACRYL-PF                     5GM"," 39","2557.32","130","8904.00","155","12709.62"," 14","918.01","  -"
"LACRYL-PLUS                   10ML"," 22","931.15","  -","0.00","  4","221.20"," 18","761.85"," 12"
"LOT OINTMENT                  5GM","  7","486.52","300","18642.00","280","20299.72"," 27","1876.58","  -"
"LOT-LS                        5ML"," 18","1109.04","  -","0.00","  -","0.00"," 18","1109.04","  -"
"MACUSHIELD TAB                10S"," 12","955.94","  -","0.00"," 11","1275.67","  1","79.66","  1"
"MOTOGRAM E/D                  5ML"," 10","1050.08","  -","0.00"," 10","1166.68","  -","0.00","  -"
"MYATRO E/D                    5ML"," 10","1239.49"," 25","3355.74","  9","1433.10"," 26","3222.67","  -"
"NATACIN                       5ML"," 71","5967.92"," 75","4953.31"," 96","7416.90"," 50","4202.76","  -"
"OMEFLOX E/D                   5ML"," 18","542.89","  -","0.00","  -","0.00"," 18","542.89","  -"
"OMEFLOX OINT                  5GM","  5","197.70","  -","0.00","  5","215.26","  -","0.00","  -"
"OMEFLOX-BM                    5GM","  -","0.00"," 60","1055.40"," 60","1147.80","  -","0.00","  -"
"OPTICOOL E/D                  10ML"," 78","4262.23"," 25","1251.28"," 84","5127.86"," 19","1038.24","  -"
"PRESS-DT                      10S"," 15","414.00","200","5520.00","215","6401.31","  -","0.00","  -"
"RHOPRESS E/D                  2.5ML","  6","1398.20","  -","0.00","  -","0.00","  6","1398.20","  -"
"SOLINE 5                      10ML"," 80","4301.14"," 75","2927.20"," 85","4617.60"," 70","3763.49","  -"
"SOLINE-6                      3GM"," 23","1933.51"," 26","1992.80"," 48","4384.12","  1","84.07","  -"
"T-1                           3ML"," 29","4508.76","  -","0.00","  -","0.00"," 29","4508.76","  -"
"TIMOL P                       10ML","  8","364.32","145","5002.55"," 84","3464.72"," 69","3142.26","  -"
"TOBRACID E/D                  5ML"," 17","833.51","  -","0.00"," 17","926.16","  -","0.00","  -"
"TOBRACID-F                    5ML"," 20","1334.11"," 30","2001.16"," 31","2501.91"," 19","1267.40","  -"
"TROMIDE-PLUS                  5ML"," 31","1370.31","  -","0.00","  -","0.00"," 31","1370.31","  -"
" TOTAL","1238","87845.21","2007","112202.28","2170","141627.50","1075","76604.6","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 40","6107.49","125","18321.36","105","17382.84"," 60","9161.23","  -"
"AUDIOVIT-Z                    10C","  6","948.28","  -","0.00","  -","0.00","  6","948.28","  -"
"AZENATE NASAL SPRAY           9.8ML"," 19","3654.47","  -","0.00"," 18","3846.45","  1","192.34","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 34","4280.32","  -","0.00","  6","741.37"," 28","3524.97","  -"
"ENTOMED PLUS CAP              10S"," 14","502.48","  -","0.00","  -","0.00"," 14","502.48","  -"
"FEXAGON PLUS TAB              10S"," 24","1703.74"," 90","5829.16"," 72","5077.97"," 42","2981.55","  -"
"MEFENTOD-P SYP                60ML","  6","161.21","  -","0.00","  -","0.00","  6","161.21","  -"
"MOMFIT NASAL SPRAY            10ML"," 12","1575.00","  -","0.00","  -","0.00"," 12","1575.00","  -"
"NASOLINE NASAL SPRAY          10ML"," 15","389.78","  -","0.00","  -","0.00"," 15","389.78","  4"
"ORINASE-A                     10ML"," 30","1052.33"," 30","1052.33"," 36","1254.03"," 24","841.86","  -"
"OTOBIOTIC                     5ML"," 59","3951.35","310","18482.79","249","16753.28","120","8036.64","  -"
"OTOBIOTIC PLUS NEW            5ML"," 18","694.35"," 30","1059.08"," 18","701.34"," 30","1157.25","  -"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"","","","","","","","","",""
"TOTAL","3695","218320.17","5423","276568.97","5784","342540.18","3334","204280.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OTOGON EAR DROPS              10ML"," 16","1534.39","  -","0.00"," 12","1278.60","  4","383.60","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"RHINOFIT-F                    6GMS","  6","1221.45","  -","0.00","  -","0.00","  6","1221.45","  -"
"TINNITOD CAP                  10S","  6","1141.14"," 95","15640.08"," 48","9222.06"," 53","10080.0","  -"
"WAXONIL ACTIV                 10ML"," 69","5291.61","  -","0.00"," 21","1626.00"," 48","3681.12","  -"
"WAXONIL KID                   10ML"," 61","3378.33","  -","0.00","  3","235.20"," 58","3212.19","  1"
" TOTAL","505","40353.90","680","60384.80","588","58119.14","597","50817.2","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 25","1671.59","  -","0.00","  -","0.00"," 25","1671.59"," 15"
"4QUIN E/O                     5GM"," 50","2628.93","  -","0.00","  -","0.00"," 50","2628.93","  -"
"4QUIN KT E/D                  5ML"," 20","1280.44","  -","0.00","  -","0.00"," 20","1280.44"," 19"
"4QUIN-D                       5ML"," 81","3471.83","  -","0.00"," 65","3571.50"," 16","685.79","  -"
"CYCLOTEARS E/D                3ML"," 14","2141.45","  -","0.00","  1","222.41"," 13","1988.49","  -"
"ENTODASE                      10","  -","0.00","  2","2456.36","  -","0.00","  2","2456.36","  -"
"EYECIRQUE PRO                 1S","  7","1844.37","  -","0.00","  -","0.00","  7","1844.37","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"I-BORIC                       10ML","  8","441.09"," 33","1631.38","  4","283.48"," 37","2040.04","  4"
"I-DEW DS                      10ML"," 89","8444.53","150","10298.51","172","14151.46"," 67","6357.12","  -"
"I-DEW SOOTH                   5ML"," 26","2028.52","  -","0.00"," 11","1073.26"," 15","1170.30","  1"
"KLS DROPS                     5ML"," 27","1248.30","  -","0.00","  3","181.22"," 24","1109.60","  -"
"LOCTEARS FUSION               10ML"," 20","1897.50","  -","0.00","  2","276.73"," 18","1707.75","  -"
"MONODEXA                      5ML","  -","0.00"," 30","1639.25"," 30","1821.50","  -","0.00","  -"
"NEPATOP FREE                  5ML"," 14","1837.50","  -","0.00","  -","0.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 20","747.83","  -","0.00","  -","0.00"," 20","747.83","  -"
"OPTIHIST-CROMZ                5ML","  7","354.38","  -","0.00","  -","0.00","  7","354.38","  4"
"OPTIHIST-PLUS                 5ML","136","8345.45","290","12342.43","349","17861.81"," 77","4725.00","  -"
"OPTITHROCIN OINT              5GM"," 34","2258.62"," 65","4596.50"," 85","7149.80"," 14","930.02","  -"
"P-CAIN E/D                    5ML","  -","0.00"," 25","983.25"," 25","1068.75","  -","0.00","  -"
"PHENOCAINE PLUS               5AMP*1ML","  2","776.85"," 36","13982.85"," 24","12428.64"," 14","5437.92","  -"
" TOTAL","608","44382.22","631","47930.53","771","60090.56","468","41936.4","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","  1","131.42","  -","0.00","  -","0.00","  1","131.42","  -"
" TOTAL","  1","131.42","  0","0.00","  0","0.00","  1","131.42","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","188.00","  1","198.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","188.00","  1","198.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"","","","","","","","","",""
"TOTAL","4563","282910.11","6150","340327.58","6640","415190.60","4073","272435.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"HIBROM E/D                    5ML"," 60","5176.20","  -","0.00","  -","0.00"," 60","5176.20","  -"
"HICOOL E/D                    5ML"," 29","1945.11"," 44","2694.80"," 29","1580.46"," 44","2951.20","  -"
"HICOOL EXCEL                  10ML"," 45","9872.10","  -","0.00","  5","1113.50"," 40","8775.20","  -"
"HICOOL PF GEL                 5GM"," 46","5589.00","  -","0.00"," 16","1455.30"," 30","3645.00","  -"
"HIMYCIN E/O                   5GM"," 75","5265.00","  -","0.00","  -","0.00"," 75","5265.00","  -"
"HIOXY TAB                     10S","  -","0.00"," 55","4132.50","  -","0.00"," 55","4132.50","  -"
"IOMIDE                        10'S"," 16","447.04","  -","0.00"," 16","450.07","  -","0.00","  -"
"MAXDIL PLUS                   5ML"," 10","490.10"," 40","1960.40"," 10","544.50"," 40","1960.40","  -"
"OCULATE                       5ML"," 30","1159.20","  -","0.00"," 25","1009.09","  5","193.20","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ONEMOX-DM                     5ML"," 60","3645.00","  -","0.00"," 51","2936.25","  9","546.75","  -"
"ONEZINE 10MG                  10S"," 30","1169.10","  -","0.00"," 30","1221.34","  -","0.00","  -"
"OPTICHIL                      10ML","  -","0.00"," 40","3294.00","  -","0.00"," 40","3294.00","  -"
"ZOBRA OINT                    5GM"," 42","2119.74","  -","0.00","  -","0.00"," 42","2119.74","  -"
"ZOBRA-F                       5ML"," 30","2349.00"," 20","1566.00"," 25","2044.50"," 25","1957.50","  -"
" TOTAL","513","41439.99","199","13647.70","207","12355.01","505","42230.0","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 40","4549.54","140","14786.00"," 36","4928.70","144","16378.3","  -"
"ALFABET PF E/D                10ML"," 26","6660.00","  -","0.00","  -","0.00"," 26","6660.00","  -"
"AQUIM                         5ML"," 73","6632.78","150","13629.00"," 41","4505.86","182","16536.5","  -"
"AQUIM GEL                     10GM","113","20291.78","150","26936.00","111","21848.17","152","27295.1","  -"
"AQUIM LID WIPES               10S"," 52","4568.93","  -","0.00"," 14","1459.48"," 38","3338.83","  2"
"AQUIM LID WIPES               20S"," 87","15925.35","  -","0.00"," 41","7800.48"," 46","8420.30","  -"
"AQUIM PF                      10ML"," 85","24799.73"," 65","18964.50","139","45434.37"," 11","3209.38","  -"
"AQUIM T E/D                   5ML"," 51","6254.56","  -","0.00","  1","171.83"," 50","6131.93","  -"
"AWARENE PF                    5ML"," 16","5024.12"," 52","16328.40"," 29","10232.55"," 39","12246.3","  -"
