itemdescri,qty,value,e,f,g,h,i,j,k
"PILO                          5ML","  1","39.33"," 25","983.25","  -","0.00"," 26","1022.58","  -"
"VOZOLE E/D                    30MG"," 10","2250.00"," 40","9000.00"," 30","8326.08"," 20","4500.00","  2"
"","","","","","","","","",""
"TOTAL","882","55415.55","1153","84239.30","1015","81556.54","1020","70033.8","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL"," 34","4120.10"," 65","9983.25"," 30","8326.08"," 69","7353.35","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","23.50"," 10","202.50"," 10","250.00","  1","23.50","  1"
" TOTAL","  1","23.50"," 10","202.50"," 10","250.00","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 30","189.00"," 10","70.00"," 20","126.00","  -"
" TOTAL","  0","0.00"," 30","189.00"," 10","70.00"," 20","126.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CARELUB                       10ML"," 59","4068.05","  -","0.00","  -","0.00"," 59","4068.05","  -"
"CARELUB-DS                    10ML"," 33","2275.35","  -","0.00","  -","0.00"," 33","2275.35","  -"
"CONTACAINE SOL                5ML"," 24","802.32","  -","0.00","  -","0.00"," 24","802.32"," 10"
"CONTASOL BSS(PP)              250ML"," 24","1425.60","  -","0.00","  -","0.00"," 24","1425.60","  -"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUO STRIPS                   100S","  6","900.00","  -","0.00","  2","355.00","  4","600.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  2"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  2"
" TOTAL","536","18911.06","  0","0.00","  2","355.00","534","18611.0","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"RL-500ML                      1S","  -","0.00"," 56","1475.60"," 56","1568.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00","  1","107.00","  1","115.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 57","1582.60"," 57","1683.00","  0","0.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  2","44.00","  -","0.00","  -","0.00","  2","44.00","  -"
" TOTAL","  2","44.00","  0","0.00","  0","0.00","  2","44.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.BUFFANT CAP BL             1'S","  -","0.00","100","150.00","  -","0.00","100","150.00","  -"
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00"," 50"
" TOTAL"," 50","500.00","100","150.00","  0","0.00","150","650.00","  0"
"","","","","","","","","",""
"TOTAL","1522","77263.76","1350","86363.40","1094","83914.54","1778","91858.0","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","  -","0.00","600","1050.00","400","756.20","200","350.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  1","68.00","  1","75.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  1","71.00"," 16","1088.00"," 16","1200.00","  1","71.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00"," 50","182.50","  -","0.00"," 50","182.50","  -"
" TOTAL","  1","71.00","667","2388.50","417","2031.20","251","603.50","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
" TOTAL","  1","175.00","  0","0.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  -","0.00"," 12","2812.72","  7","1837.50","  5","1171.97","  -"
"ABPRESS                       5ML","  8","1155.96"," -2","-273.21","  3","630.01","  3","433.49","  -"
"ADBROM                        5ML"," 73","5044.92"," -5","-366.94","  2","210.70"," 66","4561.16","  -"
"CATAGON                       10ML"," 78","4208.74","  -","0.00"," 17","1397.42"," 61","3291.45","  -"
"CYCLOFEZ                      5ML"," 32","1337.28","  -","0.00","  -","0.00"," 32","1337.28","  -"
"E-FLO DROPS                   5ML"," 44","2384.22","  -","0.00","  -","0.00"," 44","2384.22","  1"
"ENGATT E/D                    5ML"," 70","3272.85"," -2","-71.78"," -1","102.90"," 69","3226.10","  5"
"ENLUBE                        10ML"," 82","6136.95","  -","0.00"," 59","5041.20"," 23","1721.34","  -"
"ENLUBE FUSION E/D             5ML"," 17","1488.75","  -","0.00","  -","0.00"," 17","1488.75"," 17"
"ENTRAK SOOTHE                 5GM"," 20","3750.30"," -4","-685.67"," -2","487.50"," 18","3375.27","  9"
"FLUBI E/D                     5ML","  6","283.31","  -","0.00","  -","0.00","  6","283.31","  -"
"FLUBICHLOR E/D                5ML"," 14","688.10","  -","0.00","  -","0.00"," 14","688.10","  -"
"FLUBIGAT                      5ML"," 17","924.46","  -","0.00","  -","0.00"," 17","924.46","  2"
"FLUCOCID                      5ML"," 81","2785.59","  -","0.00"," 70","1872.29"," 11","378.29","  -"
"GANCIGEL                      5GM"," 39","3231.74","  -","0.00"," -1","460.37"," 40","3314.60"," 13"
"HOMACID                       5ML"," 35","798.70","  -","0.00","  -","0.00"," 35","798.70","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  1"
"LACRYL SOOTHE                 10ML"," 10","645.16","  -","0.00","  3","294.06","  7","451.61","  4"
"LACRYL ULTRA E/D              10ML","  8","1753.01"," 12","2629.51"," 12","3429.72","  8","1753.01","  -"
"LACRYL-PF                     5GM"," 64","4196.63","100","5936.30","118","8999.62"," 46","3016.33","  -"
"LACRYL-PLUS                   10ML"," 18","761.85","  -","0.00","  -","0.00"," 18","761.85"," 12"
"LOT OINTMENT                  5GM"," 10","695.03","280","19080.15","289","23111.46","  1","69.50","  -"
"LOT-LS                        5ML"," 12","739.36","  -","0.00","  -","0.00"," 12","739.36","  -"
"MACUSHIELD TAB                10S"," 11","876.28","  -","0.00","  -","0.00"," 11","876.28"," 11"
"MOTOGRAM E/D                  5ML"," 18","1890.15","  -","0.00"," 12","1400.00","  6","630.05","  6"
"MYATRO E/D                    5ML"," 20","2478.98","  -","0.00"," 18","2632.18","  2","247.90","  -"
"NATACIN                       5ML"," 58","4875.20"," 25","2101.38"," 63","4629.03"," 20","1681.10","  -"
"OMEFLOX E/D                   5ML","  6","180.96","  -","0.00","  -","0.00","  6","180.96","  6"
"OMEFLOX OINT                  5GM"," 48","1897.92","  -","0.00"," 48","2106.00","  -","0.00","  -"
"OMEFLOX-BM                    5GM"," 50","819.50"," 60","983.40"," 50","910.50"," 60","983.40","  -"
"OPTICOOL E/D                  10ML","139","7595.52"," 70","3503.57","179","9966.08"," 30","1639.32","  -"
"RHOPRESS E/D                  2.5ML","  6","1398.20","  -","0.00","  -","0.00","  6","1398.20","  -"
"SOLINE 5                      10ML"," 71","3817.26","  -","0.00","  6","317.08"," 65","3494.67","  -"
"SOLINE-6                      3GM"," 47","3951.09","  -","0.00"," 31","2712.40"," 16","1345.05","  -"
"T-1                           3ML"," 85","13215.33","  -","0.00"," 84","15559.53","  1","155.47","  -"
"TIMOL P                       10ML"," 55","2504.70"," 32","1759.38"," 39","2211.30"," 48","2185.92","  -"
"TOBRACID E/D                  5ML","  5","245.15","  -","0.00","  -","0.00","  5","245.15","  -"
"TOBRACID OINT                 3GM","  -","0.00","-13","-485.38","-13","0.00","  -","0.00","  -"
"TROMIDE-PLUS                  5ML"," 32","1414.52","  -","0.00"," 10","589.30"," 22","972.48","  -"
" TOTAL","1390","93712.06","565","36923.43","1103","90908.15","852","52474.5","  0"
"","","","","","","","","",""
"TOTAL","2914","171221.83","2582","125675.33","2614","176853.89","2882","145111.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 33","5038.68","  -","0.00","  -","0.00"," 33","5038.68","  -"
"AZENATE NASAL SPRAY           9.8ML","  1","192.34","  -","0.00","  -","0.00","  1","192.34","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 17","2140.16","  -","0.00","  -","0.00"," 17","2140.16","  -"
"ENTOMED PLUS CAP              10S"," 14","502.48","-214","-6634.94","-200","0.00","  -","0.00","  -"
"FEXAGON PLUS TAB              10S"," 44","3123.52"," 60","4259.34"," 42","3246.16"," 62","4401.33","  -"
"MEFENTOD-P SYP                60ML","  6","161.21"," -6","-138.17","  -","0.00","  -","0.00","  -"
"MOMFIT NASAL SPRAY            10ML"," 12","1575.00","-12","-1574.94"," -1","0.00","  1","131.25","  -"
"NASOLINE NASAL SPRAY          10ML","  4","103.94","  -","0.00","  -","0.00","  4","103.94","  4"
"ORINASE-A                     10ML"," 30","1052.33","  -","0.00","  -","0.00"," 30","1052.33","  -"
"OTOBIOTIC                     5ML"," 74","4955.93"," 60","4018.32"," 78","5683.30"," 56","3750.43","  -"
"OTOBIOTIC PLUS NEW            5ML"," 12","462.90","  -","0.00","  9","403.21","  3","115.73","  -"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"OTOGON EAR DROPS              10ML","  2","191.80","  -","0.00","  -","0.00","  2","191.80","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"RHINOFIT-F                    6GMS"," 10","2035.75","-10","-2035.67","  -","0.00","  -","0.00","  -"
"TINNITOD CAP                  10S"," 24","4564.57"," 30","5705.71"," 42","8697.45"," 12","2282.28","  -"
"WAXONIL ACTIV                 10ML"," 31","2377.39","  -","0.00"," 12","916.99"," 19","1457.11","  -"
"WAXONIL KID                   10ML"," 13","719.97","  -","0.00"," -1","0.00"," 14","775.36","  1"
" TOTAL","397","31964.16","-92","3599.65","-19","18947.11","324","24398.9","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 22","1470.99","  -","0.00","  6","596.40"," 16","1069.81"," 15"
"4QUIN E/O                     5GM"," 21","1104.15","  -","0.00","  4","320.62"," 17","893.84","  -"
"4QUIN KT E/D                  5ML"," 20","1280.44","  -","0.00","  -","0.00"," 20","1280.44"," 19"
"4QUIN-D                       5ML"," 36","1543.04","  -","0.00","  1","70.00"," 35","1500.17"," 35"
"CYCLOTEARS E/D                3ML","  5","764.80","  -","0.00","  5","1211.98","  -","0.00","  -"
"ENTODASE                      10","  5","6140.90","  -","0.00","  5","6823.20","  -","0.00","  -"
"EYECIRQUE PRO                 1S"," 24","6323.56","  -","0.00"," 11","3027.08"," 13","3425.26","  -"
"HYSIGHT                       5ML"," 28","2963.05"," -1","-105.82","  -","0.00"," 27","2857.22","  -"
"I-BORIC                       10ML"," 35","1929.77"," -3","-150.57"," -4","0.00"," 36","1984.91","  4"
"I-DEW DS                      10ML","169","16035.13"," -1","-79.29"," 82","7517.80"," 86","8159.89","  -"
"I-DEW MEGA CAP                10S"," 12","1446.51","  -","0.00","  -","0.00"," 12","1446.51","  -"
"I-DEW OINT                    5GM","  1","75.73","  -","0.00","  -","0.00","  1","75.73","  1"
"I-DEW SOOTH                   5ML"," 39","3042.78","  -","0.00","  3","292.71"," 36","2808.72","  1"
"KLS DROPS                     5ML"," 24","1109.60","  -","0.00","  -","0.00"," 24","1109.60","  -"
"LOCTEARS FUSION               10ML","  6","569.25","  -","0.00","  5","691.83","  1","94.88","  -"
"MONODEXA                      5ML","  -","0.00"," 60","3278.50"," 60","3643.00","  -","0.00","  -"
"NEPATOP FREE                  5ML"," 38","4987.50","  -","0.00","  -","0.00"," 38","4987.50","  -"
"OPTIHIST E/D                  5ML"," 20","747.83","  -","0.00","  -","0.00"," 20","747.83","  -"
"OPTIHIST-CROMZ                5ML","  6","303.75","  -","0.00","  -","0.00","  6","303.75","  4"
"OPTIHIST-PLUS                 5ML"," 36","2209.09"," -1","-47.47"," 20","1467.75"," 15","920.45","  -"
"OPTITHROCIN OINT              5GM","100","6643.00","  -","0.00","100","7749.79","  -","0.00","  -"
"OPTIVIRAL OINT                5GM","  6","210.47","  -","0.00","  2","89.67","  4","140.31","  4"
"PHENOCAINE PLUS               5AMP*1ML"," 14","5437.92","  -","0.00"," 14","7250.04","  -","0.00","  -"
"PREDPLUS                      10ML"," 25","1069.50","100","4278.00"," 75","3487.50"," 50","2139.00","  -"
" TOTAL","692","67408.76","154","7173.35","389","44239.37","457","35945.8","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"EMFOZEN-LP                    5ML","  -","0.00"," 48","3396.03"," 48","3612.80","  -","0.00","  -"
"IRIGAN-P                      500ML","  1","131.42","  -","0.00","  -","0.00","  1","131.42","  -"
" TOTAL","  1","131.42"," 48","3396.03"," 48","3612.80","  1","131.42","  0"
"","","","","","","","","",""
"TOTAL","4004","270726.16","2692","139844.36","3032","243653.17","3664","205587.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML"," 15","632.81","  -","0.00"," 10","448.80","  5","210.94","  -"
" TOTAL"," 15","632.81","  0","0.00"," 10","448.80","  5","210.94","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","188.00","  1","198.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","188.00","  1","198.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","578.80","  -","0.00","  -","0.00"," 10","578.80","  7"
"HIBROM E/D                    5ML"," 40","3450.80","  -","0.00"," 35","2348.32","  5","431.35","  -"
"HICOOL E/D                    5ML","  7","469.51"," 72","4426.80"," 54","3232.44"," 25","1676.82","  -"
"HICOOL EXCEL                  10ML"," 10","2193.80"," 20","2193.80","  -","0.00"," 30","6581.40","  -"
"HICOOL PF GEL                 5GM","  9","1093.50"," 65","6075.00"," 46","4182.30"," 28","3402.00","  -"
"HIMYCIN E/O                   5GM"," 54","3790.80"," 87","4914.00"," 18","764.40","123","8634.60","  -"
"HIOXY TAB                     10S","  9","676.23","  -","0.00","  -","0.00","  9","676.23","  9"
"IOMIDE                        10'S"," 26","726.44","  -","0.00"," 21","456.43","  5","139.70","  -"
"MAXDIL PLUS                   5ML"," 40","1960.40","  -","0.00","  -","0.00"," 40","1960.40"," 40"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80"," 20"
"OPTICHIL                      10ML","  1","82.35","  -","0.00","  -","0.00","  1","82.35","  1"
"ZOBRA OINT                    5GM"," 13","656.11"," 60","3028.20"," 65","2804.00","  8","403.76","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50"," 25"
" TOTAL","264","18409.04","304","20637.80","239","13787.89","329","27297.7","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 68","7734.22","130","14786.00"," 29","4087.53","169","19221.8","  -"
"ALFABET PF E/D                10ML"," 26","6660.00","  -","0.00","  -","0.00"," 26","6660.00","  -"
"AQUIM                         5ML","177","16082.22","  -","0.00"," 76","9085.80","101","9176.86"," 25"
"AQUIM GEL                     10GM"," 76","13647.57"," 75","13468.00"," 46","9565.31","105","18855.2","  -"
"AQUIM LID WIPES               10S","  3","263.59","  -","0.00","  1","118.37","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 28","5125.40","  -","0.00","  1","236.75"," 27","4942.35"," 21"
"AQUIM PF                      10ML"," 30","8752.85"," 78","22757.40"," 68","23427.29"," 40","11670.4","  1"
"AQUIM T E/D                   10ML"," 65","14914.50","  -","0.00","  -","0.00"," 65","14914.5","  -"
"AQUIM T E/D                   5ML"," 75","9197.89","  -","0.00"," 42","5620.65"," 33","4047.07","  -"
"AWARENE PF                    5ML"," 35","10990.27"," 26","8164.20"," 28","9778.97"," 33","10362.2","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","125","8946.66","150","10736.00","149","11971.94","126","9018.24","  2"
"","","","","","","","","",""
"TOTAL","5077","401674.77","3456","230581.76","3722","331980.47","4811","351731.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"EYEMAC E/D                    10ML"," 35","2111.58"," 65","4564.50"," 35","3042.90"," 65","3921.50","  -"
"EYEMAC GB                     10ML"," 75","7194.81","  -","0.00","  -","0.00"," 75","7194.81"," 73"
"EYEMAC GEL                    10ML"," 12","1163.08","  -","0.00","  -","0.00"," 12","1163.08"," 12"
"EYENESS E/D                   5ML","  -","0.00","150","5124.00"," 45","1707.90","105","3586.80","  -"
"EYENESS WIPES                 20S"," 39","4759.20","  -","0.00","  -","0.00"," 39","4759.20","  -"
"LAURICA K                     10S"," 65","9065.18","  -","0.00","  -","0.00"," 65","9065.18","  -"
"MAXIM E/D                     5ML"," 37","3549.44","  -","0.00","  -","0.00"," 37","3549.44","  -"
"MAXIM GEL                     5ML","305","30979.86"," 75","7618.00","150","16590.42","230","23361.8","  -"
"MAXIM L                       5ML","148","13447.28","150","13629.00","147","14543.34","151","13719.8","  -"
"MAXIM-D                       5ML","386","35980.72","300","26100.00","360","35525.00","326","30387.8","  -"
"PREDINA E/D                   10ML","100","3696.00","  -","0.00"," 40","1734.09"," 60","2217.60","  -"
"VCOLUX                        10'S","140","15507.69","  -","0.00"," 60","7128.00"," 80","8861.54"," 15"
"VCOLUX C TAB                  10S","152","13108.48","150","12936.00"," 75","7186.50","227","19576.4","  2"
" TOTAL","2208","245093.12","1349","139883.10","1352","161350.76","2205","242624.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  8","2808.00","  6","2220.00","  2","708.00","  -"
" TOTAL","  0","0.00","  8","2808.00","  6","2220.00","  2","708.00","  0"
"","","","","","","","","",""
"KLARSEHEN","","","","","","","","",""
"I-ZEN FORTE                   10S","  -","0.00"," 48","7262.44"," 48","7726.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 48","7262.44"," 48","7726.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"LUPIN LTD","","","","","","","","",""
"BACTISAFE                     1000ML","  -","0.00","  1","92.00","  1","100.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","92.00","  1","100.00","  0","0.00","  0"
"","","","","","","","","",""
"MADHU INSTRUMENTS PVT. LTD.","","","","","","","","",""
"FLURESCIEN STRIPS             1BOX","  2","460.00","  -","0.00","  -","0.00","  2","460.00","  -"
" TOTAL","  2","460.00","  0","0.00","  0","0.00","  2","460.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","750","1087.50","300","435.00","200","355.00","850","1232.50","100"
