itemdescri,qty,value,e,f,g,h,i,j,k
"I-DEW OINT                    5GM","  1","75.73","  -","0.00","  -","0.00","  1","75.73","  1"
"I-DEW SOOTH                   5ML"," 34","2652.68"," -7","-493.21","  3","540.22"," 24","1872.48"," 24"
"KLS DROPS                     5ML"," 24","1109.60","-24","-1109.60","  -","0.00","  -","0.00","  -"
"LOCTEARS FUSION               10ML","  7","664.13"," -1","-99.91","  -","0.00","  6","569.25","  -"
"LVFLOX FORTE DROPS            5ML","  -","0.00"," -2","-82.58"," -2","0.00","  -","0.00","  -"
"NEPATOP FREE                  5ML"," 38","4987.50","-38","-4986.76","  -","0.00","  -","0.00","  -"
"OPTIHIST E/D                  5ML"," 19","710.44","-19","-655.77","  -","0.00","  -","0.00","  -"
"OPTIHIST-CROMZ                5ML","  4","202.50","  -","0.00","  -","0.00","  4","202.50","  4"
"OPTIHIST-PLUS                 5ML"," 37","2270.45","  -","0.00"," 25","1835.25"," 12","736.36","  -"
"OPTIVIRAL OINT                5GM"," 34","1192.64","  -","0.00","  2","89.67"," 32","1122.49","  4"
"PHENOCAINE PLUS               5AMP*1ML"," 12","4661.07"," 12","4661.07"," 22","11082.20","  2","776.85","  -"
"PREDPLUS                      10ML"," 50","2139.00","  -","0.00","  -","0.00"," 50","2139.00"," 50"
" TOTAL","442","39044.09","-111","-6320.71"," 61","18900.70","270","19681.3","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"","","","","","","","","",""
"TOTAL","3588","227009.32","3649","142642.11","4688","262336.15","2549","153994.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  1","188.00","  1","188.00","  -","0.00","  2","376.00","  -"
" TOTAL","  1","188.00","  1","188.00","  0","0.00","  2","376.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","578.80","  -","0.00","  -","0.00"," 10","578.80"," 10"
"HIBROM E/D                    5ML"," 13","1121.51"," 12","0.00"," 21","1426.93","  4","345.08","  -"
"HICOOL E/D                    5ML","  8","536.58"," 56","2951.20"," 61","3648.11","  3","201.22","  -"
"HICOOL EXCEL                  10ML"," 15","3290.70","  5","0.00"," 15","2388.75","  5","1096.90","  -"
"HICOOL PF GEL                 5GM"," 16","1944.00"," 49","0.00"," 60","5400.00","  5","607.50","  -"
"HIMYCIN E/O                   5GM"," 28","1965.60","133","2808.00","140","7800.00"," 21","1474.20","  -"
"HIOXY TAB                     10S","  9","676.23","  -","0.00","  -","0.00","  9","676.23","  9"
"IOMIDE                        10'S"," 55","1536.70"," 36","558.80"," 91","1934.41","  -","0.00","  -"
"MAXDIL PLUS                   5ML"," 40","1960.40","  -","0.00","  -","0.00"," 40","1960.40"," 40"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80"," 20"
"OPTICHIL                      10ML","  1","82.35","  -","0.00","  -","0.00","  1","82.35","  1"
"ZOBRA OINT                    5GM"," 23","1160.81","  -","0.00","  -","0.00"," 23","1160.81","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50"," 25"
" TOTAL","263","17583.98","291","6318.00","388","22598.20","166","10913.7","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 65","7393.00","195","22179.00"," 96","12305.32","164","18653.1","  -"
"ALFABET PF E/D                10ML"," 28","7172.31","  -","0.00","  -","0.00"," 28","7172.31","  -"
"AQUIM                         5ML","101","9176.86"," 75","6814.50","  1","146.89","175","15900.5"," 25"
"AQUIM GEL                     10GM","225","40403.99"," 75","13468.00","158","31661.88","142","25499.4","  -"
"AQUIM LID WIPES               10S","  2","175.73","  -","0.00","  -","0.00","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 25","4576.25","  -","0.00","  -","0.00"," 25","4576.25"," 25"
"AQUIM PF                      10ML"," 53","15463.36","  -","0.00"," 14","5760.95"," 39","11378.7","  1"
"AQUIM T E/D                   10ML","  -","0.00"," 65","14914.50","  -","0.00"," 65","14914.5","  -"
"AQUIM T E/D                   5ML"," 75","9197.89","130","15943.00","150","20700.58"," 55","6745.12","  -"
"AWARENE PF                    5ML"," 32","10048.25","  -","0.00","  5","2217.96"," 27","8478.21"," 17"
"DORBET PF                     10ML","  6","2214.65"," -6","-2214.65","  -","0.00","  -","0.00","  -"
"ERPETOL E/D                   5ML","201","14386.23","  -","0.00","  -","0.00","201","14386.2"," 25"
"EYEMAC E/D                    10ML","134","8084.33","455","28093.50","195","15214.50","394","23770.3","  -"
"EYEMAC GB                     10ML"," 73","7002.95","  -","0.00","  -","0.00"," 73","7002.95"," 73"
"EYEMAC GEL                    10ML"," 51","4943.08"," 26","2520.00"," 26","2800.00"," 51","4943.08"," 12"
"EYENESS E/D                   5ML","105","3586.80","  -","0.00"," 45","1673.74"," 60","2049.60"," 60"
"EYENESS WIPES                 20S"," 39","4759.20","  -","0.00","  -","0.00"," 39","4759.20","  -"
"LAURICA K                     10S"," 65","9065.18"," 43","5855.52"," 76","11993.00"," 32","4462.86","  -"
"MAXIM E/D                     5ML","141","13526.24"," 65","6235.50"," 26","2771.40","180","17267.5","  -"
"MAXIM GEL                     5ML","314","31894.02","150","15236.00","268","29862.75","196","19908.3","  -"
"MAXIM L                       5ML","287","26076.82","225","20443.50","225","22260.21","287","26076.8","  -"
"MAXIM-D                       5ML","331","30853.93","214","19444.50","290","28565.00","255","23769.6","  -"
"PREDINA E/D                   10ML","100","3696.00","300","11088.00","125","5383.75","275","10164.0","  -"
"","","","","","","","","",""
"TOTAL","6332","511097.51","5953","329168.98","6776","478252.28","5509","439957.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"VCOLUX                        10'S","110","12184.61","  -","0.00","  -","0.00","110","12184.6"," 15"
"VCOLUX C TAB                  10S","152","13108.48"," 75","6468.00","105","10003.61","122","10521.2","  2"
" TOTAL","2715","288990.15","2087","186488.87","1805","203321.54","2997","294760.","  0"
"","","","","","","","","",""
"INTAS PHARMACEUTICALS PVT LTD","","","","","","","","",""
"INTAGESIC  AMP                1ML","  -","0.00","100","400.00","100","500.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","400.00","100","500.00","  0","0.00","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  1","354.00","  9","3155.00"," 10","3730.00","  -","0.00","  -"
" TOTAL","  1","354.00","  9","3155.00"," 10","3730.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 10","160.00"," 10","200.00","  -","0.00","  -"
"FACE MASK                     1S","450","652.50","600","870.00","300","540.00","750","1087.50","100"
" TOTAL","450","652.50","610","1030.00","310","740.00","750","1087.50","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 35","2152.50"," 35","2324.50","  -","0.00","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 30","705.00"," 30","780.00","  -","0.00","  -"
"VASOCAN 1ML                   1S","  -","0.00"," 15","201.00","  -","0.00"," 15","201.00","  -"
" TOTAL","  0","0.00"," 80","3058.50"," 65","3104.50"," 15","201.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"FLURO E/D                     5ML"," 87","5568.00","-87","-5952.00","  -","0.00","  -","0.00","  -"
" TOTAL"," 87","5568.00","-87","-5952.00","  0","0.00","  0","0.00","  0"
"","","","","","","","","",""
