itemdescri,qty,value,e,f,g,h,i,j,k
" TOTAL","425","41152.95","505","41421.48","382","44756.55","548","42574.4","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 17","1136.68","295","18258.68","256","17539.03"," 56","3744.35","  -"
"4QUIN E/O                     5GM","  9","473.21","  -","0.00","  9","641.23","  -","0.00","  -"
"4QUIN KT E/D                  5ML"," 26","1664.57","  -","0.00","  3","250.96"," 23","1472.50","  -"
"4QUIN PFS 0.5ML               1S"," 22","2606.37","  -","0.00","  -","0.00"," 22","2606.37","  -"
"4QUIN-BROM                    5ML","  -","0.00"," 60","4127.41"," 50","3821.52"," 10","756.44","  -"
"4QUIN-D                       5ML"," 43","1843.07","  -","0.00"," 42","2352.90","  1","42.86","  -"
"EYETAMIN TOTAL CAP            10S"," 18","2858.85","  -","0.00"," 18","3811.68","  -","0.00","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"I-BORIC                       10ML"," 14","771.91","  -","0.00","  -","0.00"," 14","771.91","  4"
"I-DEW DS                      10ML"," 91","8634.30"," 70","5149.00"," 88","7372.37"," 73","6926.42","  -"
"I-DEW SOOTH                   5ML","  9","702.18","  -","0.00","  9","878.13","  -","0.00","  -"
"LOCTEARS FUSION               10ML"," 40","3795.00","  -","0.00"," 16","2103.73"," 24","2277.00","  -"
"NEPATOP FREE                  5ML"," 24","3150.00","  -","0.00"," 10","1750.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 30","1121.75","  -","0.00","  8","390.90"," 22","822.62","  -"
"OPTIHIST-PLUS                 5ML","148","9081.81","210","9256.50","279","14113.08"," 79","4847.72","  -"
"OPTITHROCIN OINT              5GM"," 67","4450.81","  -","0.00"," 36","3064.20"," 31","2059.33","  -"
"P-CAIN E/D                    5ML","  -","0.00"," 50","1966.50"," 50","2137.50","  -","0.00","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 10","3884.23"," 12","4660.70"," 10","5178.60"," 12","4661.07","  -"
"PREDPLUS                      10ML"," 25","1069.50","  -","0.00","  3","81.91"," 22","941.16","  -"
" TOTAL","621","50207.28","697","43418.79","887","65487.74","431","36730.3","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"EMFODEX                       5ML","  -","0.00"," 36","2360.06"," 36","3012.84","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","3957","269058.09","4882","250327.52","4404","263513.62","4435","293122.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"IRIGAN-P                      500ML"," 12","1577.04"," 60","7885.19"," 72","11986.20","  -","0.00","  -"
" TOTAL"," 12","1577.04"," 96","10245.25","108","14999.04","  0","0.00","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  2","376.00","  2","396.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","376.00","  2","396.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 40","3450.80","  -","0.00","  -","0.00"," 40","3450.80","  -"
"HICOOL E/D                    5ML"," 40","2682.91","  -","0.00","  -","0.00"," 40","2682.91","  -"
"HICOOL EXCEL                  10ML"," 65","14259.70","  -","0.00","  -","0.00"," 65","14259.7","  -"
"HICOOL PF GEL                 5GM"," 81","9841.50","  -","0.00"," 15","1205.40"," 66","8019.00","  -"
"HIMYCIN E/O                   5GM"," 40","2808.00","  -","0.00"," 15","700.50"," 25","1755.00","  -"
"HITOP E/D                     5ML"," 20","789.80","  -","0.00","  -","0.00"," 20","789.80","  -"
"IOMIDE                        10'S"," 20","558.80","  -","0.00"," 14","274.89","  6","167.64","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ZOBRA E/D                     5ML"," 40","2033.20","  -","0.00","  -","0.00"," 40","2033.20","  -"
"ZOBRA OINT                    5GM","  1","50.47"," 80","3692.00"," 39","1538.40"," 42","2119.74","  -"
" TOTAL","387","38688.58"," 80","3692.00"," 83","3719.19","384","37491.1","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","128","14558.53","130","14786.00"," 15","2107.90","243","27638.4","  -"
"ALFABET PF E/D                10ML"," 27","6916.15","  -","0.00","  1","332.50"," 26","6660.00","  -"
"AQUIM                         5ML","130","11811.80","  -","0.00"," 46","4292.90"," 84","7632.24","  -"
"AQUIM GEL                     10GM","244","43815.89","  -","0.00","150","27357.00"," 94","16879.8","  -"
"AQUIM LID WIPES               10S","  2","175.73","  -","0.00","  -","0.00","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 65","11898.25","  -","0.00","  -","0.00"," 65","11898.2","  -"
"AQUIM PF                      10ML"," 50","14588.08"," 44","13275.15"," 67","20279.30"," 27","7877.56","  -"
"AQUIM T E/D                   5ML","124","15207.17","  -","0.00"," 60","8244.50"," 64","7848.86","  -"
"AWARENE PF                    5ML"," 23","7222.18","  -","0.00","  5","2052.36"," 18","5652.14","  -"
"DORBET PF                     10ML"," 54","19931.85","  -","0.00","  2","926.71"," 52","19193.6","  -"
"ERPETOL E/D                   5ML"," 75","5368.00","  -","0.00","  -","0.00"," 75","5368.00","  -"
"EYEMAC E/D                    10ML"," 96","5791.76","  -","0.00"," 22","1918.20"," 74","4464.48","  -"
"EYEMAC GB                     10ML","102","9784.94","  -","0.00"," 39","3909.02"," 63","6043.64","  -"
"EYENESS WIPES                 10S"," 11","671.17","  -","0.00","  -","0.00"," 11","671.17","  -"
"EYENESS WIPES                 20S"," 41","5003.26","  -","0.00","  -","0.00"," 41","5003.26","  -"
"LAURICA K                     10S"," 39","5439.11","  -","0.00","  -","0.00"," 39","5439.11","  -"
"","","","","","","","","",""
"TOTAL","5647","494884.50","5198","290341.86","4968","351035.40","5877","476436.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"MAXIM E/D                     5ML"," 50","4796.54"," 75","5914.50"," 97","9200.10"," 28","2686.06","  -"
"MAXIM GEL                     5ML"," 59","5992.82","  -","0.00","  -","0.00"," 59","5992.82","  -"
"MAXIM L                       5ML","152","13810.72","  -","0.00","  -","0.00","152","13810.7","  -"
"MAXIM-D                       5ML","168","15660.00","  -","0.00"," 39","4311.42","129","12024.6","  -"
"PREDINA E/D                   10ML"," 50","1848.00","  -","0.00","  -","0.00"," 50","1848.00","  -"
"VCOLUX                        10'S"," 51","5649.23","150","14400.00"," 75","8640.00","126","13956.9","  -"
"VCOLUX C TAB                  10S","168","14488.32"," 75","5613.50","  -","0.00","243","20956.3","  -"
" TOTAL","1909","240429.49","474","53989.15","618","93571.91","1765","209721.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  7","2310.00","  7","2485.00","  -","0.00","  -"
" TOTAL","  0","0.00","  7","2310.00","  7","2485.00","  0","0.00","  0"
"","","","","","","","","",""
"KALPAS INDUSTRIES","","","","","","","","",""
"SANITIZER                     5L","  -","0.00","  1","460.00","  1","550.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","460.00","  1","550.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MADHU INSTRUMENTS PVT. LTD.","","","","","","","","",""
"FLURESCIEN STRIPS             1BOX","  6","1380.00","  -","0.00","  5","1100.00","  1","230.00","  -"
" TOTAL","  6","1380.00","  0","0.00","  5","1100.00","  1","230.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","850","1232.50","200","400.00","300","720.00","750","1087.50","100"
