itemdescri,qty,value,e,f,g,h,i,j,k
"RHINOFIT-F                    6GMS","  6","1221.45","  -","0.00","  -","0.00","  6","1221.45","  -"
"TINNITOD CAP                  10S"," 53","10080.09","  -","0.00"," 30","5676.90"," 23","4374.38","  -"
"WAXONIL ACTIV                 10ML"," 48","3681.12","  -","0.00","  -","0.00"," 48","3681.12","  -"
"WAXONIL KID                   10ML"," 58","3212.19","  -","0.00"," 20","1344.00"," 38","2104.54","  1"
" TOTAL","597","50817.21","430","35527.89","538","52518.57","489","38132.8","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 25","1671.59","200","12172.61","200","13524.68"," 25","1671.59"," 15"
"4QUIN E/O                     5GM"," 50","2628.93","  -","0.00","  -","0.00"," 50","2628.93","  -"
"4QUIN KT E/D                  5ML"," 20","1280.44","  -","0.00","  -","0.00"," 20","1280.44"," 19"
"4QUIN-D                       5ML"," 16","685.79"," 50","2472.59","  -","0.00"," 66","2828.90","  -"
"CYCLOTEARS E/D                3ML"," 13","1988.49","  -","0.00"," 13","2224.11","  -","0.00","  -"
"ENTODASE                      10","  2","2456.36","  -","0.00","  1","1364.64","  1","1228.18","  -"
"EYECIRQUE PRO                 1S","  7","1844.37","  -","0.00","  5","1577.95","  2","526.96","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"","","","","","","","","",""
"TOTAL","3666","238521.08","4850","252575.41","4578","288343.31","3938","237570.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"I-BORIC                       10ML"," 37","2040.04","  -","0.00","  2","140.65"," 35","1929.77","  4"
"I-DEW DS                      10ML"," 67","6357.12"," 70","5692.61"," 66","5396.03"," 71","6736.65","  -"
"I-DEW MEGA CAP                10S","  -","0.00"," 24","2893.03"," 12","1574.96"," 12","1446.51","  -"
"I-DEW OINT                    5GM","  -","0.00"," 66","4998.00","  -","0.00"," 66","4998.00","  -"
"I-DEW SOOTH                   5ML"," 15","1170.30","  -","0.00","  4","390.28"," 11","858.22","  1"
"KLS DROPS                     5ML"," 24","1109.60","  -","0.00","  -","0.00"," 24","1109.60","  -"
"LOCTEARS FUSION               10ML"," 18","1707.75","  -","0.00","  3","415.10"," 15","1423.13","  -"
"NEPATOP FREE                  5ML"," 14","1837.50","  -","0.00","  -","0.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 20","747.83","  -","0.00","  -","0.00"," 20","747.83","  -"
"OPTIHIST-CROMZ                5ML","  7","354.38","  -","0.00","  -","0.00","  7","354.38","  4"
"OPTIHIST-PLUS                 5ML"," 77","4725.00","234","10490.98","151","7391.84","160","9818.18","  -"
"OPTITHROCIN OINT              5GM"," 14","930.02","245","16635.11"," 88","7147.75","171","11359.5","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 14","5437.92"," 12","4660.70"," 14","7250.04"," 12","4661.07","  -"
"PREDPLUS                      10ML","  -","0.00"," 25","1069.50","  -","0.00"," 25","1069.50","  -"
" TOTAL","468","41936.47","926","61085.13","559","48398.03","835","61477.9","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","  1","131.42","  -","0.00","  -","0.00","  1","131.42","  -"
" TOTAL","  1","131.42","  0","0.00","  0","0.00","  1","131.42","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  3","564.00","  1","198.00","  2","376.00","  -"
" TOTAL","  0","0.00","  3","564.00","  1","198.00","  2","376.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 60","5176.20","  -","0.00","  -","0.00"," 60","5176.20","  -"
"HICOOL E/D                    5ML"," 44","2951.20","  8","0.00"," 24","1497.00"," 28","1878.04","  -"
"HICOOL EXCEL                  10ML"," 40","8775.20","  -","0.00","  -","0.00"," 40","8775.20","  -"
"HICOOL PF GEL                 5GM"," 30","3645.00"," 90","8505.00"," 65","6750.00"," 55","6682.50","  -"
"HIMYCIN E/O                   5GM"," 75","5265.00","176","9828.00"," 75","4260.20","176","12355.2","  -"
"HIOXY TAB                     10S"," 55","4132.50","  -","0.00"," 46","3673.20","  9","676.23","  -"
"IOMIDE                        10'S","  -","0.00"," 64","1397.00"," 49","1065.01"," 15","419.10","  -"
"MAXDIL PLUS                   5ML"," 40","1960.40","  -","0.00","  -","0.00"," 40","1960.40","  -"
"OCULATE                       5ML","  5","193.20"," 20","772.80","  5","214.70"," 20","772.80"," 20"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ONEMOX-DM                     5ML","  9","546.75"," 26","1215.00","  -","0.00"," 35","2126.25","  -"
"ONEZINE 10MG                  10S","  -","0.00"," 30","1169.10","  -","0.00"," 30","1169.10","  -"
"OPTICHIL                      10ML"," 40","3294.00","  -","0.00"," 39","2745.00","  1","82.35","  -"
"ZOBRA E/D                     5ML","  -","0.00"," 20","1016.60","  -","0.00"," 20","1016.60","  -"
"ZOBRA OINT                    5GM"," 42","2119.74"," 20","1009.40"," 39","1538.40"," 23","1160.81","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","505","42230.09","454","24912.90","342","21743.51","617","48421.6","  0"
"","","","","","","","","",""
"TOTAL","4558","313508.24","5983","324492.24","5261","339991.47","5280","341057.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","144","16378.34","  -","0.00"," 69","8214.50"," 75","8530.39","  -"
"ALFABET PF E/D                10ML"," 26","6660.00"," 52","13320.00"," 26","7400.00"," 52","13320.0","  -"
"AQUIM                         5ML","182","16536.52","  -","0.00","  3","440.66","179","16263.9","  -"
"AQUIM GEL                     10GM","152","27295.14","  -","0.00","  -","0.00","152","27295.1","  -"
"AQUIM LID WIPES               10S"," 38","3338.83","  -","0.00","  -","0.00"," 38","3338.83","  2"
"AQUIM LID WIPES               20S"," 46","8420.30","  -","0.00"," 13","2391.89"," 33","6040.65","  -"
"AQUIM PF                      10ML"," 11","3209.38"," 26","7585.80"," 14","5347.94"," 23","6710.51","  -"
"AQUIM T E/D                   5ML"," 50","6131.93"," 39","4782.90","  1","171.83"," 88","10792.1","  -"
"AWARENE PF                    5ML"," 39","12246.30"," 26","8164.20"," 29","10214.40"," 36","11304.2","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML"," 49","3507.09","150","10736.00","123","9586.14"," 76","5439.57","  1"
"EYEMAC E/D                    10ML"," 52","3137.20"," 65","4564.50"," 48","4057.20"," 69","4162.83","  -"
"EYEMAC GB                     10ML"," 63","6043.64","  -","0.00"," 26","2617.01"," 37","3549.44","  -"
"EYENESS E/D                   5ML"," 45","1537.20","  -","0.00"," 45","1585.80","  -","0.00","  -"
"EYENESS WIPES                 10S","  -","0.00"," 13","793.20"," 13","881.40","  -","0.00","  -"
"EYENESS WIPES                 20S","  -","0.00"," 65","7932.00","  -","0.00"," 65","7932.00","  -"
"LAURICA K                     10S"," 39","5439.11","  -","0.00","  -","0.00"," 39","5439.11","  -"
"MAXIM E/D                     5ML"," 63","6043.64"," 75","6235.50"," 75","6842.82"," 63","6043.64","  -"
"MAXIM GEL                     5ML","132","13407.68","300","30472.00","127","15066.81","305","30979.8","  -"
"MAXIM L                       5ML","150","13629.00","300","27258.00","223","22263.24","227","20625.2","  -"
"MAXIM-D                       5ML","188","17524.29","150","13050.00","225","21605.00","113","10533.2","  -"
"PREDINA E/D                   10ML"," 50","1848.00","  -","0.00","  -","0.00"," 50","1848.00","  -"
"VCOLUX                        10'S"," 50","5538.46"," 90","8640.00"," 45","4800.00"," 95","10523.0","  -"
