itemdescri,qty,value,e,f,g,h,i,j,k
"ADD-LUBI                      10ML"," 12","900.00","-12","-891.00","  -","0.00","  -","0.00","  -"
"KOJIMAX GEL                   20GM"," 15","2494.80","  -","0.00","  -","0.00"," 15","2494.80"," 15"
"LUBI FRESH EYE MASK           1'S"," 12","1564.20","  -","0.00","  -","0.00"," 12","1564.20"," 12"
"LUBI WIPES ULTRA              20'S","  -","0.00"," 70","9999.00"," 60","9600.00"," 10","1428.43","  -"
" TOTAL"," 39","4959.00"," 86","13602.60"," 88","14580.00"," 37","5487.43","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"ATROP                         5ML","  -","0.00"," 30","474.60"," 30","494.40","  -","0.00","  -"
"AUROCAINE                     5ML"," 20","736.80","  -","0.00"," 20","916.80","  -","0.00","  -"
"AURODONE                      5ML","  -","0.00"," 50","1305.00"," 10","316.00"," 40","1044.00","  -"
"AUROMIDE                      5ML","  1","34.25"," 66","2261.10"," 33","1485.00"," 34","1164.65","  1"
"AUROMIDE PLUS                 5ML"," 23","1061.97","  -","0.00","  -","0.00"," 23","1061.97"," 23"
"AUROPENT                      5ML","  -","0.00"," 44","1697.20"," 22","1161.60"," 22","848.60","  -"
"AUROTIM                       5ML","  -","0.00"," 36","1443.00","  -","0.00"," 36","1443.00","  -"
"LID CLEAN                     50ML","  5","630.50","  -","0.00","  -","0.00","  5","630.50","  5"
"PILO                          5ML"," 20","780.00"," 20","779.40"," 20","909.60"," 20","780.00","  -"
"VOZOLE E/D                    30MG"," 15","3814.20","  -","0.00","  9","2799.76","  6","1525.68","  -"
" TOTAL"," 84","7057.73","246","7960.30","144","8083.16","186","8498.40","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
" TOTAL","  4","289.30","  0","0.00","  0","0.00","  4","289.30","  0"
"","","","","","","","","",""
"BECTON DICKINSON & COMPANY","","","","","","","","",""
"BD EMERALD 3ML                1'S","  -","0.00","100","335.00","100","370.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","335.00","100","370.00","  0","0.00","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML"," 67","5599.14","  -","0.00","  -","0.00"," 67","5599.14"," 67"
"GLUKOGEGSIC CAP               10'S"," 80","12984.54","  -","0.00","  -","0.00"," 80","12984.5"," 20"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 33","9211.95","120","33498.00"," 73","23579.21"," 80","22332.0","  -"
" TOTAL","300","36023.92","120","33498.00"," 73","23579.21","347","49143.9","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  -","0.00"," 20","505.00"," 20","560.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 20","505.00"," 20","560.00","  0","0.00","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 20","126.00","  -","0.00"," 20","126.00","  -"
" TOTAL","  0","0.00"," 20","126.00","  0","0.00"," 20","126.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"","","","","","","","","",""
"TOTAL","2043","167075.55","1079","92473.68","1003","89544.83","2119","182481.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"CONTASOL BSS(PP)              250ML"," 24","1567.44","  -","0.00","  -","0.00"," 24","1567.44"," 24"
"FLUO STRIPS                   100S"," 31","4588.00","  -","0.00","  1","170.00"," 30","4440.00","  -"
" TOTAL","335","6759.74","  0","0.00","  1","170.00","334","6611.74","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","270.00"," 10","300.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00","  1","112.00","  1","120.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 11","382.00"," 11","420.00","  0","0.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","  -","0.00","400","716.00","200","390.00","200","358.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00","  1","70.00","  1","75.00","  -","0.00","  -"
" TOTAL","  0","0.00","401","786.00","201","465.00","200","358.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"AB-PRESS PF                   10ML","  -","0.00"," 12","2812.72","  -","0.00"," 12","2596.05","  -"
"BLUETOD                       5*1ML","  -","0.00","  5","1339.40","  5","1785.70","  -","0.00","  -"
"BSSOL 500                     1S","  -","0.00"," 25","3348.39"," 10","1785.70"," 15","2009.03","  -"
"CYCLOFEZ                      5ML"," 24","1080.00"," 25","1125.00"," 17","843.00"," 32","1440.00","  7"
"ENTODASE                      10","  3","3684.54","  -","0.00","  -","0.00","  3","3684.54","  3"
"HOMACID                       5ML"," 33","728.71"," 50","1214.50"," 55","1438.80"," 28","618.30","  1"
"I-DEW LID WIPES               10'S","  -","0.00"," 78","6589.76"," 78","7321.80","  -","0.00","  -"
"PHENOCAINE PLUS               5AMP*1ML","  -","0.00"," 36","13983.22"," 24","12428.64"," 12","4661.07","  -"
"PRESS-DT                      10S"," 25","767.50","  -","0.00","  -","0.00"," 25","767.50"," 25"
"SMARTMEGA 500                 10'S"," 30","4450.44"," 30","4450.44"," 30","6428.70"," 30","4450.44","  -"
"T-1                           3ML","  4","682.33"," 24","5117.61","  2","551.52"," 26","4435.13","  4"
"TIMOL P                       10ML"," 28","1299.73"," 84","3574.48"," 44","2610.72"," 68","3156.48"," 23"
"TROMIDE-PLUS                  5ML"," 25","1446.50","  -","0.00","  -","0.00"," 25","1446.50"," 15"
" TOTAL","172","14139.74","369","43555.52","265","35194.58","276","29265.0","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"ADBROM                        5ML","111","8006.16","  -","0.00"," 70","5775.14"," 41","2957.23","  1"
"CATAGON                       10ML","119","6830.73","125","7175.14","141","10592.45","103","5912.31","  -"
"E-FLO DROPS                   5ML","  7","382.51"," 75","4305.09"," 33","2362.61"," 49","2677.60","  -"
"ENGATT E/D                    5ML"," 21","981.86","  -","0.00","  3","166.28"," 18","841.59"," 18"
"ENLUBE                        10ML","  9","791.76"," 25","2199.33"," 11","1439.20"," 23","2023.38","  7"
"ENLUBE FUSION E/D             5ML"," 55","4774.11"," 50","4340.10"," 53","6381.11"," 52","4513.70","  2"
"ENTRAK SOOTHE                 5GM"," 12","2038.84"," 30","5488.86"," 12","2590.04"," 30","5097.11","  -"
"FLUBI E/D                     5ML"," 26","1225.78","  -","0.00","  -","0.00"," 26","1225.78"," 26"
"FLUBICHLOR E/D                5ML"," 32","1848.19","  -","0.00","  -","0.00"," 32","1848.19","  6"
"FLUCOCID                      5ML"," 25","847.51","  -","0.00","  -","0.00"," 25","847.51"," 25"
"GANCIGEL                      5GM"," 17","1006.16","  -","0.00","  -","0.00"," 17","1006.16","  -"
"LACRYL SOOTHE                 10ML"," 22","1442.59","  -","0.00","  1","103.93"," 21","1377.02","  4"
"LACRYL ULTRA E/D              10ML"," 10","2405.33"," 12","2629.19"," 15","4282.77","  7","1683.73","  -"
"LACRYL-PF                     5GM"," 77","5520.31","100","6557.24","132","11022.10"," 45","3226.16","  -"
"LACRYL-PLUS                   10ML","  2","93.00","  -","0.00","  -","0.00","  2","93.00","  2"
"LOT OINTMENT                  5GM","164","12893.66","150","11792.99","164","13321.77","150","11792.9","  -"
"MACUSHIELD TAB                10S"," 11","958.49","  -","0.00","  3","414.30","  8","697.08","  5"
"MOTOGRAM E/D                  5ML"," 60","5508.00","  -","0.00"," 49","5145.00"," 11","1009.80","  -"
"MYATRO E/D                    5ML"," 50","6014.94","  -","0.00"," 12","1926.48"," 38","4571.35","  -"
"","","","","","","","","",""
"TOTAL","3110","251274.98","2427","181685.14","2180","191317.59","3357","271848.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"NATACIN                       5ML"," 32","2609.48"," 25","2038.66"," 20","1624.35"," 37","3017.22","  8"
"NEPAONCE                      3ML"," 12","2217.90","  -","0.00","  -","0.00"," 12","2217.90","  -"
"OMEFLOX OINT                  5GM"," 10","417.90","120","5014.80"," 65","2956.65"," 65","2716.35","  -"
"OMEFLOX-BM                    5GM"," 40","655.60","120","1966.80","100","1784.59"," 60","983.40","  -"
"OPTICOOL E/D                  10ML","100","6428.20","  -","0.00"," 12","994.50"," 88","5656.82","  -"
"SOLINE 5                      10ML","  8","472.22"," 50","2951.39"," 30","2049.78"," 28","1652.78","  -"
"SOLINE-6                      3GM"," 33","2683.15","100","8130.76"," 27","2994.67","106","8618.61","  3"
"TOBRACID OINT                 3GM","  -","0.00"," 20","1028.60","  5","279.99"," 15","771.45","  -"
"TREHATOD                      5ML","  3","343.01","  -","0.00","  -","0.00","  3","343.01","  -"
" TOTAL","1068","79397.42","1002","65618.95","958","78207.71","1112","79379.2","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 21","2809.15"," 65","8695.00"," 65","9177.95"," 21","2809.15"," 15"
"AZENATE NASAL SPRAY           9.8ML","  4","835.77","  -","0.00","  1","273.00","  3","626.83","  1"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 12","1480.73","  -","0.00","  -","0.00"," 12","1480.73","  -"
"ENTOMED PLUS CAP              10S","  -","0.00"," 12","514.30"," 12","571.40","  -","0.00","  -"
"FEXAGON PLUS TAB              10S"," 24","1720.80"," 60","4660.50"," 72","6131.35"," 12","860.40","  -"
"NASOLINE NASAL SPRAY          10ML","  -","0.00"," 25","709.85"," 25","793.92","  -","0.00","  -"
"ORINASE-A                     10ML","  6","181.52"," 30","907.58"," 33","1189.29","  3","90.76","  -"
"OTOBIOTIC                     5ML"," 33","2075.93","280","18968.17","154","11865.51","159","10002.2","  3"
"OTOBIOTIC PLUS                5ML","  2","70.61","  -","0.00","  -","0.00","  2","70.61","  2"
"OTOBIOTIC PLUS NEW            5ML"," 11","391.67"," 25","890.16"," 18","756.03"," 18","640.92","  3"
"OTOFUNGIN E/D                 10ML","  6","289.30","  -","0.00","  -","0.00","  6","289.30","  6"
"OTOFUNGIN-F                   5ML","  6","347.15","  -","0.00","  -","0.00","  6","347.15","  6"
"OTOGON EAR DROPS              10ML","  4","462.87"," 24","2777.20"," 24","3085.80","  4","462.87","  -"
"TINNITOD CAP                  10S"," 21","3423.15"," 69","12112.20"," 33","7429.61"," 57","9291.40","  -"
"WAXONIL ACTIV                 10ML"," 39","2578.73","  -","0.00","  8","641.89"," 31","2049.76","  -"
"WAXONIL O                     10ML"," 14","1342.48","  -","0.00","  8","887.35","  6","575.35","  3"
" TOTAL","203","18009.87","590","50234.96","453","42803.10","340","29597.4","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML","115","7689.29","  -","0.00","100","11143.00"," 15","1002.95","  -"
"4QUIN E/O                     5GM"," 57","3537.36","  -","0.00","  6","448.20"," 51","3165.01"," 49"
"4QUIN PFS 0.5ML               1S","  -","0.00"," 24","4005.32"," 24","4450.00","  -","0.00","  -"
"4QUIN-D                       5ML","  6","326.34"," 50","2832.99"," 25","1964.25"," 31","1686.09","  4"
"EYECIRQUE PRO                 1S"," 11","2656.78"," 12","2898.30","  2","624.74"," 21","5072.03","  9"
"EYETAMIN TOTAL CAP            10S","  -","0.00"," 30","4914.03"," 30","7098.30","  -","0.00","  -"
"HYLA PF                       10ML","  4","1216.49"," 12","3953.60","  8","3408.90","  8","2432.98","  -"
"I-BORIC                       10ML","  2","130.71"," 42","2745.05"," 35","2561.92","  9","588.20","  2"
"I-DEW DS                      10ML","145","12340.12","  -","0.00"," 52","7131.75"," 93","7914.70","  2"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  1","107.74","  -","0.00","  -"
"I-DEW SOOTH                   5ML"," 16","1159.21","  -","0.00","  -","0.00"," 16","1159.21","  6"
"LOCTEARS FUSION               10ML"," 87","7403.70"," 50","4255.21"," 85","11761.85"," 52","4425.20","  1"
"MONODEXA                      5ML","  5","276.91","  -","0.00","  -","0.00","  5","276.91","  5"
"NEPATOP FREE                  5ML","  -","0.00"," 25","3214.10"," 25","4375.00","  -","0.00","  -"
"OPTIHIST BANG                 5ML","  -","0.00"," 25","3510.82","  -","0.00"," 25","3510.82","  -"
"OPTIHIST-AZ E/D               5ML","  -","0.00"," 25","1347.45","  -","0.00"," 25","1347.45","  -"
"OPTIHIST-PLUS                 5ML"," 15","1008.14"," 25","1680.24"," 10","735.00"," 30","2016.29","  -"
"OPTITHROCIN OINT              5GM"," 30","1992.80","  -","0.00","-25","0.00"," 55","3653.47","  6"
" TOTAL","494","39804.51","320","35357.11","378","55810.65","436","38251.3","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"VICRYL 8-0 NW2348             1S","  5","3174.70","  -","0.00","  -","0.00","  5","3174.70","  5"
"","","","","","","","","",""
"TOTAL","4050","328091.53","3772","288408.22","3270","302615.87","4552","368849.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  5","3174.70","  0","0.00","  0","0.00","  5","3174.70","  0"
"","","","","","","","","",""
"EYEKENZ HEALTHCARE PVT LTD","","","","","","","","",""
"BRIMZEE-T                     5ML","  -","0.00","100","10724.69","  -","0.00","100","10724.6","  -"
"CLORO-H OINT                  5GM","  -","0.00"," 75","2893.00","  -","0.00"," 75","2893.00","  -"
"DORZEE                        5ML","  -","0.00","100","15032.12","  -","0.00","100","15032.1","  -"
"DORZEE-T                      5ML","  -","0.00","100","17185.50","  -","0.00","100","17185.5","  -"
"EPIFRESH                      10ML","  -","0.00","225","36160.50"," 50","6696.50","175","28124.8","  -"
"EPITEARS                      10ML","  -","0.00","225","13210.50","150","7339.50"," 75","4403.50","  -"
"EPITEARS-DS                   10ML","  -","0.00","225","17839.50","  -","0.00","225","17839.5","  -"
"EPIWET WIPES                  15'S","  -","0.00"," 84","8328.60","  -","0.00"," 84","8328.60","  -"
"FLORUS                        5ML","  -","0.00","150","7071.00","  -","0.00","150","7071.00","  -"
"GATIFIVE                      5ML","  -","0.00"," 75","4178.50","  -","0.00"," 75","4178.50","  -"
"HYLAMOIST                     10ML","  -","0.00","240","44228.80","  -","0.00","240","44228.8","  -"
"NAPHALUBE                     10ML","  -","0.00","150","5143.00","  -","0.00","150","5143.01","  -"
"NEPASURE                      5ML","  -","0.00","150","12536.00","  -","0.00","150","12536.0","  -"
"OXYROOTZ TAB                  10'S","  -","0.00","225","17389.50","120","7728.60","105","8115.10","  -"
"PATASOL-OD                    5ML","  -","0.00","150","11571.00","  -","0.00","150","11571.0","  -"
"STERLOT                       5ML","  -","0.00","150","8679.00","  -","0.00","150","8679.00","  -"
"TOBAMYN                       5ML","  -","0.00","225","9256.50","  -","0.00","225","9256.50","  -"
"TOBAMYN-F                     5ML","  -","0.00","150","9643.00","  -","0.00","150","9643.01","  -"
"TOPOMOX                       5ML","  -","0.00","225","13981.50","  -","0.00","225","13981.5","  -"
"TOPOMOX OINT                  5GM","  -","0.00"," 75","2732.00","  -","0.00"," 75","2732.00","  -"
"TOPOMOX-DX                    5ML","  -","0.00","150","10929.00","100","6071.50"," 50","3643.00","  -"
"TOPOMOX-LP                    5ML","  -","0.00","150","10607.00","  -","0.00","150","10607.0","  -"
"VASOMIG-10                    10'S","  -","0.00","1500","36570.00","  -","0.00","1500","36570.0","  -"
"VASOMIG-5                     10'S","  -","0.00","300","3726.00","  -","0.00","300","3726.00","  -"
"VITAKENZ SYR                  200ML","  -","0.00","300","19526.00","100","5423.50","200","13017.3","  -"
"VITAKENZ TAB                  10'S","  -","0.00","300","12204.00","  -","0.00","300","12204.0","  -"
" TOTAL","  0","0.00","5799","361346.21","520","33259.60","5279","321434.","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","210.00","  1","250.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","210.00","  1","250.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM","  2","97.88","  -","0.00","  -","0.00","  2","97.88","  2"
"HIBROM E/D                    5ML"," 44","2970.00","  -","0.00"," 44","3292.80","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","4176","337409.79","9572","649964.43","3835","339418.27","9913","696632.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"HICOOL E/D                    5ML","  -","0.00"," 94","5439.80"," 32","2049.50"," 62","3572.09","  -"
"HICOOL EXCEL                  10ML","  6","877.52"," 15","2193.80","  -","0.00"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM","  3","267.30"," 30","2673.00","  3","432.13"," 30","2673.00","  3"
"HIFLOX                        5ML"," 57","1666.16","  -","0.00","  -","0.00"," 57","1666.16"," 57"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40"," 28"
"HIMYCIN E/O                   5GM","  9","519.41"," 30","1539.00"," 22","6228.67"," 17","981.11","  -"
"IOMIDE                        10'S","  6","131.53","140","3101.00"," 70","1705.69"," 76","1666.03","  6"
"MAXDIL PLUS                   5ML"," 10","536.60","  -","0.00","  -","0.00"," 10","536.60"," 10"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
" TOTAL","177","8894.29","309","14946.60","171","13708.79","315","16092.0","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC DUO E/D               5ML","148","15730.43","225","23914.50"," 92","12918.82","281","29866.5","  1"
"ALFABET PF E/D                10ML"," 38","10410.24"," 13","3561.40"," 30","9299.19"," 21","5753.03","  6"
"AQUIM                         5ML"," 14","1380.03"," 75","7393.00","  3","479.72"," 86","8477.30"," 10"
"AQUIM GEL                     10GM"," 90","17550.00"," 75","14625.00"," 82","18138.25"," 83","16185.0","  6"
"AQUIM LID WIPES               10S","  -","0.00"," 13","1098.30","  -","0.00"," 13","1098.30","  -"
"AQUIM LID WIPES               20S","  8","1255.20","  -","0.00","  7","1671.88","  1","156.90","  1"
"AQUIM PF                      10ML"," 43","13502.33"," 65","20410.50"," 53","23603.80"," 55","17270.4","  -"
"AQUIM T E/D                   5ML"," 94","10716.00","150","17100.00","  6","1113.40","238","27132.0"," 17"
"AWARENE PF                    5ML"," 26","8742.80"," 13","4371.40"," 23","9500.50"," 16","5380.18","  -"
"AWARENE T PF                  5ML","  6","2243.55","  -","0.00","  2","967.23","  4","1495.70","  4"
"CANDOR PF                     10ML","  3","968.75"," 13","4197.90","  3","1371.30"," 13","4197.90","  -"
"DORBET PF                     10ML","  2","681.43"," 13","4429.30","  2","954.76"," 13","4429.30","  -"
"ERPETOL E/D                   5ML"," 31","2505.24","  -","0.00","  -","0.00"," 31","2505.24"," 27"
"EYEMAC E/D                    10ML"," 70","4742.23","130","8807.00"," 70","5376.43","130","8807.01","  -"
"EYEMAC GEL                    10ML"," 20","1938.46","  -","0.00","  -","0.00"," 20","1938.46"," 20"
"EYENESS WIPES                 10S","  -","0.00"," 39","2379.60","  -","0.00"," 39","2379.60","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  3","637.83"," 11","1534.11","  8"
