itemdescri,qty,value,e,f,g,h,i,j,k
"MOXIFUR-LP                    5ML"," 24","1540.20","  -","0.00","  -","0.00"," 24","1540.20"," 24"
"MYOPED                        5ML"," 27","3162.83","  -","0.00","  -","0.00"," 27","3162.83","  -"
"RHEX-ID 1ML                   1ML","110","5798.00","110","5798.00","220","14174.60","  -","0.00","  -"
"SUPRACOAT PLUS                1ML","  3","2970.00","  -","0.00","  1","1150.00","  2","1980.00","  -"
" TOTAL","988","53955.54","451","22882.20","858","56917.88","581","28673.8","  0"
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"","","","","","","","","",""
"TOTAL","1203","79058.14","513","29690.78","922","63104.07","794","54675.6","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"MOXAP-LP                      5ML"," 36","3166.02","  -","0.00","  -","0.00"," 36","3166.02","  -"
"NEPAFLO E/D                   5ML"," 60","5445.00","  -","0.00"," 60","5537.00","  -","0.00","  -"
" TOTAL","108","9511.02","  0","0.00"," 60","5537.00"," 48","4066.02","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AURO CMC                      10ML"," 36","2250.00","  -","0.00","  -","0.00"," 36","2250.00","  -"
"AUROFLUR                      5ML"," 26","812.38","  -","0.00","  -","0.00"," 26","812.38","  -"
"AUROPENT                      5ML","  -","0.00"," 20","750.00"," 20","880.00","  -","0.00","  -"
"HYLUBE"," 11","1406.20","  -","0.00","  -","0.00"," 11","1406.20","  -"
"LID CLEAN                     50ML"," 30","3375.00","  -","0.00","  -","0.00"," 30","3375.00","  -"
"LOBONATE E/D                  5ML"," 11","892.80","  -","0.00","  -","0.00"," 11","892.80","  -"
"MFLOX                         5ML"," 11","460.28","  -","0.00","  -","0.00"," 11","460.28","  -"
"NPACT E/D                     5ML"," 11","1116.00","  -","0.00","  -","0.00"," 11","1116.00","  -"
"PILO                          5ML","  1","39.33","  -","0.00","  -","0.00","  1","39.33","  -"
"VOZOLE E/D                    30MG","  5","1125.00"," 20","4500.00"," 17","4660.32","  8","1800.00","  1"
"VOZOLE PF                     1MG","  3","450.00","  -","0.00","  -","0.00","  3","450.00","  -"
" TOTAL","145","11926.99"," 40","5250.00"," 37","5540.32","148","12601.9","  0"
"","","","","","","","","",""
"BARODA SURGICAL BIOMEDS","","","","","","","","",""
"FORMALIN TAB                  100S","  -","0.00","  6","498.00","  6","567.00","  -","0.00","  -"
" TOTAL","  0","0.00","  6","498.00","  6","567.00","  0","0.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","23.50"," 15","350.00"," 15","500.00","  1","23.50","  1"
" TOTAL","  1","23.50"," 15","350.00"," 15","500.00","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 50","315.00"," 50","337.50","  -","0.00","  -"
" TOTAL","  0","0.00"," 50","315.00"," 50","337.50","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CARELUB                       10ML","131","9032.45","  -","0.00","  -","0.00","131","9032.45","  -"
"CARELUB-DS                    10ML"," 34","2344.30","  -","0.00","  1","88.20"," 33","2275.35","  -"
"CONTACAINE SOL                5ML"," 24","802.32","  -","0.00","  -","0.00"," 24","802.32"," 10"
"CONTASOL BSS(PP)              250ML"," 48","2851.20","  -","0.00","  -","0.00"," 48","2851.20","  -"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUORESCEIN INJ 2ML           12S","  1","495.00","  -","0.00","  -","0.00","  1","495.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"VISCOLON VAILS                5ML"," 35","1562.65","  -","0.00","  -","0.00"," 35","1562.65","  -"
" TOTAL","659","25727.66","  0","0.00","  1","88.20","658","25658.7","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"","","","","","","","","",""
"TOTAL","2154","127639.19","624","36103.78","1091","75674.09","1687","98417.7","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","240.00"," 10","270.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00"," 56","1503.60"," 56","1568.00","  -","0.00","  -"
"ST WATER 10ML                 50","  1","107.00","  2","196.00","  2","210.00","  1","107.00","  -"
" TOTAL","  1","107.00"," 68","1939.60"," 68","2048.00","  1","107.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  2","44.00","  -","0.00","  -","0.00","  2","44.00","  -"
" TOTAL","  2","44.00","  0","0.00","  0","0.00","  2","44.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.BUFFANT CAP BL             1'S","  -","0.00","200","320.00","200","360.00","  -","0.00","  -"
"DI.DRAPE 60*60                1S"," 40","800.00","  -","0.00"," 20","480.00"," 20","400.00","  -"
"DI.EYE DRAPE 50*40            20S"," 20","360.00","250","4500.00","120","2760.00","150","2700.00","  -"
"DI.EYE PAD 6*6                1S","  -","0.00"," 50","500.00","  -","0.00"," 50","500.00","  -"
"DI.SHOE COVER                 1S","  -","0.00","200","320.00","200","350.00","  -","0.00","  -"
" TOTAL"," 60","1160.00","700","5640.00","540","3950.00","220","3600.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","  -","0.00","1100","1925.00","1000","1870.00","100","175.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  1","68.00","  1","75.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00"," 12","816.00"," 12","900.00","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","100","235.00","200","470.00","200","490.00","100","235.00","  -"
" TOTAL","100","235.00","1313","3279.00","1213","3335.00","200","410.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
" TOTAL","  1","175.00","  0","0.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 12","2812.73","  -","0.00","  6","1531.25","  6","1406.36","  -"
"ABPRESS                       5ML","  -","0.00"," 39","5785.80"," 25","4464.50"," 14","2022.94","  -"
"ADBROM                        5ML"," 72","4975.81","140","9675.00","132","10113.60"," 80","5528.68","  -"
"CATAGON                       10ML"," 48","2589.99","112","6043.20"," 94","6086.61"," 66","3561.24","  -"
"CYCLOFEZ                      5ML"," 21","877.59"," 50","2089.50"," 24","1105.96"," 47","1964.13","  -"
"E-FLO DROPS                   5ML"," 45","2438.41","  -","0.00"," 42","2641.58","  3","162.56","  -"
"ENGATT E/D                    5ML"," 72","3366.36"," 70","2362.50"," 70","2572.50"," 72","3366.36","  3"
"ENLUBE                        10ML","152","11375.82","  -","0.00"," 47","4047.45","105","7858.29","  -"
"ENLUBE FUSION E/D             5ML"," 31","2714.78","  -","0.00","  -","0.00"," 31","2714.78","  -"
"ENTRAK SOOTHE                 5GM"," 19","3562.79"," 24","4500.00"," 14","2940.00"," 29","5437.94","  -"
"FLUBI E/D                     5ML"," 11","519.41","  -","0.00"," 11","518.47","  -","0.00","  -"
"FLUBICHLOR E/D                5ML"," 15","737.25","  -","0.00","  -","0.00"," 15","737.25","  -"
"FLUCOCID                      5ML"," 13","447.07","140","3439.00","113","3033.11"," 40","1375.60","  -"
"FLUNATOD 10                   10S","143","3453.45","  -","0.00"," 87","2535.75"," 56","1352.40","  -"
"","","","","","","","","",""
"TOTAL","2973","169309.42","3280","80857.38","3577","126597.87","2676","140320.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"GANCIGEL                      5GM"," 25","2071.63","  -","0.00"," 18","1532.61","  7","580.06","  -"
"HOMACID                       5ML"," 93","2122.26","250","6347.50","284","7756.28"," 59","1346.38","  -"
"LACRYL HYDRATE                10ML"," 12","3220.70","  -","0.00","  -","0.00"," 12","3220.70","  -"
"LACRYL SOOTHE                 10ML"," 54","3483.84","  -","0.00","  6","491.76"," 48","3096.75","  -"
"LACRYL ULTRA E/D              10ML"," 12","2629.51"," 24","5258.60","  7","1995.32"," 29","6354.65","  -"
"LACRYL-PF                     5GM","134","8786.70"," 65","4452.00","160","12819.34"," 39","2557.32","  -"
"LACRYL-PLUS                   10ML"," 22","931.15","  -","0.00","  -","0.00"," 22","931.15"," 12"
"LOT OINTMENT                  5GM"," 11","764.53","300","18642.00","304","22371.12","  7","486.52","  -"
"LOT-LS                        5ML"," 18","1109.04","  -","0.00","  -","0.00"," 18","1109.04","  -"
"MACUSHIELD TAB                10S"," 15","1194.93","  -","0.00","  3","382.70"," 12","955.94","  -"
"MOTOGRAM E/D                  5ML"," 10","1050.08","  -","0.00","  -","0.00"," 10","1050.08","  -"
"MYATRO E/D                    5ML"," 37","4586.11","  -","0.00"," 27","3988.95"," 10","1239.49","  -"
"NATACIN                       5ML"," 73","6136.03"," 70","4623.00"," 72","5401.97"," 71","5967.92","  -"
"NEPAONCE                      3ML","  -","0.00"," 30","4676.75"," 30","5092.57","  -","0.00","  -"
"OMEFLOX E/D                   5ML"," 21","633.37","  -","0.00","  3","128.10"," 18","542.89","  -"
"OMEFLOX OINT                  5GM","  -","0.00","130","3954.00","125","4608.26","  5","197.70","  -"
"OPTICOOL E/D                  10ML"," 48","2622.91"," 70","3503.50"," 40","2670.60"," 78","4262.23","  -"
"PRESS-DT                      10S"," 15","414.00"," 50","1380.00"," 50","1500.00"," 15","414.00","  -"
"RHOPRESS E/D                  2.5ML","  -","0.00"," 12","2796.40","  6","1522.48","  6","1398.20","  -"
"SOLINE 5                      10ML"," 75","4032.32","170","6374.85","165","7344.10"," 80","4301.14","  -"
"SOLINE-6                      3GM"," 46","3867.03","130","9964.00","153","13815.08"," 23","1933.51","  -"
"T-1                           3ML"," 29","4508.76","  -","0.00","  -","0.00"," 29","4508.76","  -"
"TIMOL P                       10ML","116","5282.64","  -","0.00","108","4247.71","  8","364.32","  -"
"TOBRACID E/D                  5ML"," 18","882.54","  -","0.00","  1","53.39"," 17","833.51","  -"
"TOBRACID-F                    5ML"," 20","1334.11","  -","0.00","  -","0.00"," 20","1334.11","  -"
"TROMIDE-PLUS                  5ML"," 39","1723.94"," 30","1326.00"," 38","2038.97"," 31","1370.31","  -"
" TOTAL","1597","103259.57","1906","107193.60","2265","141352.09","1238","87845.2","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 45","6870.92"," 60","9160.13"," 65","10982.60"," 40","6107.49","  -"
"AUDIOVIT-Z                    10C"," 30","4741.38","  -","0.00"," 24","4214.20","  6","948.28","  -"
"AZENATE NASAL SPRAY           9.8ML"," 25","4808.51","  -","0.00","  6","1256.51"," 19","3654.47","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 34","4280.32","  -","0.00","  -","0.00"," 34","4280.32","  -"
"ENTOMED PLUS CAP              10S"," 14","502.48","  -","0.00","  -","0.00"," 14","502.48","  -"
"FEXAGON PLUS TAB              10S"," 36","2555.61","  -","0.00"," 12","987.39"," 24","1703.74","  -"
"MEFENTOD-P SYP                60ML","  6","161.21","  -","0.00","  -","0.00","  6","161.21","  -"
"MOMFIT NASAL SPRAY            10ML"," 12","1575.00","  -","0.00","  -","0.00"," 12","1575.00","  -"
"NASOLINE NASAL SPRAY          10ML"," 18","467.74","  -","0.00","  3","100.80"," 15","389.78","  4"
"ORINASE-A                     10ML"," 30","1052.33","  -","0.00","  -","0.00"," 30","1052.33","  -"
"OTOBIOTIC                     5ML","133","8907.28"," 75","4620.44","149","10058.05"," 59","3951.35","  -"
"OTOBIOTIC PLUS                5ML","  3","105.91","  -","0.00","  3","136.98","  -","0.00","  -"
"OTOBIOTIC PLUS NEW            5ML"," 24","925.80","  -","0.00","  6","230.64"," 18","694.35","  -"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"OTOGON EAR DROPS              10ML"," 16","1534.39","  -","0.00","  -","0.00"," 16","1534.39","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"RHINOFIT-F                    6GMS","  6","1221.45","  -","0.00","  -","0.00","  6","1221.45","  -"
"TINNITOD CAP                  10S"," 42","7987.99"," 30","5213.29"," 66","12558.69","  6","1141.14","  -"
"WAXONIL ACTIV                 10ML"," 69","5291.61","  -","0.00","  -","0.00"," 69","5291.61","  -"
"WAXONIL KID                   10ML"," 61","3378.33","  -","0.00","  -","0.00"," 61","3378.33","  1"
" TOTAL","674","59134.45","165","18993.86","334","40525.86","505","40353.9","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 25","1671.59","150","9129.46","150","10143.51"," 25","1671.59","  -"
"4QUIN E/O                     5GM"," 52","2734.09","  -","0.00","  2","160.31"," 50","2628.93","  -"
"4QUIN KT E/D                  5ML"," 23","1472.50","  -","0.00","  3","250.96"," 20","1280.44"," 19"
"","","","","","","","","",""
"TOTAL","4690","297710.16","4926","182279.30","5666","277439.82","3950","236611.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"4QUIN-BROM                    5ML"," 10","756.44"," 50","3782.19"," 60","4966.84","  -","0.00","  -"
"4QUIN-D                       5ML"," 16","685.79"," 65","3214.50","  -","0.00"," 81","3471.83","  -"
"CYCLOTEARS E/D                3ML","  -","0.00"," 56","8351.60"," 42","6672.33"," 14","2141.45","  -"
"EYECIRQUE PRO                 1S","  7","1844.37","  -","0.00","  -","0.00","  7","1844.37","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"I-BORIC                       10ML"," 11","606.50","  -","0.00","  3","213.15","  8","441.09","  4"
"I-DEW DS                      10ML"," 70","6641.77","140","10298.00","121","9760.04"," 89","8444.53","  -"
"I-DEW SOOTH                   5ML"," 27","2106.54","  -","0.00","  1","97.57"," 26","2028.52","  1"
"KLS DROPS                     5ML"," 27","1248.30","  -","0.00","  -","0.00"," 27","1248.30","  -"
"LOCTEARS FUSION               10ML"," 20","1897.50","  -","0.00","  -","0.00"," 20","1897.50","  -"
"NEPATOP FREE                  5ML"," 14","1837.50","  -","0.00","  -","0.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 22","822.62","  -","0.00","  2","96.73"," 20","747.83","  -"
"OPTIHIST-CROMZ                5ML","  7","354.38","  -","0.00","  -","0.00","  7","354.38","  4"
"OPTIHIST-PLUS                 5ML","147","9020.45","140","6171.00","151","7591.38","136","8345.45","  -"
"OPTITHROCIN OINT              5GM"," 29","1926.47"," 65","4596.50"," 60","5107.00"," 34","2258.62","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 16","6214.76"," 12","4660.70"," 26","13464.36","  2","776.85","  -"
" TOTAL","551","44804.60","678","50203.95","621","58524.18","608","44382.2","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"VICRYL 8-0 NW2348             1S","  -","0.00","  1","570.35","  1","680.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","570.35","  1","680.00","  0","0.00","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML"," 60","7885.19"," 60","7885.19","119","19040.00","  1","131.42","  -"
" TOTAL"," 60","7885.19"," 60","7885.19","119","19040.00","  1","131.42","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","188.00","  1","198.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","188.00","  1","198.00","  0","0.00","  0"
"","","","","","","","","",""
"GERMAN REMEDIES","","","","","","","","",""
"CADIDINE                      500ML","  -","0.00","  1","120.00","  1","130.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","120.00","  1","130.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 44","3795.88"," 16","0.00","  -","0.00"," 60","5176.20","  -"
"HICOOL E/D                    5ML"," 40","2682.91","  1","0.00"," 12","686.30"," 29","1945.11","  -"
"HICOOL EXCEL                  10ML"," 50","10969.00"," 10","0.00"," 15","2182.46"," 45","9872.10","  -"
"HICOOL PF GEL                 5GM"," 66","8019.00"," 45","3645.00"," 65","6606.00"," 46","5589.00","  -"
"","","","","","","","","",""
"TOTAL","5500","377354.37","5589","235762.33","6346","354931.98","4743","305492.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"HIMYCIN E/O                   5GM"," 44","3088.80"," 31","0.00","  -","0.00"," 75","5265.00","  -"
"HITOP E/D                     5ML"," 20","789.80","-20","-789.80","  -","0.00","  -","0.00","  -"
"IOMIDE                        10'S","  6","167.64"," 10","279.40","  -","0.00"," 16","447.04","  -"
"MAXDIL PLUS                   5ML","  -","0.00"," 10","490.10","  -","0.00"," 10","490.10","  -"
"OCULATE                       5ML","  -","0.00"," 30","1159.20","  -","0.00"," 30","1159.20","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ONEMOX-DM                     5ML","  -","0.00"," 60","3645.00","  -","0.00"," 60","3645.00","  -"
"ONEZINE 10MG                  10S","  -","0.00"," 30","1169.10","  -","0.00"," 30","1169.10","  -"
"ZOBRA E/D                     5ML"," 40","2033.20","-40","-2033.20","  -","0.00","  -","0.00","  -"
"ZOBRA OINT                    5GM"," 42","2119.74","  -","0.00","  -","0.00"," 42","2119.74","  -"
"ZOBRA-F                       5ML","  -","0.00"," 30","2349.00","  -","0.00"," 30","2349.00","  -"
" TOTAL","392","35879.37","213","9913.80"," 92","9474.76","513","41439.9","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 40","4549.54"," 65","7393.00"," 65","8214.50"," 40","4549.54","  -"
"ALFABET PF E/D                10ML"," 13","3330.00"," 26","6660.00"," 13","3325.04"," 26","6660.00","  -"
"AQUIM                         5ML"," 60","5451.60","169","17717.70","156","17914.40"," 73","6632.78","  -"
"AQUIM GEL                     10GM"," 88","15802.45"," 75","13468.00"," 50","14060.28","113","20291.7","  -"
"AQUIM LID WIPES               10S"," 77","6765.53","  -","0.00"," 25","2558.97"," 52","4568.93","  2"
"AQUIM LID WIPES               20S"," 87","15925.35","  -","0.00","  -","0.00"," 87","15925.3","  -"
"AQUIM PF                      10ML"," 39","11378.70"," 65","18964.50"," 19","6978.88"," 85","24799.7","  -"
"AQUIM T E/D                   5ML","111","13612.87","  -","0.00"," 60","8489.50"," 51","6254.56","  -"
"AWARENE PF                    5ML"," 26","8164.20","  -","0.00"," 10","3986.88"," 16","5024.12","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","124","8875.09","140","10736.00","101","8231.01","163","11666.4","  -"
"EYEMAC E/D                    10ML"," 86","5188.45","  -","0.00","  -","0.00"," 86","5188.45","  -"
