itemdescri,qty,value,e,f,g,h,i,j,k
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  6","433.95","  -","0.00","  -","0.00","  6","433.95","  -"
"TAGAMOX-DX                    5ML"," 12","1023.44","  -","0.00"," 12","1296.42","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","1010","68179.49","736","44092.75","918","64334.28","828","57671.0","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL"," 18","1457.39","  0","0.00"," 12","1296.42","  6","433.95","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25"," 10","255.00","  -","0.00"," 11","277.75","  -"
" TOTAL","  1","25.25"," 10","255.00","  0","0.00"," 11","277.75","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  -"
"CONTASOL GLASS 500ML          1'S","  1","117.74","  -","0.00","  -","0.00","  1","117.74","  -"
"FLUO STRIPS                   100S"," 20","2960.00","  -","0.00"," 15","2550.00","  5","740.00","  -"
"MOCARE-LP                     5ML"," 12","827.40","  -","0.00","  -","0.00"," 12","827.40","  -"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56","  -"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
" TOTAL","366","8718.00","  0","0.00"," 15","2550.00","351","6498.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"ST WATER 10ML                 50","  -","0.00","  1","107.00","  -","0.00","  1","112.00","  -"
" TOTAL","  0","0.00","  1","107.00","  0","0.00","  1","112.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
" TOTAL"," 50","500.00","  0","0.00","  0","0.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","100","179.00","400","716.00","300","585.00","200","358.00","  -"
" TOTAL","100","179.00","400","716.00","300","585.00","200","358.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 21","945.00"," 25","1044.75"," 26","1196.96"," 20","900.00","  -"
"HOMACID                       5ML"," 54","1311.66"," 50","1085.50"," 37","864.23"," 67","1627.43","  -"
"","","","","","","","","",""
"TOTAL","1655","82277.06","1222","47301.00","1296","69530.47","1581","70362.8","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"PHENOCAINE PLUS               5AMP*1ML","  2","776.85"," 22","8544.93"," 22","10875.06","  2","776.85","  -"
"TIMOL P                       10ML"," 35","1624.65"," 75","3415.50"," 67","3252.64"," 43","1996.00","  -"
" TOTAL","112","4658.16","172","14090.68","152","16188.89","132","5300.27","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 10","2163.37","  -","0.00","  -","0.00"," 10","2163.37","  -"
"ADBROM                        5ML"," 11","777.65"," 75","4934.25"," 85","6844.52","  1","70.70","  -"
"CATAGON                       10ML"," 36","2066.44","100","5464.48","117","8275.13"," 19","1090.62","  -"
"E-FLO DROPS                   5ML"," 56","3214.47","  -","0.00"," 12","842.90"," 44","2525.65","  -"
"ENGATT E/D                    5ML"," 35","1636.43"," 50","2337.75"," 52","2239.89"," 33","1542.92","  -"
"ENLUBE                        10ML"," 33","2763.71","100","7484.08","111","9730.70"," 22","1842.47","  -"
"ENLUBE FUSION E/D             5ML"," 40","3472.08","100","7741.80"," 95","9568.20"," 45","3906.09","  -"
"ENMOX KT                      5ML","  -","0.00"," 25","1902.62"," 25","2748.25","  -","0.00","  -"
"ENTRAK SOOTHE                 5GM"," 19","3766.42","  -","0.00","  8","1710.00"," 11","2180.56","  -"
"FLUBI E/D                     5ML"," 30","1414.36","  -","0.00"," 13","678.67"," 17","801.47","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  -"
"FLUBIGAT                      5ML"," 13","849.66","  -","0.00"," 13","934.18","  -","0.00","  -"
"FLUCOCID                      5ML","  -","0.00"," 55","1797.67"," 28","748.92"," 27","915.31","  -"
"FLUNATOD 10                   10S","  -","0.00"," 10","331.20"," 10","360.00","  -","0.00","  -"
"GANCIGEL                      5GM"," 13","1077.16","100","6761.24"," 70","5524.00"," 43","3562.91","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 14","964.32","  -","0.00","  5","491.76","  9","619.92","  -"
"LACRYL ULTRA E/D              10ML"," 14","3006.16","  -","0.00","  9","2570.83","  5","1073.63","  -"
"LACRYL-PF                     5GM","100","6401.02"," 70","4821.60","137","12343.60"," 33","2112.34","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM"," 15","1155.54","300","20850.84","310","25155.76","  5","385.18","  -"
"MACUSHIELD TAB                10S","  -","0.00","170","13542.54","170","16916.89","  -","0.00","  -"
"MOTOGRAM E/D                  5ML","  9","809.80","  -","0.00","  -","0.00","  9","809.80","  -"
"MYATRO E/D                    5ML","  2","235.86","130","14675.99"," 89","11934.35"," 43","5070.91","  -"
"NATACIN                       5ML","  8","639.88"," 25","1819.11","  1","85.26"," 32","2559.53","  -"
"NEPAONCE                      3ML"," 18","2603.62","  -","0.00","  -","0.00"," 18","2603.62","  -"
"OMEFLOX E/D                   5ML","  6","180.96","  -","0.00","  2","85.40","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 50","2089.50","  -","0.00","  8","364.01"," 42","1755.18","  -"
"OMEFLOX-BM                    5GM"," 60","963.74","  -","0.00"," 50","892.29"," 10","160.62","  -"
"OPTICOOL E/D                  10ML"," 34","1960.63","100","5202.00"," 71","4087.36"," 63","3632.94","  -"
"PRESS-DT                      10S"," 20","614.00"," 30","828.00"," 35","1029.00"," 15","460.50","  -"
"SOLINE 5                      10ML"," 87","4587.96","155","8333.42","200","12084.07"," 42","2214.88","  -"
"SOLINE-6                      3GM","122","9919.53","  -","0.00"," 93","8830.38"," 29","2357.92","  -"
"T-1                           3ML","  5","971.67"," 12","2332.19"," 12","2539.28","  5","971.67","  -"
" TOTAL","891","62171.93","1607","111160.78","1831","149615.60","667","49377.3","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S","  3","434.75"," 60","9161.23"," 15","2634.20"," 48","6956.00","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 12","1480.73","  -","0.00","  -","0.00"," 12","1480.73","  -"
"FEXAGON PLUS TAB              10S"," 32","2485.60","  -","0.00"," 12","927.47"," 20","1553.50","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML"," 51","3454.92","135","9041.22","106","7783.39"," 80","5419.48","  -"
"OTOBIOTIC PLUS NEW            5ML"," 20","771.56"," 30","1157.34"," 20","866.09"," 30","1157.34","  -"
"TINNITOD CAP                  10S","  -","0.00","120","22822.82"," 48","10672.77"," 72","13420.9","  -"
"WAXONIL ACTIV                 10ML"," 18","1263.25"," 25","1754.52"," 18","1467.19"," 25","1754.52","  -"
"WAXONIL KID                   10ML"," 19","1046.92","  -","0.00"," 10","755.97","  9","495.91","  -"
" TOTAL","159","11051.30","370","43937.13","229","25107.08","300","32351.9","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 24","1604.72","  -","0.00"," 15","1441.90","  9","601.77","  -"
"","","","","","","","","",""
"TOTAL","2766","159506.50","3296","214359.34","3460","259822.75","2602","155466.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML"," 32","1582.46","  -","0.00"," 25","1785.75","  7","346.16","  -"
"EYECIRQUE PRO                 1S"," 15","3623.16","  -","0.00","  -","0.00"," 15","3623.16","  -"
"EYETAMIN GUMMIES              30S","  -","0.00"," 45","5930.70"," 45","6589.80","  -","0.00","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML"," 10","3294.93","  -","0.00","  1","413.64","  9","2965.44","  -"
"I-BORIC                       10ML"," 26","1331.23"," 70","3584.00"," 46","2887.75"," 50","2560.05","  2"
"I-DEW DS                      10ML"," 66","5616.88","  -","0.00"," 10","1210.26"," 56","4765.84","  -"
"I-DEW OINT                    5GM","  1","66.64"," 75","4998.00"," 75","5553.50","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 24","1738.82"," 25","1753.89"," 29","3078.46"," 20","1449.02","  -"
"LOCTEARS FUSION               10ML","  6","510.63"," 12","1138.50","  6","606.37"," 12","1021.25","  -"
"NEPATOP                       5ML","  -","0.00"," 25","3482.36"," 25","4642.75","  -","0.00","  -"
"OPTIHIST-CROMZ                5ML","  4","241.97","  -","0.00","  -","0.00","  4","241.97","  -"
"OPTIHIST-PLUS                 5ML","  4","245.45"," 25","1534.11"," 19","1396.50"," 10","613.64","  -"
"OPTITHROCIN OINT              5GM"," 27","1793.61","120","7971.60","119","10175.36"," 28","1860.04","  -"
"OPTIVIRAL OINT                5GM"," 32","1122.49","  -","0.00","  -","0.00"," 32","1122.49","  -"
" TOTAL","296","24717.90","397","30393.16","415","39782.04","278","23182.3","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  3","630.00","  -","0.00","  -","0.00","  3","630.00","  -"
" TOTAL","  3","630.00","  0","0.00","  0","0.00","  3","630.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 22","1076.65"," 13","636.20"," 12","706.90"," 23","1125.59","  2"
"HIBROM E/D                    5ML"," 38","2720.45"," 42","2835.00"," 28","2058.00"," 52","3722.73","  -"
"HICOOL E/D                    5ML"," 81","4687.20","120","6640.20"," 79","5046.69","122","7059.74","  -"
"HICOOL EXCEL                  10ML"," 25","3656.33"," 15","2193.80"," 19","3363.75"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 55","5296.74","  -","0.00"," 18","1728.00"," 37","3563.26","  -"
"HIGATI OINT                   5GM","  -","0.00"," 13","482.00","  -","0.00"," 13","482.00","  -"
"HIMYCIN E/O                   5GM","210","12057.47","318","16146.00","207","11528.40","321","18430.7","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  -","0.00","  9","545.40","  -"
"HITOP E/D                     5ML","  -","0.00"," 20","864.00","  -","0.00"," 20","864.00","  -"
"IOMIDE                        10'S"," 32","668.37","  -","0.00","  -","0.00"," 32","668.37","  -"
"MAXDIL PLUS                   5ML"," 40","2146.40","  -","0.00"," 10","522.72"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"ONEMOX OINT                   5GM","  -","0.00"," 13","473.90","  -","0.00"," 13","473.90","  -"
"OPTICHIL                      10ML"," 13","892.13","  -","0.00"," 13","1006.50","  -","0.00","  -"
"ZOBRA OINT                    5GM"," 23","1160.81","  -","0.00"," 13","560.80"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","593","37638.25","554","30271.10","399","26521.76","748","44851.8","  0"
"","","","","","","","","",""
"TOTAL","3714","227138.32","4247","275023.60","4259","324684.65","3702","229779.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","278","29547.70","  -","0.00"," 74","9660.24","204","21682.4","  -"
"ALFABET PF E/D                10ML"," 26","6173.09","  -","0.00","  -","0.00"," 26","6173.09","  -"
"AQUIM                         5ML","163","17215.13"," 75","6814.50","150","13629.00"," 88","9294.06"," 10"
"AQUIM GEL                     10GM","142","27690.00","  -","0.00","  2","580.62","140","27300.0","  1"
"AQUIM LID WIPES               10S","  2","168.97"," 26","2196.60"," 26","2440.60","  2","168.97","  -"
"AQUIM LID WIPES               20S"," 10","1569.00"," 65","10983.00"," 41","7800.48"," 34","5334.60","  -"
"AQUIM PF                      10ML"," 39","12246.30"," 39","11378.70"," 25","10299.75"," 53","16642.4","  -"
"AQUIM T E/D                   10ML"," 61","13996.68"," 65","14914.50"," 53","13582.00"," 73","16750.1","  -"
"AQUIM T E/D                   5ML"," 76","8664.00","150","15943.00"," 46","7050.17","180","20520.0","  -"
"AWARENE PF                    5ML"," 22","7397.75","  -","0.00","  3","1324.42"," 19","6388.97","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","651","44102.78","130","8807.00","262","19763.81","519","35160.2","  -"
"EYEMAC GB                     10ML","109","9062.26","  -","0.00","  -","0.00","109","9062.26","  -"
"EYEMAC GEL                    10ML"," 25","2423.08","  -","0.00","  -","0.00"," 25","2423.08","  8"
"EYENESS E/D                   5ML","105","3586.80","  -","0.00"," 45","1707.90"," 60","2049.60","  -"
"EYENESS WIPES                 20S"," 39","4759.20"," 65","7932.00","  -","0.00","104","12691.2","  -"
"LAURICA K                     10S"," 32","4462.86","  -","0.00","  -","0.00"," 32","4462.86"," 14"
"MAXIM E/D                     5ML"," 38","3452.68","130","12471.00"," 37","3461.48","131","11902.6","  -"
"MAXIM GEL                     5ML","196","20832.19","150","15236.00","196","20649.91","150","15943.0","  -"
"MAXIM L                       5ML","369","36373.55","  -","0.00"," 78","7860.73","291","28684.8","  -"
"MAXIM-D                       5ML","188","17806.10","150","13050.00","157","15197.45","181","17143.1","  -"
"PREDINA E/D                   10ML","  -","0.00","400","16328.00","136","6135.40","264","10776.4","  -"
"VCOLUX                        10'S","185","19339.90","150","14400.00","145","18328.00","190","19862.6","  -"
"VCOLUX C TAB                  10S","152","14221.12","150","12936.00","150","14373.00","152","14221.1","  -"
" TOTAL","3089","321448.30","1745","163390.30","1626","173844.96","3208","330994.","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","950","1330.00","  -","0.00","200","330.00","750","1050.00","  -"
" TOTAL","950","1330.00","  0","0.00","200","330.00","750","1050.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 10","599.00","  -","0.00"," 10","664.50","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 10","235.00","  -","0.00"," 10","255.00","  -"
" TOTAL","  0","0.00"," 20","834.00","  0","0.00"," 20","919.50","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"NEBULISER                     1S","  1","980.00","  -","0.00","  -","0.00","  1","980.00","  -"
" TOTAL","  1","980.00","  0","0.00","  0","0.00","  1","980.00","  0"
"","","","","","","","","",""
"TOTAL","7805","552727.87","6012","439247.90","6085","498859.61","7732","565555.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40"," 70"
"HEALTHY-PRIDE LZ              10S"," 30","906.15","  -","0.00","  -","0.00"," 30","906.15"," 80"
"RI PRIDE DSR                  10S"," 30","848.55","  -","0.00","  -","0.00"," 30","848.55"," 50"
" TOTAL","174","8897.01","  0","0.00","  0","0.00","174","8897.01","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  2","670.00","  1","300.00","  2","740.00","  1","335.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  -"
" TOTAL","  4","1090.00","  1","300.00","  2","740.00","  3","755.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S","400","900.00","  -","0.00","300","750.00","100","225.00","  -"
" TOTAL","400","900.00","  0","0.00","300","750.00","100","225.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S"," 14","175.00","  -","0.00","  -","0.00"," 14","175.00","  -"
" TOTAL"," 14","175.00","  0","0.00","  0","0.00"," 14","175.00","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 13","1149.09","  -","0.00","  -","0.00"," 13","1149.09","  3"
"CELLWET                       10ML","  8","1564.27","  -","0.00","  7","1467.50","  1","195.53","  3"
"CELWET ULTRA                  10ML"," 14","3150.00"," 12","2571.40"," 24","5879.92","  2","450.00","  1"
"COMPU .5%                     10ML"," 34","2495.32"," 12","784.30"," 38","2770.82","  8","587.13","  7"
"COMPU 1%                      10ML"," 36","3567.90"," 36","3529.20"," 56","6086.51"," 16","1585.73","  6"
"DORSENZ                       5ML","  8","1285.73","  6","964.30","  5","1050.02","  9","1446.45","  4"
"DORSENZ-T                     5ML"," 10","2035.75","  -","0.00","  -","0.00"," 10","2035.75","  5"
"DUOBRIM LS                    5ML","150","8036.25","120","5786.00","145","8121.74","125","6696.88","  -"
"DUOBRIM-T                     5ML"," 83","5780.26","240","15428.00","157","11501.43","166","11560.5","  -"
"FLI                           5ML"," 10","642.83","  -","0.00","  -","0.00"," 10","642.83"," 10"
"FLUNAREST 10                  10S"," 60","1863.00","  -","0.00"," 30","884.69"," 30","931.50","  -"
"FLUNAREST 5MG                 10S"," 30","476.00","  -","0.00"," 12","181.89"," 18","285.60","  -"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00","  -"
"IREWET 5ML                    5ML"," 24","2314.20","  -","0.00","  -","0.00"," 24","2314.20","  -"
"IREWET E/D                    10ML","  4","1028.57","  -","0.00","  -","0.00","  4","1028.57","  -"
"KARBOXI                       10ML"," 88","3771.53","120","4436.00"," 95","3864.33","113","4842.99","  -"
"LEOS                          5ML","  5","401.79","  6","482.15","  2","207.85","  9","723.22","  3"
"LEOS-MX DROPS                 5ML"," 16","1628.53"," 12","1125.00"," 10","1020.85"," 18","1832.10"," 11"
