itemdescri,qty,value,e,f,g,h,i,j,k
"VOZOLE E/D                    30MG"," 10","2542.80","  -","0.00","  -","0.00"," 10","2542.80","  -"
" TOTAL"," 77","6337.59","  0","0.00"," 10","520.00"," 67","5875.86","  0"
"","","","","","","","","",""
"TOTAL","1261","79108.98","1106","68157.65","1166","83126.43","1201","75805.2","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
"TAGAMOX-DX                    5ML"," 30","2558.60","  -","0.00"," 30","2925.24","  -","0.00","  -"
" TOTAL"," 34","2847.90","  0","0.00"," 30","2925.24","  4","289.30","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BECTON DICKINSON & COMPANY","","","","","","","","",""
"BD EMERALD 3ML                1'S","  -","0.00","200","670.00","200","720.00","  -","0.00","  -"
" TOTAL","  0","0.00","200","670.00","200","720.00","  0","0.00","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML"," 41","3426.34","  -","0.00","  -","0.00"," 41","3426.34","  2"
"GLUKOGEGSIC CAP               10'S"," 32","5193.81","  -","0.00","  -","0.00"," 32","5193.81","  -"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 30","9135.82","  -","0.00","  -","0.00"," 30","9135.82","  -"
" TOTAL","223","25984.27","  0","0.00","  0","0.00","223","25984.2","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25","  5","127.50","  5","140.00","  1","25.25","  -"
" TOTAL","  1","25.25","  5","127.50","  5","140.00","  1","25.25","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 50","315.00"," 50","350.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 50","315.00"," 50","350.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"FLUO STRIPS                   100S"," 29","4292.00","  -","0.00"," 15","2550.00"," 14","2072.00","  -"
"TEAR STRIPS                   100S","  1","200.00","  -","0.00","  -","0.00","  1","200.00","  -"
"VISCOLON VAILS                5ML"," 60","2481.82","  -","0.00","  -","0.00"," 60","2481.82","  -"
" TOTAL","370","7578.12","  0","0.00"," 15","2550.00","355","5358.12","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","100","140.00","300","420.00","400","760.00","  -","0.00","  -"
" TOTAL","100","140.00","300","420.00","400","760.00","  0","0.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"","","","","","","","","",""
"TOTAL","2031","117458.32","1661","69690.15","1866","90571.67","1826","109236.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 20","540.00"," 20","600.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00","224","6350.40","224","6720.00","  -","0.00","  -"
"ST WATER 10ML                 50","  5","560.00","  4","428.00","  7","805.00","  2","224.00","  -"
" TOTAL","  5","560.00","248","7318.40","251","8125.00","  2","224.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00"," 50","600.00","  -","0.00","  -"
" TOTAL"," 50","500.00","  0","0.00"," 50","600.00","  0","0.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","500","895.00","500","895.00","800","1560.00","200","358.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00"," 15","1050.00","  6","450.00","  9","612.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00"," 11","781.00","  6","450.00","  5","350.00","  -"
"DISPOVAN SYG 10ML             1S","100","375.00","  -","0.00","100","390.00","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","200","480.00","200","480.00","400","1070.00","  -","0.00","  -"
" TOTAL","800","1750.00","726","3206.00","1312","3920.00","214","1320.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 18","810.00"," 25","1125.00","  6","273.01"," 37","1665.00","  -"
"HOMACID                       5ML"," 23","558.67"," 50","1214.50"," 20","528.00"," 53","1287.37","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 13","5049.49"," 12","4660.70"," 12","6214.32"," 13","5049.49","  -"
"TIMOL P                       10ML","106","4920.37","  -","0.00"," 41","2228.32"," 65","3017.21"," 20"
" TOTAL","160","11338.53"," 87","7000.20"," 79","9243.65","168","11019.0","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  6","1298.02","  -","0.00","  1","306.25","  5","1081.69","  -"
"ADBROM                        5ML","215","15199.58","  -","0.00","145","12121.90"," 70","4948.70","  -"
"CATAGON                       10ML","100","5740.11","100","5740.11","108","7691.44"," 92","5280.90","  -"
"E-FLO DROPS                   5ML","  7","401.81"," 50","3090.65"," 27","1925.09"," 30","1722.04","  -"
"ENGATT E/D                    5ML"," 47","2197.49","  -","0.00","  -","0.00"," 47","2197.49","  1"
"ENLUBE                        10ML"," 91","7621.14","  -","0.00"," 15","1968.03"," 76","6364.91","  -"
"ENLUBE FUSION E/D             5ML","105","9114.21","100","8680.20","130","13666.88"," 75","6510.15","  -"
"ENMOX KT                      5ML","  -","0.00"," 25","1902.62"," 25","2748.25","  -","0.00","  -"
"ENTRAK SOOTHE                 5GM"," 15","2973.49"," 60","9704.69"," 55","10616.53"," 20","3964.65","  -"
"FLUBI E/D                     5ML"," 32","1508.65","  -","0.00","  -","0.00"," 32","1508.65","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML","  4","261.43"," 24","1568.60","  3","234.14"," 25","1633.96","  -"
"FLUCOCID                      5ML"," 29","983.11","  -","0.00","  -","0.00"," 29","983.11","  -"
"GANCIGEL                      5GM"," 23","1905.74","  -","0.00"," 10","1104.80"," 13","1077.16","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 19","1308.72","  -","0.00","  -","0.00"," 19","1308.72"," 12"
"LACRYL ULTRA E/D              10ML"," 13","2791.44","  -","0.00","  4","1133.51","  9","1932.53","  -"
"LACRYL-PF                     5GM"," 27","1728.28","250","16393.10","119","11347.20","158","10113.6","  -"
"LACRYL-PLUS                   10ML"," 12","558.00"," 12","558.00","  -","0.00"," 24","1116.00","  -"
"","","","","","","","","",""
"TOTAL","3821","189150.93","3343","134852.72","4200","177324.34","2964","175496.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"LOT OINTMENT                  5GM"," 86","6625.07","200","15723.99"," 65","5678.50","221","17024.8","  -"
"MACUSHIELD TAB                10S","  8","697.08"," 50","4356.76"," 53","7537.07","  5","435.68","  -"
"MOTOGRAM E/D                  5ML","  5","449.89"," 75","6885.00"," 70","7350.00"," 10","899.77","  -"
"MYATRO E/D                    5ML"," 32","3773.70"," 50","6197.44"," 29","4386.96"," 53","6250.19","  -"
"NATACIN                       5ML"," 25","1999.64","  -","0.00"," 17","1381.56","  8","639.88","  -"
"NEPAONCE                      3ML"," 12","1735.75","  -","0.00","  -","0.00"," 12","1735.75","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 40","1671.60"," 60","2507.40"," 40","1820.06"," 60","2507.40","  -"
"OMEFLOX-BM                    5GM"," 40","642.49","  -","0.00","  -","0.00"," 40","642.49","  -"
"OPTICOOL E/D                  10ML","  -","0.00","200","11768.76"," 70","4165.00","130","7496.54","  -"
"PRESS-DT                      10S","  -","0.00","270","8289.00","250","8345.00"," 20","614.00","  -"
"SOLINE 5                      10ML","107","5642.67"," 50","2688.21","118","7073.03"," 39","2056.67","  -"
"SOLINE-6                      3GM"," 43","3496.23","300","22295.16","241","24281.13","102","8293.38","  -"
"T-1                           3ML"," 22","4275.33","  -","0.00","  -","0.00"," 22","4275.33","  -"
"TOBAGRAM-D                    5ML","  -","0.00"," 25","1439.11"," 25","1759.00","  -","0.00","  -"
" TOTAL","1188","88029.30","1901","129788.80","1620","138641.33","1469","106044.","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 33","4782.25","  -","0.00","  6","937.12"," 27","3912.75","  3"
"E-SALIVA PLUS MOUTHSPRAY      15ML","  4","493.58","  -","0.00","  3","493.51","  1","123.39","  -"
"FEXAGON PLUS TAB              10S"," 39","3029.33"," 60","4259.17"," 54","4173.63"," 45","3495.38","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML"," 23","1558.10","260","16071.68","102","7433.37","181","12261.5","  -"
"OTOBIOTIC PLUS NEW            5ML","  7","270.05"," 49","1890.25"," 24","1008.02"," 32","1234.49","  1"
"OTOFUNGIN E/D                 10ML"," 10","482.17","  -","0.00","  -","0.00"," 10","482.17","  -"
"TINNITOD CAP                  10S"," 36","6710.47","  -","0.00"," 19","4224.48"," 17","3168.83","  -"
"WAXONIL ACTIV                 10ML"," 67","4702.11","  -","0.00","  6","458.49"," 61","4281.03"," 14"
"WAXONIL KID                   10ML"," 13","716.31","  -","0.00"," 13","923.96","  -","0.00","  -"
"WAXONIL O                     10ML","  -","0.00"," 25","2397.48","  -","0.00"," 25","2397.29","  -"
"ZINCOCID TAB                  15'S"," 12","732.20","  -","0.00","  -","0.00"," 12","732.20","  -"
" TOTAL","248","23590.13","394","24618.58","227","19652.58","415","32202.6","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 27","1805.31","  -","0.00","  -","0.00"," 27","1805.31","  2"
"4QUIN E/O                     5GM"," 34","2110.01","  -","0.00","  4","351.39"," 30","1861.77","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML"," 19","939.59","  -","0.00"," 12","714.30","  7","346.16","  6"
"4QUIN-LOT                     5ML","  7","761.52","  -","0.00","  -","0.00","  7","761.52","  -"
"ENTODASE                      10","  -","0.00"," 10","12281.80"," 10","13646.40","  -","0.00","  -"
"EYECIRQUE PRO                 1S"," 29","7004.78","  -","0.00","  2","631.18"," 27","6521.69"," 11"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  5","1647.47","  -","0.00","  2","827.27","  3","988.48","  -"
"I-BORIC                       10ML"," 15","768.02"," 65","3583.86"," 73","4760.08","  7","358.41","  2"
"I-DEW DS                      10ML"," 30","2553.13","  -","0.00"," 22","2925.70","  8","680.83","  -"
"I-DEW OINT                    5GM"," 46","3065.44","  -","0.00"," 45","3332.10","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 25","1811.27","  -","0.00","  7","700.28"," 18","1304.11","  1"
"LOCTEARS FUSION               10ML"," 10","851.04","  -","0.00","  3","405.15","  7","595.73","  -"
"OLOPLUS KT                    5ML"," 12","1221.50","  -","0.00"," 12","1250.00","  -","0.00","  -"
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 27","1656.82","  -","0.00"," 12","882.00"," 15","920.45","  -"
"OPTITHROCIN OINT              5GM"," 58","3852.94","100","6643.00"," 72","5641.78"," 86","5712.98","  -"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
" TOTAL","392","32802.83","175","22508.66","276","36067.63","291","24678.1","  0"
"","","","","","","","","",""
"TOTAL","4885","276673.98","5192","264130.79","5681","306821.86","4396","285369.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  2","420.00","  3","630.00","  4","920.00","  1","210.00","  -"
" TOTAL","  2","420.00","  3","630.00","  4","920.00","  1","210.00","  0"
"","","","","","","","","",""
"GERMAN REMEDIES PHARMACEUTICALS PVT.LTD","","","","","","","","",""
"ZYPOVID SCRUB                 500ML","  2","390.00","  2","390.00","  4","880.00","  -","0.00","  -"
" TOTAL","  2","390.00","  2","390.00","  4","880.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","489.39","  -","0.00","  -","0.00"," 10","489.39","  2"
"HIBROM E/D                    5ML"," 42","3006.82"," 42","2835.00"," 42","3189.90"," 42","3006.82","  -"
"HICOOL E/D                    5ML","128","7406.94"," 78","4426.80"," 83","5094.23","123","7117.60","  -"
"HICOOL EXCEL                  10ML"," 36","5265.12","  -","0.00","  -","0.00"," 36","5265.12","  -"
"HICOOL PF GEL                 5GM"," 45","4333.69"," 65","6682.50"," 15","1455.30"," 95","9148.91","  -"
"HIMYCIN E/O                   5GM","293","16823.03","160","9234.00","145","8637.90","308","17684.2","  -"
"IOMIDE                        10'S","  6","125.32","220","4699.50"," 83","2046.83","143","2986.80","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00","  -","0.00"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50","  -"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  -","0.00"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","657","43118.61","565","27877.80","368","20424.16","854","51367.2","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","100","10628.67"," 65","7971.50","158","21719.01","  7","744.01","  -"
"ALFABET PF E/D                10ML"," 26","6173.09"," 26","7122.80"," 39","11633.88"," 13","3086.55","  -"
"AQUIM                         5ML"," 54","5703.17","  -","0.00","  -","0.00"," 54","5703.17"," 10"
"AQUIM GEL                     10GM"," 83","16185.00"," 75","14625.00"," 81","16422.04"," 77","15015.0","  1"
"AQUIM LID WIPES               10S"," 15","1267.27","  -","0.00","  3","358.77"," 12","1013.82","  -"
"AQUIM LID WIPES               20S"," 64","10041.60","  -","0.00"," 23","4204.17"," 41","6432.90","  -"
"AQUIM PF                      10ML"," 37","11618.28","  -","0.00"," 25","11071.63"," 12","3768.09","  -"
"","","","","","","","","",""
"TOTAL","6006","389638.81","5928","322747.89","6386","394455.52","5548","380129.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AQUIM T E/D                   10ML","132","30287.90","  -","0.00"," 64","16571.50"," 68","15602.8","  -"
"AQUIM T E/D                   5ML"," 77","8778.00"," 75","8550.00"," 30","3800.00","122","13908.0","  -"
"AWARENE PF                    5ML"," 27","9079.06","  -","0.00","  4","1894.27"," 23","7734.01","  -"
"CANDOR PF                     10ML","  -","0.00"," 13","4197.90","  5","2285.51","  8","2583.32","  -"
"DORBET PF                     10ML","  7","2583.76","  -","0.00","  3","1437.82","  4","1476.43","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","111","7519.83"," 65","4403.50","104","7828.80"," 72","4877.73","  5"
"EYEMAC GB                     10ML","106","8812.84","  -","0.00","  -","0.00","106","8812.84","  -"
"EYEMAC GEL                    10ML"," 38","3683.08","  -","0.00","  -","0.00"," 38","3683.08"," 20"
"EYENESS E/D                   5ML"," 30","1024.80"," 75","2562.00"," 30","1138.60"," 75","2562.00","  -"
"EYENESS WIPES                 20S"," 78","9518.40","  -","0.00","  -","0.00"," 78","9518.40","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML"," 80","7268.80","  -","0.00","  -","0.00"," 80","7268.80","  -"
"MAXIM GEL                     5ML"," 76","8077.79"," 75","7971.50"," 75","8679.86"," 76","8077.79","  -"
"MAXIM L                       5ML","189","18630.35","  -","0.00","  6","888.90","183","18038.9","  -"
"MAXIM-D                       5ML","227","21499.92","150","14207.00","  -","0.00","377","35706.9","  -"
"PREDINA E/D                   10ML"," 17","693.94","  -","0.00"," 17","755.70","  -","0.00","  -"
"VCOLUX                        10'S","112","11708.48","  -","0.00"," 50","6223.00"," 62","6481.48","  -"
"VCOLUX C TAB                  10S"," 77","7204.12"," 75","7017.00"," 75","7784.30"," 77","7204.12","  1"
" TOTAL","1952","234083.16","694","78628.20","792","124697.76","1854","205395.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00"," 16","6188.00"," 16","6740.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 16","6188.00"," 16","6740.00","  0","0.00","  0"
"","","","","","","","","",""
"JOHNSON & JOHNSON","","","","","","","","",""
"VICRYL 6-0 NW2670             1S","  -","0.00"," 12","6527.04","  -","0.00"," 12","6527.04","  -"
" TOTAL","  0","0.00"," 12","6527.04","  0","0.00"," 12","6527.04","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 30","480.00"," 30","600.00","  -","0.00","  -"
"FACE MASK                     1S","100","140.00","700","980.00","300","550.00","500","700.00","  -"
" TOTAL","100","140.00","730","1460.00","330","1150.00","500","700.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00","100","6505.50"," 90","6268.50"," 10","664.50","  -"
"LOX 2% 30ML                   1S","  -","0.00","100","2550.00"," 93","2604.00","  7","178.50","  -"
" TOTAL","  0","0.00","200","9055.50","183","8872.50"," 17","843.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML","  8","438.88","  -","0.00","  -","0.00","  8","438.88","  1"
"NEPACARE                      5ML"," 15","1097.10","  -","0.00"," 10","1185.84","  5","365.70","  -"
"OZOLINE                       10ML"," 15","822.90","  -","0.00","  -","0.00"," 15","822.90","  -"
"","","","","","","","","",""
"TOTAL","7767","565266.26","7414","394887.33","7388","471692.12","7793","560121.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
