itemdescri,qty,value,e,f,g,h,i,j,k
"WAXONIL O                     10ML"," 26","2493.18","  -","0.00","  6","626.52"," 20","1917.83","  -"
"ZINCOCID TAB                  15'S"," 12","732.20","  -","0.00","  -","0.00"," 12","732.20","  -"
" TOTAL","386","32898.15","317","30217.20","259","28323.10","444","38278.4","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 26","1738.45","  -","0.00"," 12","1114.30"," 14","936.09","  2"
"4QUIN E/O                     5GM"," 39","2420.30","  -","0.00"," 11","966.31"," 28","1737.65","  -"
"","","","","","","","","",""
"TOTAL","3429","241211.44","5249","299624.17","4500","261471.74","4178","318127.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"4QUIN KT E/D                  5ML"," 45","2659.05","  -","0.00"," 25","2333.64"," 20","1181.80","  -"
"4QUIN-D                       5ML","  7","346.16"," 25","1236.30"," 25","1785.75","  7","346.16","  6"
"4QUIN-LOT                     5ML","  6","652.73"," 25","2719.70"," 31","4642.80","  -","0.00","  -"
"ENTODASE                      10","  3","3684.54","  -","0.00","  -","0.00","  3","3684.54","  -"
"EYECIRQUE PRO                 1S"," 27","6521.69","  -","0.00","  -","0.00"," 27","6521.69"," 11"
"EYETAMIN GUMMIES              30S","  -","0.00"," 20","3041.26"," 20","4398.60","  -","0.00","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML"," 11","3624.43"," 12","3953.92"," 10","4136.36"," 13","4283.41","  -"
"I-BORIC                       10ML"," 12","614.41","  -","0.00","  1","77.25"," 11","563.21","  2"
"I-DEW DS                      10ML"," 30","2553.13"," 50","4559.02"," 69","7475.85"," 11","936.15","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 21","1521.47","  -","0.00","  8","801.63"," 13","941.86","  1"
"LOCTEARS FUSION               10ML"," 26","2212.71"," 50","4255.21"," 48","4727.22"," 28","2382.92","  -"
"MONODEXA                      5ML"," 17","941.50","  -","0.00","  -","0.00"," 17","941.50","  -"
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 31","1902.27","  -","0.00"," 19","1396.50"," 12","736.36","  -"
"OPTITHROCIN OINT              5GM","101","6709.43","  -","0.00"," 26","2169.92"," 75","4982.25","  1"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
" TOTAL","432","39800.22","182","19765.41","305","36026.13","309","31873.5","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"VICRYL 8-0 NW2348             1S","  -","0.00","  5","2851.75","  -","0.00","  5","3174.70","  5"
" TOTAL","  0","0.00","  5","2851.75","  0","0.00","  5","3174.70","  0"
"","","","","","","","","",""
"EZTEST","","","","","","","","",""
"STEAM BIOLOGICAL INDICATORS   1S","  -","0.00"," 20","2100.00"," 20","2800.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 20","2100.00"," 20","2800.00","  0","0.00","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  3","630.00","  3","730.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","630.00","  3","730.00","  0","0.00","  0"
"","","","","","","","","",""
"GLASS VAN","","","","","","","","",""
"GLASSVAN BLD 15               1S","  -","0.00","100","265.00","100","290.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","265.00","100","290.00","  0","0.00","  0"
"","","","","","","","","",""
"TOTAL","3876","283103.30","5559","325236.33","4905","299237.26","4530","356752.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"ANESTOP                       5ML","  -","0.00"," 12","387.00","  -","0.00"," 12","387.00","  -"
"CD EYE OINT                   5GM","  3","146.82","  -","0.00","  -","0.00","  3","146.82","  2"
"HIBROM E/D                    5ML"," 47","3364.77","  -","0.00","  -","0.00"," 47","3364.77","  -"
"HICOOL E/D                    5ML","123","7117.60","  -","0.00"," 78","4918.80"," 45","2604.00","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00","  -","0.00"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 30","2889.13"," 30","2673.00"," 18","1887.43"," 42","4044.78","  3"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40"," 28"
"HIMYCIN E/O                   5GM"," 80","4593.32","130","7695.00","  -","0.00","210","12057.4","  -"
"HIOXY TAB                     10S","  -","0.00"," 75","4545.00","  -","0.00"," 75","4545.00","  -"
"IOMIDE                        10'S"," 88","1838.03","210","4699.50"," 84","2046.83","214","4469.75","  -"
"MAXDIL PLUS                   5ML","  5","268.30"," 10","536.60","  -","0.00"," 15","804.90","  5"
"OCULATE                       5ML","  -","0.00"," 10","386.40","  -","0.00"," 10","386.40","  -"
"ONEMOX E/D                    5ML","  -","0.00"," 24","1154.20","  -","0.00"," 24","1154.20","  -"
"ONEMOX-DM                     5ML","  -","0.00"," 24","1336.60","  -","0.00"," 24","1336.60","  -"
"ONEZINE 10MG                  10S","  -","0.00"," 36","1093.20","  -","0.00"," 36","1093.20","  -"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
"ZOBRA OINT                    5GM","  6","302.82","  -","0.00","  1","54.96","  5","252.35","  -"
" TOTAL","443","25420.01","561","24506.50","181","8908.02","823","41546.4","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HINDUSTAN SYRINGS & MEDICAL DEVICES LTD","","","","","","","","",""
"GLASSVAN BLD 11               1S","  -","0.00","100","265.00","100","290.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","265.00","100","290.00","  0","0.00","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 79","8396.65"," 70","7971.50"," 59","7844.80"," 90","9565.80","  1"
"ALFABET PF E/D                10ML"," 54","12821.04","  -","0.00"," 13","3957.10"," 41","9734.49"," 38"
"AQUIM                         5ML","  5","528.07"," 42","4435.80","-10","0.00"," 57","6020.02"," 10"
"AQUIM GEL                     10GM"," 25","4875.00"," 72","14625.00","  -","0.00"," 97","18915.0","  3"
"AQUIM LID WIPES               10S","  8","675.88","  -","0.00","  -","0.00","  8","675.88","  -"
"AQUIM LID WIPES               20S"," 20","3138.00"," 56","8786.40"," 20","3486.60"," 56","8786.40","  -"
"AQUIM PF                      10ML"," 14","4396.11"," 65","20410.50"," 42","16700.01"," 37","11618.2","  -"
"AQUIM T E/D                   5ML"," 68","7752.00"," 42","5130.00","  3","552.90","107","12198.0"," 60"
"AWARENE PF                    5ML"," 27","9079.06","  -","0.00","  6","2855.98"," 21","7061.49","  -"
"AWARENE T PF                  5ML","  6","2243.55","  -","0.00","  -","0.00","  6","2243.55","  -"
"CANDOR PF                     10ML","  8","2583.32","  -","0.00","  5","2285.51","  3","968.75","  3"
"DORBET PF                     10ML","  4","1476.43","  -","0.00","  -","0.00","  4","1476.43","  -"
"ERPETOL E/D                   5ML"," 31","2505.24","  -","0.00","  -","0.00"," 31","2505.24","  -"
"EYEMAC E/D                    10ML"," 70","4742.23","  -","0.00"," 65","4893.00","  5","338.73","  5"
"EYEMAC GEL                    10ML"," 12","1163.08","  -","0.00"," -8","0.00"," 20","1938.46"," 20"
"EYENESS E/D                   5ML"," 30","1024.80","  -","0.00","  -","0.00"," 30","1024.80","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML"," 41","3725.26","145","13629.00"," 41","4825.71","145","13174.7","  -"
