itemdescri,qty,value,e,f,g,h,i,j,k
"EYECIRQUE PRO                 1S"," 27","6521.69","  -","0.00","  -","0.00"," 27","6521.69"," 11"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML"," 10","3294.93"," 12","3837.75"," 11","4554.28"," 11","3624.43","  -"
"I-BORIC                       10ML"," 16","819.22","  -","0.00","  4","309.00"," 12","614.41","  2"
"I-DEW DS                      10ML"," 54","4595.63","  -","0.00"," 24","2719.50"," 30","2553.13","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 52","3767.44","  -","0.00"," 31","3261.82"," 21","1521.47","  1"
"LOCTEARS FUSION               10ML","  5","425.52","100","8510.43"," 79","7480.02"," 26","2212.71","  -"
"MONODEXA                      5ML","  -","0.00"," 65","3599.86"," 48","3200.00"," 17","941.50","  -"
"OLOPLUS KT                    5ML"," 25","2544.79","  -","0.00"," 25","3392.75","  -","0.00","  -"
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"","","","","","","","","",""
"TOTAL","5787","291066.19","4372","293104.23","6517","377754.64","3642","267469.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OPTIHIST-PLUS                 5ML"," 24","1472.73"," 25","1534.11"," 18","1323.00"," 31","1902.27","  -"
"OPTITHROCIN OINT              5GM"," 84","5580.12","100","6643.00"," 83","6640.39","101","6709.43","  1"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
" TOTAL","488","41210.14","412","36871.65","468","46998.71","432","39800.2","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  2","420.00","  -","0.00","  2","460.00","  -","0.00","  -"
" TOTAL","  2","420.00","  0","0.00","  2","460.00","  0","0.00","  0"
"","","","","","","","","",""
"GLASS VAN","","","","","","","","",""
"GLASSVAN BLD 15               1S","  -","0.00","100","265.00","100","290.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","265.00","100","290.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM","  3","146.82","  -","0.00","  -","0.00","  3","146.82","  2"
"HIBROM E/D                    5ML"," 42","3006.82"," 42","2835.00"," 37","2778.30"," 47","3364.77","  -"
"HICOOL E/D                    5ML","166","9605.87","  -","0.00"," 43","2490.56","123","7117.60","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32"," 15","2193.80"," 15","2388.75"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 30","2889.13"," 15","1336.50"," 15","1455.30"," 30","2889.13","  3"
"HIFLOX                        5ML"," 78","2280.00","  -","0.00"," 78","2533.80","  -","0.00","  -"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40","  -"
"HIMYCIN E/O                   5GM","108","6200.98"," 28","1539.00"," 56","3351.60"," 80","4593.32","  -"
"IOMIDE                        10'S"," 73","1524.73"," 78","1566.50"," 63","1705.69"," 88","1838.03","  -"
"MAXDIL PLUS                   5ML","  5","268.30","  -","0.00","  -","0.00","  5","268.30","  5"
"OCULATE                       5ML"," 20","772.80","-20","-772.80","  -","0.00","  -","0.00","  -"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
"ZOBRA OINT                    5GM","  6","302.82","  -","0.00","  -","0.00","  6","302.82","  -"
"ZOBRA-F                       5ML"," 25","1957.50","-25","-1957.50","  -","0.00","  -","0.00","  -"
" TOTAL","617","33854.99","133","6740.50","307","16704.00","443","25420.0","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HINDUSTAN SYRINGS & MEDICAL DEVICES LTD","","","","","","","","",""
"GLASSVAN BLD 11               1S","  -","0.00","100","265.00","100","290.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","6617","340584.87","4830","308551.84","7127","403462.03","4320","309692.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  0","0.00","100","265.00","100","290.00","  0","0.00","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","  6","637.72","145","15943.00"," 72","9616.20"," 79","8396.65","  1"
"ALFABET PF E/D                10ML"," 54","12821.04","  -","0.00","  -","0.00"," 54","12821.0","  -"
"AQUIM                         5ML"," 10","1056.14","  -","0.00","  5","738.97","  5","528.07"," 10"
"AQUIM GEL                     10GM"," 75","14625.00","  -","0.00"," 50","11137.75"," 25","4875.00","  3"
"AQUIM LID WIPES               10S"," 10","844.85","  -","0.00","  2","237.96","  8","675.88","  -"
"AQUIM LID WIPES               20S"," 41","6432.90","  -","0.00"," 21","3723.35"," 20","3138.00","  -"
"AQUIM PF                      10ML"," 39","12246.30","  -","0.00"," 25","11062.57"," 14","4396.11","  -"
"AQUIM T E/D                   10ML","  2","458.91","  -","0.00","  2","649.60","  -","0.00","  -"
"AQUIM T E/D                   5ML"," 77","8778.00","  -","0.00","  9","1668.20"," 68","7752.00","  -"
"AWARENE PF                    5ML"," 22","7397.75"," 26","8742.80"," 21","7713.08"," 27","9079.06","  -"
"AWARENE T PF                  5ML","  -","0.00","  6","2243.55","  -","0.00","  6","2243.55","  -"
"CANDOR PF                     10ML","  8","2583.32","  -","0.00","  -","0.00","  8","2583.32","  3"
"DORBET PF                     10ML","  4","1476.43","  6","2214.65","  6","2888.87","  4","1476.43","  -"
"ERPETOL E/D                   5ML","  -","0.00"," 70","5657.00"," 39","3545.02"," 31","2505.24","  -"
"EYEMAC E/D                    10ML"," 70","4742.23","  -","0.00","  -","0.00"," 70","4742.23","  5"
"EYEMAC GEL                    10ML"," 12","1163.08","  -","0.00","  -","0.00"," 12","1163.08"," 20"
"EYENESS E/D                   5ML"," 75","2562.00","  -","0.00"," 45","1707.90"," 30","1024.80","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML"," 80","7268.80","  -","0.00"," 39","4270.33"," 41","3725.26","  -"
"MAXIM GEL                     5ML"," 76","8077.79","150","15943.00","150","17359.72"," 76","8077.79","  -"
"MAXIM L                       5ML"," 29","2858.63"," 45","4435.80"," 27","2671.23"," 47","4632.95","  -"
"MAXIM-D                       5ML","172","16290.69"," 75","7103.50","154","16082.78"," 93","8808.34","  -"
"PATINE KT                     5ML"," 75","8260.50","  -","0.00"," 75","9178.50","  -","0.00","  -"
"VCOLUX                        10'S"," 53","5540.62"," 75","7840.50","105","12983.69"," 23","2404.42","  -"
"VCOLUX C TAB                  10S"," 62","5800.72","  -","0.00","  -","0.00"," 62","5800.72","  2"
" TOTAL","1066","133875.92","598","70123.80","847","117235.72","817","102802.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  5","1990.00","  5","2200.00","  -","0.00","  -"
" TOTAL","  0","0.00","  5","1990.00","  5","2200.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1"," 10","160.00","  -","0.00"," 10","600.00","  -","0.00","  -"
"FACE MASK                     1S","400","560.00","200","280.00","200","360.00","400","560.00","  -"
" TOTAL","410","720.00","200","280.00","210","960.00","400","560.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
