itemdescri,qty,value,e,f,g,h,i,j,k
"MOXIFUR INJ 1ML               1ML"," 64","2468.65","  -","0.00"," 20","942.80"," 44","1697.20","  -"
"MOXIFUR-DM                    5ML","  -","0.00"," 60","2411.50","  -","0.00"," 60","2411.50","  -"
"MOXIFUR-K                     5ML","  -","0.00"," 30","1626.50","  -","0.00"," 30","1626.50","  -"
"MOXIFUR-LP                    5ML"," 24","1540.20","  -","0.00","  -","0.00"," 24","1540.20"," 24"
"MYOPED                        5ML"," 27","3162.83","  -","0.00","  -","0.00"," 27","3162.83","  -"
"RHEX-ID 1ML                   1ML","110","5798.00","110","5798.00","170","10953.10"," 50","2635.46","  -"
"SUPRACOAT PLUS                1ML","  1","990.00","  2","1980.00","  -","0.00","  3","2970.00","  -"
" TOTAL","1007","55482.80","843","48701.40","922","62891.71","928","50891.5","  0"
"","","","","","","","","",""
"TOTAL","1174","77086.86","1081","79950.37","1059","82730.37","1196","85338.5","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"LUBI WIPES                    12S","  -","0.00"," 75","7524.00"," 75","8350.00","  -","0.00","  -"
"LUBI-FRESH                    10ML"," 24","1292.94"," 36","1939.41"," 60","3518.20","  -","0.00","  -"
"MOXAP-LP                      5ML"," 36","3166.02","  -","0.00","  -","0.00"," 36","3166.02","  -"
" TOTAL"," 72","5358.96","111","9463.41","135","11868.20"," 48","4066.02","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AURO CMC                      10ML"," 36","2250.00","  -","0.00","  -","0.00"," 36","2250.00","  -"
"AUROCARPINE 0.5%              1ML","  5","85.00","  -","0.00","  5","90.00","  -","0.00","  -"
"AUROFLUR                      5ML"," 26","812.38","  -","0.00","  -","0.00"," 26","812.38","  -"
"HYLUBE"," 11","1406.20","  -","0.00","  -","0.00"," 11","1406.20","  -"
"LID CLEAN                     50ML"," 30","3375.00","  -","0.00","  -","0.00"," 30","3375.00","  -"
"LOBONATE E/D                  5ML"," 11","892.80","  -","0.00","  -","0.00"," 11","892.80","  -"
"MFLOX                         5ML"," 11","460.28","  -","0.00","  -","0.00"," 11","460.28","  -"
"NPACT E/D                     5ML"," 11","1116.00","  -","0.00","  -","0.00"," 11","1116.00","  -"
"NYLON 10-0(6401N)             12S","  -","0.00","  1","1606.80","  -","0.00","  1","1606.80","  -"
"PILO                          5ML","  2","78.66","  -","0.00","  1","40.38","  1","39.33","  -"
"VOZOLE E/D                    30MG","  2","450.00"," 10","2062.50","  1","258.72"," 11","2475.00","  1"
"VOZOLE PF                     1MG","  3","450.00","  -","0.00","  -","0.00","  3","450.00","  -"
" TOTAL","148","11376.32"," 11","3669.30","  7","389.10","152","14883.7","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","23.50"," 15","337.50"," 15","360.00","  1","23.50","  1"
" TOTAL","  1","23.50"," 15","337.50"," 15","360.00","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 10","63.50"," 10","67.50","  -","0.00","  -"
" TOTAL","  0","0.00"," 10","63.50"," 10","67.50","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"BLUERHEXIX                    5S","  4","850.91","  -","0.00","  2","520.00","  2","425.45","  -"
"CANNULA NEEDLE                1S","320","320.00","  -","0.00","  -","0.00","320","320.00","270"
"CARELUB                       10ML","131","9032.45","  -","0.00","  -","0.00","131","9032.45","  -"
"CARELUB-DS                    10ML"," 36","2482.20","  -","0.00","  2","176.40"," 34","2344.30","  -"
"CONTACAINE SOL                5ML"," 38","1270.34","-14","0.00","  -","0.00"," 24","802.32"," 10"
"CONTADINE SOL                 5ML"," 12","231.48","  -","0.00","  -","0.00"," 12","231.48","  -"
"CONTASOL BSS(PP)              250ML"," 96","5702.40","  -","0.00","  -","0.00"," 96","5702.40","  -"
"CONTASOL BSS(PP)              500ML"," 49","5390.00","  -","0.00"," 12","1466.40"," 37","4070.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUO 300                      1S","  5","1980.00","  -","0.00","  5","2200.00","  -","0.00","  -"
"FLUO STRIPS                   100S","  2","300.00","  -","0.00","  2","300.00","  -","0.00","  -"
"FLUORESCEIN INJ 2ML           12S","  1","495.00","  -","0.00","  -","0.00","  1","495.00","  -"
"IMMUX EFFERVESCENT TABLETS    20S"," 40","10677.60","-40","-10677.60","  -","0.00","  -","0.00","  -"
"MACULAZ TAB                   10S","  -","0.00","110","10068.00","  -","0.00","110","10068.0","  -"
"MOCARE-DX                     5ML"," 36","1978.92","-36","-1978.92","  -","0.00","  -","0.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"ROSE BENGAL STRIPS            100S","  2","400.00"," -2","0.00","  -","0.00","  -","0.00","  -"
"TROPICARE PLUS                5ML"," 12","366.48","  -","0.00"," 12","407.16","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","2294","143583.16","1246","90895.56","1261","100485.13","2279","146062.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"VISCOLON VAILS                5ML"," 80","3571.77","  -","0.00","  -","0.00"," 80","3571.77","  -"
" TOTAL","979","53309.29"," 18","-2588.52"," 35","5069.96","962","45322.9","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 15","375.00"," 15","405.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00"," 51","190.00"," 21","145.60"," 30","3210.00","  -"
" TOTAL","  0","0.00"," 66","565.00"," 36","550.60"," 30","3210.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  -","0.00","  2","44.00","  -","0.00","  2","44.00","  -"
" TOTAL","  0","0.00","  2","44.00","  0","0.00","  2","44.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.DRAPE 60*60                1S","  -","0.00"," 50","1000.00","  -","0.00"," 50","1000.00","  -"
"DI.EYE DRAPE 50*40            20S","  -","0.00","100","1800.00"," 60","1380.00"," 40","720.00","  -"
"PVA SPONGE SPEARS(DMC-734)    10S","  -","0.00"," 10","2500.00"," 10","3000.00","  -","0.00","  -"
" TOTAL","  0","0.00","160","5300.00"," 70","4380.00"," 90","1720.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 1ML 26G              1S","  -","0.00","100","310.00","100","350.00","  -","0.00","  -"
"DISPOVAN 2ML SYG              1S","100","175.00","800","1400.00","800","1510.00","100","175.00","  -"
"DISPOVAN NDL 26               100S","  1","71.00"," 12","816.00"," 13","968.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00"," 50","182.50"," 50","200.00","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","  -","0.00","200","470.00","100","265.00","100","235.00","  -"
" TOTAL","101","246.00","1162","3178.50","1063","3293.00","200","410.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
" TOTAL","  1","175.00","  0","0.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  5","1171.97"," 12","2812.50","  5","1276.06"," 12","2812.73","  -"
"ABPRESS                       5ML","  -","0.00"," 26","3600.00"," 26","3446.00","  -","0.00","  -"
"ADBROM                        5ML","  5","345.54"," 70","4837.50"," 70","5267.50","  5","345.54","  -"
"CATAGON                       10ML"," 74","3992.91"," 70","3777.00"," 82","5425.24"," 62","3345.41","  -"
"CYCLOFEZ                      5ML"," 22","919.38","  -","0.00"," 12","546.01"," 10","417.90","  -"
"E-FLO DROPS                   5ML"," 23","1246.30","  -","0.00","  -","0.00"," 23","1246.30","  -"
"ENGATT E/D                    5ML"," 75","3506.63","  -","0.00"," 70","2572.50","  5","233.78","  3"
"ENLUBE                        10ML"," 73","5463.39","  -","0.00","  -","0.00"," 73","5463.39","  -"
"","","","","","","","","",""
"TOTAL","2804","166591.69","2814","115010.06","2695","127242.04","2923","171428.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"ENLUBE FUSION E/D             5ML"," 31","2714.78","  -","0.00","  -","0.00"," 31","2714.78","  -"
"ENTRAK SOOTHE                 5GM"," 26","4875.39"," 70","11250.00"," 96","17668.43","  -","0.00","  -"
"FLUBI E/D                     5ML"," 18","849.94"," 30","1298.60"," 12","565.56"," 36","1699.88","  -"
"FLUBICHLOR E/D                5ML"," 15","737.25","  -","0.00","  -","0.00"," 15","737.25","  -"
"FLUCOCID                      5ML","  -","0.00"," 70","1719.50"," 16","599.13"," 54","1857.06","  -"
"FLUNATOD 10                   10S","  8","193.20","200","5071.50","107","2886.34","101","2439.15","  -"
"GANCIGEL                      5GM"," 14","1160.11","  -","0.00"," 12","1008.03","  2","165.73","  -"
"HOMACID                       5ML"," 24","547.68","300","7371.00","291","7422.12"," 33","753.06","  -"
"LACRYL SOOTHE                 10ML"," 20","1290.31","  -","0.00","  -","0.00"," 20","1290.31","  -"
"LACRYL ULTRA E/D              10ML"," 13","2848.64"," 40","8089.83"," 13","3707.27"," 40","8765.03","  -"
"LACRYL-PF                     5GM","111","7278.54","  -","0.00"," 80","6701.52"," 31","2032.74","  -"
"LACRYL-PLUS                   10ML","  4","169.30"," 30","1269.75"," 12","642.33"," 22","931.15","  -"
"LOT OINTMENT                  5GM","  -","0.00","191","12716.76","182","13194.82","  9","625.53","  -"
"LOT-LS                        5ML","  -","0.00"," 30","1848.40"," 12","804.97"," 18","1109.04","  -"
"MACUSHIELD TAB                10S","  -","0.00"," 12","1171.50"," 10","1275.67","  2","159.32","  -"
"MOTOGRAM E/D                  5ML"," 22","2310.18","  -","0.00","  -","0.00"," 22","2310.18","  -"
"MYATRO E/D                    5ML","  3","371.85"," 39","4834.20"," 24","3860.54"," 18","2231.08","  -"
"NATACIN                       5ML"," 89","7480.91","  -","0.00"," 24","1977.11"," 65","5463.59","  -"
"OMEFLOX E/D                   5ML","  3","90.48"," 65","1960.50"," 50","1779.15"," 18","542.89","  -"
"OMEFLOX-BM                    5GM","  -","0.00"," 60","964.80"," 60","1048.20","  -","0.00","  -"
"OPTICOOL E/D                  10ML"," 36","1967.18","140","7007.00","128","7639.20"," 48","2622.91","  -"
"PRESS-DT                      10S"," 25","690.00"," 20","502.40"," 25","679.77"," 20","552.00","  -"
"SOLINE 5                      10ML"," 48","2580.68"," 70","2732.00"," 62","3051.85"," 56","3010.80","  -"
"SOLINE-6                      3GM"," 44","3698.90","156","11956.80","142","12806.08"," 58","4875.82","  -"
"T-1                           3ML","  8","1243.80"," 74","11311.29"," 47","8082.46"," 35","5441.61","  -"
"TIMOL P                       10ML"," 46","2094.84","150","4683.30","107","3913.88"," 89","4053.06","  -"
"TOBRACID E/D                  5ML"," 18","882.54","  -","0.00","  -","0.00"," 18","882.54","  -"
"TROMIDE-PLUS                  5ML"," 26","1149.30","  -","0.00","  -","0.00"," 26","1149.30","  -"
" TOTAL","929","63871.90","1925","112786.13","1777","119847.74","1077","72280.8","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 30","4580.62","190","27481.50","168","27976.63"," 52","7939.73","  -"
"AZENATE NASAL SPRAY           9.8ML"," 25","4808.51","  -","0.00","  -","0.00"," 25","4808.51","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 34","4280.32","  -","0.00","  -","0.00"," 34","4280.32","  -"
"ENTOMED PLUS CAP              10S"," 14","502.48","  -","0.00","  -","0.00"," 14","502.48","  -"
"FEXAGON PLUS TAB              10S"," 24","1703.74","  -","0.00"," 12","846.33"," 12","851.87","  -"
"MEFENTOD-P SYP                60ML","  6","161.21","  -","0.00","  -","0.00","  6","161.21","  -"
"MOMFIT NASAL SPRAY            10ML"," 12","1575.00","  -","0.00","  -","0.00"," 12","1575.00","  -"
"NASOLINE NASAL SPRAY          10ML"," 18","467.74","  -","0.00","  -","0.00"," 18","467.74","  4"
"ORINASE-A                     10ML"," 30","1052.33","  -","0.00","  -","0.00"," 30","1052.33","  -"
"OTOBIOTIC                     5ML"," 89","5960.51","240","14787.19","203","13364.18","126","8438.47","  -"
"OTOBIOTIC PLUS                5ML"," 30","1059.08","  -","0.00","  8","321.96"," 22","776.66","  -"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"OTOGON EAR DROPS              10ML"," 12","1150.79","  -","0.00","  -","0.00"," 12","1150.79","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"RHINOFIT-F                    6GMS","  6","1221.45","  -","0.00","  -","0.00","  6","1221.45","  -"
"TINNITOD CAP                  10S"," 12","2282.28"," 60","10427.84"," 36","6904.96"," 36","6846.85","  -"
"WAXONIL ACTIV                 10ML"," 69","5291.61","  -","0.00"," 17","1250.89"," 52","3987.88","  -"
"WAXONIL KID                   10ML"," 67","3710.63","  -","0.00","  -","0.00"," 67","3710.63","  -"
" TOTAL","548","42574.48","490","52696.53","444","50664.95","594","50538.1","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 56","3744.35","  -","0.00"," 56","4057.20","  -","0.00","  -"
"4QUIN E/O                     5GM","  -","0.00","109","5888.80"," 74","4410.11"," 35","1840.25","  -"
"4QUIN KT E/D                  5ML"," 23","1472.50","  -","0.00","  -","0.00"," 23","1472.50"," 19"
"","","","","","","","","",""
"TOTAL","4083","261608.82","5160","271354.52","4781","287688.73","4462","283695.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"4QUIN PFS 0.5ML               1S"," 22","2606.37","  -","0.00"," 22","3102.00","  -","0.00","  -"
"4QUIN-BROM                    5ML"," 10","756.44","  -","0.00","  -","0.00"," 10","756.44","  -"
"4QUIN-D                       5ML","  1","42.86"," 70","3214.50"," 65","3571.50","  6","257.17","  -"
"EYETAMIN GUMMIES              30S","  -","0.00"," 42","5400.00"," 42","6000.00","  -","0.00","  -"
"HYSIGHT                       5ML"," 28","2963.05","  -","0.00","  -","0.00"," 28","2963.05","  -"
"I-BORIC                       10ML"," 14","771.91","  -","0.00","  -","0.00"," 14","771.91","  4"
"I-DEW DS                      10ML"," 73","6926.42","140","10298.00","154","12396.23"," 59","5598.06","  -"
"I-DEW SOOTH                   5ML","  -","0.00"," 39","2748.00","  8","682.98"," 31","2418.62","  -"
"KLS DROPS                     5ML","  -","0.00"," 30","1387.00","  -","0.00"," 30","1387.00","  -"
"LOCTEARS FUSION               10ML"," 24","2277.00","  -","0.00","  1","2072.66"," 23","2182.13","  -"
"NEPATOP FREE                  5ML"," 14","1837.50","  -","0.00","  -","0.00"," 14","1837.50","  -"
"OPTIHIST E/D                  5ML"," 22","822.62","  -","0.00","  -","0.00"," 22","822.62","  -"
"OPTIHIST-CROMZ                5ML","  -","0.00"," 12","607.50","  -","0.00"," 12","607.50","  -"
"OPTIHIST-PLUS                 5ML"," 79","4847.72","350","15427.50","277","13910.78","152","9327.27","  -"
"OPTITHROCIN OINT              5GM"," 31","2059.33"," 65","4596.50"," 31","2653.60"," 65","4317.95","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 12","4661.07"," 24","9322.15"," 12","6214.32"," 24","9322.14","  -"
"PREDPLUS                      10ML"," 22","941.16"," 25","1069.50"," 22","612.92"," 25","1069.50","  -"
" TOTAL","431","36730.30","906","59959.45","764","59684.30","573","46951.6","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","  -","0.00","180","23655.57"," 60","9600.00","120","15770.3","  -"
" TOTAL","  0","0.00","180","23655.57"," 60","9600.00","120","15770.3","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"GLASS VAN","","","","","","","","",""
"GLASSVAN BLD 15               1S","  -","0.00"," 10","23.50"," 10","25.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 10","23.50"," 10","25.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 40","3450.80","  -","0.00","  -","0.00"," 40","3450.80","  -"
"HICOOL E/D                    5ML"," 40","2682.91","  -","0.00","  -","0.00"," 40","2682.91","  -"
"HICOOL EXCEL                  10ML"," 65","14259.70","  -","0.00"," 15","2182.46"," 50","10969.0","  -"
"HICOOL PF GEL                 5GM"," 66","8019.00","  -","0.00","  -","0.00"," 66","8019.00","  -"
"HIMYCIN E/O                   5GM"," 25","1755.00"," 60","3859.80"," 45","2101.51"," 40","2808.00","  -"
"HITOP E/D                     5ML"," 20","789.80","  -","0.00","  -","0.00"," 20","789.80","  -"
"IOMIDE                        10'S","  6","167.64","  -","0.00","  -","0.00","  6","167.64","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ZOBRA E/D                     5ML"," 40","2033.20","  -","0.00","  -","0.00"," 40","2033.20","  -"
"ZOBRA OINT                    5GM"," 42","2119.74","  -","0.00","  -","0.00"," 42","2119.74","  -"
" TOTAL","384","37491.19"," 60","3859.80"," 60","4283.97","384","35253.4","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
"","","","","","","","","",""
"TOTAL","4899","337990.40","6207","352964.04","5545","352814.69","5561","385734.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","243","27638.46","  -","0.00","178","21278.78"," 65","7393.00","  -"
"ALFABET PF E/D                10ML"," 26","6660.00","  -","0.00"," 13","3325.04"," 13","3330.00","  -"
"AQUIM                         5ML"," 84","7632.24","  -","0.00"," 24","2771.40"," 60","5451.60","  -"
"AQUIM GEL                     10GM"," 94","16879.89"," 75","13468.00"," 75","13678.50"," 94","16879.8","  -"
"AQUIM LID WIPES               10S","  2","175.73","  -","0.00","  -","0.00","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 65","11898.25","  -","0.00","  4","956.76"," 61","11166.0","  -"
"AQUIM PF                      10ML"," 27","7877.56","  -","0.00"," 23","8226.31","  4","1167.05","  -"
"AQUIM T E/D                   5ML"," 64","7848.86","  -","0.00","  2","319.89"," 62","7603.59","  -"
"AWARENE PF                    5ML"," 18","5652.14"," 13","4082.10"," 18","6195.01"," 13","4082.10","  -"
"DORBET PF                     10ML"," 52","19193.63","-46","-15502.55","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML"," 75","5368.00","150","10736.00"," 75","5500.00","150","10736.0","  -"
"EYEMAC E/D                    10ML"," 74","4464.48"," 39","2738.70"," 56","4258.41"," 57","3438.86","  -"
"EYEMAC GB                     10ML"," 63","6043.64","  -","0.00","  -","0.00"," 63","6043.64","  -"
"EYENESS WIPES                 10S"," 11","671.17","  -","0.00","  -","0.00"," 11","671.17","  -"
"EYENESS WIPES                 20S"," 41","5003.26","  -","0.00"," 26","3454.89"," 15","1830.46","  -"
"LAURICA K                     10S"," 39","5439.11","  -","0.00","  -","0.00"," 39","5439.11","  -"
"MAXIM E/D                     5ML"," 28","2686.06"," 75","5914.50"," 27","2365.74"," 76","7290.74","  -"
