itemdescri,qty,value,e,f,g,h,i,j,k
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"KOJIMAX GEL                   20GM"," 15","2494.80","  -","0.00","  -","0.00"," 15","2494.80"," 15"
"LUBI FRESH EYE MASK           1'S"," 12","1564.20","  -","0.00","  -","0.00"," 12","1564.20"," 12"
"LUBI WIPES ULTRA              20'S"," 10","1428.43","  -","0.00","  -","0.00"," 10","1428.43","  -"
"LUBI-FRESH                    10ML","  -","0.00"," 75","3232.35","  -","0.00"," 75","3232.35","  -"
"NEPAFLO E/D                   5ML","  -","0.00"," 75","5940.00"," 75","6468.00","  -","0.00","  -"
" TOTAL"," 37","5487.43","150","9172.35"," 75","6468.00","112","8719.78","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AUROCORT                      1ML","  -","0.00"," 10","803.40"," 10","900.00","  -","0.00","  -"
"AURODONE                      5ML"," 40","1044.00","  -","0.00","  -","0.00"," 40","1044.00","  -"
"AUROMIDE                      5ML"," 34","1164.65"," 33","1130.40"," 43","1935.00"," 24","822.11","  1"
"AUROMIDE PLUS                 5ML"," 23","1061.97","  -","0.00","  -","0.00"," 23","1061.97"," 23"
"AUROPENT                      5ML"," 22","848.60","  -","0.00"," 22","1161.60","  -","0.00","  -"
"AUROTIM                       5ML"," 36","1443.00","  -","0.00"," 30","1800.00","  6","240.50","  -"
"LID CLEAN                     50ML","  5","630.50","  5","630.50","  5","720.00","  5","630.50","  5"
"PILO                          5ML"," 20","780.00"," 20","780.00"," 20","895.80"," 20","780.00","  -"
"VOZOLE E/D                    30MG","  6","1525.68"," 25","6357.00"," 16","4924.00"," 15","3814.20","  -"
" TOTAL","186","8498.40"," 93","9701.30","146","12336.40","133","8393.28","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
" TOTAL","  4","289.30","  0","0.00","  0","0.00","  4","289.30","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML"," 67","5599.14","  -","0.00","  -","0.00"," 67","5599.14"," 67"
"GLUKOGEGSIC CAP               10'S"," 80","12984.54"," 75","12173.00"," 60","10603.99"," 95","15419.1"," 20"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 80","22332.00","240","66996.00","138","42311.70","182","50805.3","  -"
" TOTAL","347","49143.97","315","79169.00","198","52915.69","464","80051.8","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  -","0.00"," 25","631.25"," 25","700.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 25","631.25"," 25","700.00","  0","0.00","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML"," 20","126.00","  -","0.00"," 20","140.00","  -","0.00","  -"
" TOTAL"," 20","126.00","  0","0.00"," 20","140.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"","","","","","","","","",""
"TOTAL","2129","182816.25","1326","145972.94","1717","175550.59","1738","173939.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"CONTASOL BSS(PP)              250ML"," 24","1567.44","  -","0.00","  -","0.00"," 24","1567.44"," 24"
"FLUO STRIPS                   100S"," 30","4440.00","  -","0.00"," 28","4620.00","  2","296.00","  2"
" TOTAL","334","6611.74","  0","0.00"," 28","4620.00","306","2467.74","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","270.00"," 10","300.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00","  1","112.00","  1","120.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 11","382.00"," 11","420.00","  0","0.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","200","358.00","300","537.00","500","975.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00","  1","70.00","  1","75.00","  -","0.00","  -"
" TOTAL","200","358.00","301","607.00","501","1050.00","  0","0.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"AB-PRESS PF                   10ML"," 12","2596.05","  -","0.00","  8","2434.37","  4","865.35","  -"
"ABPRESS                       5ML","  -","0.00"," 10","1483.48","  4","835.73","  6","890.09","  -"
"BSSOL 500                     1S"," 15","2009.03","  -","0.00","  -","0.00"," 15","2009.03","  -"
"CYCLOFEZ                      5ML"," 32","1440.00","  -","0.00"," 15","750.00"," 17","765.00","  7"
"ENTODASE                      10","  3","3684.54","  -","0.00","  -","0.00","  3","3684.54","  3"
"HOMACID                       5ML"," 28","618.30","200","4416.41"," 27","699.60","201","4438.50","  1"
"PHENOCAINE PLUS               5AMP*1ML"," 12","4661.07"," 40","15536.91"," 11","5696.46"," 41","15925.3","  -"
"PRESS-DT                      10S"," 25","767.50","  -","0.00","  -","0.00"," 25","767.50"," 25"
"SMARTMEGA 500                 10'S"," 30","4450.44","  -","0.00"," 30","6428.70","  -","0.00","  -"
"T-1                           3ML"," 26","4435.13","  -","0.00"," 22","5557.86","  4","682.33","  4"
"TIMOL P                       10ML"," 68","3156.48"," 50","2320.94"," 47","2558.54"," 71","3295.73"," 23"
"TREHAMOIST                    5ML","  -","0.00","100","10671.87"," 67","9462.15"," 33","3521.72","  -"
"TROMIDE-PLUS                  5ML"," 25","1446.50","  -","0.00","  -","0.00"," 25","1446.50"," 15"
" TOTAL","276","29265.04","400","34429.61","231","34423.41","445","38291.6","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"ADBROM                        5ML"," 41","2957.23","  -","0.00"," 29","2703.71"," 12","865.53"," 12"
"CATAGON                       10ML","103","5912.31","100","5740.11"," 97","7742.32","106","6084.52","  -"
"E-FLO DROPS                   5ML"," 49","2677.60"," 50","2732.24"," 75","5302.03"," 24","1311.48","  -"
"ENGATT DM                     5ML","  -","0.00"," 45","3103.40"," 45","3639.81","  -","0.00","  -"
"ENGATT E/D                    5ML"," 18","841.59","  -","0.00","  -","0.00"," 18","841.59"," 18"
"ENLUBE                        10ML"," 23","2023.38","  -","0.00","  7","914.39"," 16","1407.57","  7"
"ENLUBE FUSION E/D             5ML"," 52","4513.70"," 75","6510.15"," 41","4434.45"," 86","7464.97","  2"
"ENTRAK SOOTHE                 5GM"," 30","5097.11"," 40","6796.14"," 34","7537.54"," 36","6116.53","  -"
"FLUBI E/D                     5ML"," 26","1225.78","  -","0.00","  -","0.00"," 26","1225.78"," 26"
"FLUBICHLOR E/D                5ML"," 32","1848.19","  -","0.00","  -","0.00"," 32","1848.19"," 32"
"FLUCOCID                      5ML"," 25","847.51","  -","0.00","  -","0.00"," 25","847.51"," 25"
"GANCIGEL                      5GM"," 17","1006.16"," 36","2130.69"," 39","3314.40"," 14","828.60","  -"
"LACRYL SOOTHE                 10ML"," 21","1377.02"," 75","4917.93"," 68","5668.78"," 28","1836.03","  4"
"LACRYL ULTRA E/D              10ML","  7","1683.73"," 12","2886.40"," 12","3553.99","  7","1683.73","  -"
"LACRYL-PF                     5GM"," 45","3226.16","100","6557.24","101","8476.91"," 44","3154.47","  -"
"LACRYL-PLUS                   10ML","  2","93.00","  -","0.00","  -","0.00","  2","93.00","  2"
"LOT OINTMENT                  5GM","150","11792.99","  -","0.00","146","11811.28","  4","314.48","  -"
"MACUSHIELD TAB                10S","  8","697.08"," 30","2745.91"," 23","3265.97"," 15","1307.03","  5"
"MOTOGRAM E/D                  5ML"," 11","1009.80","100","9180.00","102","11391.00","  9","826.20","  -"
"MYATRO E/D                    5ML"," 38","4571.35"," 50","6014.94"," 61","10827.63"," 27","3248.07","  1"
"","","","","","","","","",""
"TOTAL","3357","271848.43","2751","240706.70","3368","306648.21","2740","255400.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"NATACIN                       5ML"," 37","3017.22","  -","0.00"," 12","1166.10"," 25","2038.66","  8"
"NEPAONCE                      3ML"," 12","2217.90"," 12","2217.90"," 24","5400.00","  -","0.00","  -"
"OMEFLOX OINT                  5GM"," 65","2716.35","  -","0.00","  5","226.11"," 60","2507.40","  -"
"OMEFLOX-BM                    5GM"," 60","983.40","120","1966.80","120","2141.50"," 60","983.40","  -"
"OPTICOOL E/D                  10ML"," 88","5656.82"," 50","3214.10","116","7549.31"," 22","1414.20"," 13"
"SOLINE 5                      10ML"," 28","1652.78","110","6493.07","108","7643.21"," 30","1770.84","  -"
"SOLINE-6                      3GM","106","8618.61","100","8130.76","190","23313.89"," 16","1300.92","  3"
"TOBRACID OINT                 3GM"," 15","771.45","  -","0.00","  -","0.00"," 15","771.45","  -"
"TREHATOD                      5ML","  3","343.01","  -","0.00","  -","0.00","  3","343.01","  3"
" TOTAL","1112","79379.23","1105","81337.78","1455","138024.33","762","52435.1","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 21","2809.15","  -","0.00","  6","946.78"," 15","2006.54"," 15"
"AZENATE NASAL SPRAY           9.8ML","  3","626.83","  -","0.00","  -","0.00","  3","626.83","  1"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 12","1480.73","  -","0.00","  -","0.00"," 12","1480.73"," 12"
"FEXAGON PLUS TAB              10S"," 12","860.40"," 39","2796.30"," 30","2578.89"," 21","1505.70","  -"
"NASOLINE NASAL SPRAY          10ML","  -","0.00"," 70","1703.50"," 42","1135.80"," 28","681.40","  -"
"ORINASE-A                     10ML","  3","90.76","  -","0.00","  3","124.40","  -","0.00","  -"
"OTOBIOTIC                     5ML","159","10002.23","140","8807.00","210","16106.76"," 89","5598.73","  3"
"OTOBIOTIC PLUS                5ML","  2","70.61","  -","0.00","  -","0.00","  2","70.61","  2"
"OTOBIOTIC PLUS NEW            5ML"," 18","640.92","  -","0.00","  9","403.21","  9","320.46","  3"
"OTOFUNGIN E/D                 10ML","  6","289.30","  -","0.00","  -","0.00","  6","289.30","  6"
"OTOFUNGIN-F                   5ML","  6","347.15","  -","0.00","  -","0.00","  6","347.15","  6"
"OTOGON EAR DROPS              10ML","  4","462.87","  -","0.00","  -","0.00","  4","462.87","  -"
"TINNITOD CAP                  10S"," 57","9291.40","140","22821.00","109","21817.18"," 88","14344.6","  -"
"WAXONIL ACTIV                 10ML"," 31","2049.76"," 42","2777.10"," 25","1943.44"," 48","3173.83","  -"
"WAXONIL MIC                   10ML","  -","0.00"," 42","3760.80"," 28","2785.80"," 14","1253.60","  -"
"WAXONIL O                     10ML","  6","575.35","  -","0.00","  3","375.91","  3","287.68","  3"
" TOTAL","340","29597.46","473","42665.70","465","48218.17","348","32450.0","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 15","1002.95","  -","0.00","  3","327.60"," 12","802.36","  -"
"4QUIN E/O                     5GM"," 51","3165.01","  -","0.00","  2","173.90"," 49","3040.89"," 49"
"4QUIN-D                       5ML"," 31","1686.09","  -","0.00"," 25","1964.25","  6","326.34","  4"
"EYECIRQUE PRO                 1S"," 21","5072.03","  -","0.00"," 10","2683.80"," 11","2656.78","  9"
"HYLA PF                       10ML","  8","2432.98"," 13","3953.60"," 11","4717.97"," 10","3041.23","  -"
"I-BORIC                       10ML","  9","588.20","115","7516.14"," 93","6660.11"," 31","2026.02","  2"
"I-DEW DS                      10ML"," 93","7914.70","100","8510.43","147","14549.31"," 46","3914.80","  2"
"I-DEW SOOTH                   5ML"," 16","1159.21"," 25","1811.27"," 10","1001.28"," 31","2245.97","  6"
"LOCTEARS FUSION               10ML"," 52","4425.20","125","10637.71"," 82","9172.77"," 95","8084.50","  1"
"MONODEXA                      5ML","  5","276.91","  -","0.00","  -","0.00","  5","276.91","  5"
"OPTIHIST BANG                 5ML"," 25","3510.82","  -","0.00"," 25","4226.59","  -","0.00","  -"
"OPTIHIST-AZ E/D               5ML"," 25","1347.45","  -","0.00"," 25","1622.21","  -","0.00","  -"
"OPTIHIST-PLUS                 5ML"," 30","2016.29","  -","0.00"," 13","1018.98"," 17","1142.56","  -"
"OPTITHROCIN OINT              5GM"," 55","3653.47"," 75","4982.00"," 49","3797.35"," 81","5380.56","  6"
" TOTAL","436","38251.31","453","37411.15","495","51916.12","394","32938.9","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"VICRYL 8-0 NW2348             1S","  5","3174.70","  -","0.00","  -","0.00","  5","3174.70","  5"
" TOTAL","  5","3174.70","  0","0.00","  0","0.00","  5","3174.70","  0"
"","","","","","","","","",""
"EYEKENZ HEALTHCARE PVT LTD","","","","","","","","",""
"BRIMZEE-T                     5ML","100","10724.69","  -","0.00"," 50","4446.50"," 50","5362.35","  -"
"","","","","","","","","",""
"TOTAL","4652","379574.13","4069","342806.18","4953","458669.12","3768","340456.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"CLORO-H OINT                  5GM"," 75","2893.00","  -","0.00","  -","0.00"," 75","2893.00","  -"
"DORZEE                        5ML","100","15032.12","  -","0.00"," 50","6232.25"," 50","7516.06","  -"
"DORZEE-T                      5ML","100","17185.50","  -","0.00"," 50","7125.00"," 50","8592.75","  -"
"EPIFRESH                      10ML","175","28124.83","225","36160.50","170","22768.10","230","36964.0","  -"
"EPITEARS                      10ML"," 75","4403.50","375","22017.50"," 75","4697.28","375","22017.4","  -"
"EPITEARS-DS                   10ML","225","17839.51","  -","0.00","  -","0.00","225","17839.5","  -"
"EPIWET WIPES                  15'S"," 84","8328.60","  -","0.00"," 84","9254.00","  -","0.00","  -"
"FLORUS                        5ML","150","7071.00","  -","0.00","  -","0.00","150","7071.00","  -"
"GATIFIVE                      5ML"," 75","4178.50","150","8357.00"," 70","3250.10","155","8635.56","  -"
"HYLAMOIST                     10ML","240","44228.81","168","30960.16","150","23035.50","258","47545.9","  -"
"NAPHALUBE                     10ML","150","5143.01","  -","0.00","  -","0.00","150","5143.01","  -"
"NEPASURE                      5ML","150","12536.00","  -","0.00","  -","0.00","150","12536.0","  -"
"OXYROOTZ TAB                  10'S","105","8115.10","  -","0.00","  -","0.00","105","8115.10","  -"
"PATASOL-OD                    5ML","150","11571.00","  -","0.00"," 65","6685.64"," 85","6556.90","  -"
"STERLOT                       5ML","150","8679.00","  -","0.00","  -","0.00","150","8679.00","  -"
"TOBAMYN                       5ML","225","9256.50","  -","0.00","100","3428.50","125","5142.50","  -"
"TOBAMYN-F                     5ML","150","9643.01","  -","0.00","100","5357.00"," 50","3214.34","  -"
"TOPOMOX                       5ML","225","13981.50","  -","0.00","  -","0.00","225","13981.5","  -"
"TOPOMOX OINT                  5GM"," 75","2732.00","  -","0.00","  -","0.00"," 75","2732.00","  -"
"TOPOMOX-DX                    5ML"," 50","3643.00","  -","0.00","  -","0.00"," 50","3643.00","  -"
"TOPOMOX-LP                    5ML","150","10607.00","  -","0.00","  -","0.00","150","10607.0","  -"
"VASOMIG-10                    10'S","1500","36570.00","  -","0.00","400","10335.00","1100","26818.0","  -"
"VASOMIG-5                     10'S","300","3726.00","  -","0.00","  -","0.00","300","3726.00","  -"
"VITAKENZ SYR                  200ML","200","13017.34","  -","0.00","  -","0.00","200","13017.3","  -"
"VITAKENZ TAB                  10'S","300","12204.00","  -","0.00","  -","0.00","300","12204.0","  -"
" TOTAL","5279","321434.49","918","97495.16","1364","106614.87","4833","300553.","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  3","610.00","  3","750.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","610.00","  3","750.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM","  2","97.88","  -","0.00","  -","0.00","  2","97.88","  2"
"HIBROM E/D                    5ML","  -","0.00"," 42","2835.00","  -","0.00"," 42","2835.00","  -"
"HICOOL E/D                    5ML"," 62","3572.09"," 42","2419.80"," 58","3995.10"," 46","2650.26","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00","  -","0.00"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 30","2673.00"," 30","2673.00"," 21","2325.51"," 39","3474.90","  3"
"HIFLOX                        5ML"," 57","1666.16","  -","0.00","  -","0.00"," 57","1666.16"," 57"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40"," 28"
"HIMYCIN E/O                   5GM"," 17","981.11","280","16929.00","115","7472.70","182","10503.6","  -"
"","","","","","","","","",""
"TOTAL","10128","709600.26","5384","465768.14","6464","575380.80","9048","667201.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"IOMIDE                        10'S"," 76","1666.03"," 70","1534.50"," 70","1670.90"," 76","1666.03","  6"
"MAXDIL PLUS                   5ML"," 10","536.60","  -","0.00","  -","0.00"," 10","536.60"," 10"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
" TOTAL","315","16092.08","464","26391.30","264","15464.21","515","28329.7","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC DUO E/D               5ML","281","29866.56","  -","0.00"," 92","12915.28","189","20088.1","  3"
"ALFABET PF E/D                10ML"," 21","5753.03","  -","0.00","  2","775.59"," 19","5205.12","  6"
"AQUIM                         5ML"," 86","8477.30","  -","0.00"," 42","5098.59"," 44","4337.23"," 10"
"AQUIM GEL                     10GM"," 83","16185.00"," 45","8775.00"," 51","11459.50"," 77","15015.0","  6"
"AQUIM LID WIPES               10S"," 13","1098.30","  -","0.00"," 11","1313.05","  2","168.97","  -"
"AQUIM LID WIPES               20S","  1","156.90","  -","0.00","  -","0.00","  1","156.90","  1"
"AQUIM PF                      10ML"," 55","17270.42","  -","0.00"," 29","12822.44"," 26","8164.20","  1"
"AQUIM T E/D                   5ML","238","27132.00","  -","0.00"," 70","10431.00","168","19152.0"," 17"
"AWARENE PF                    5ML"," 16","5380.18"," 39","13114.20"," 44","16854.14"," 11","3698.88","  -"
"AWARENE T PF                  5ML","  4","1495.70","  -","0.00","  -","0.00","  4","1495.70","  4"
"CANDOR PF                     10ML"," 13","4197.90","  -","0.00","  -","0.00"," 13","4197.90","  -"
"DORBET PF                     10ML"," 13","4429.30","  -","0.00","  1","477.38"," 12","4088.58","  -"
"ERPETOL E/D                   5ML"," 31","2505.24","  -","0.00","  4","485.24"," 27","2181.99"," 27"
"EYEMAC E/D                    10ML","130","8807.01","  -","0.00"," 12","978.60","118","7994.05","  -"
"EYEMAC GEL                    10ML"," 20","1938.46","  -","0.00","  -","0.00"," 20","1938.46"," 20"
"EYENESS WIPES                 10S"," 39","2379.60","  -","0.00","  -","0.00"," 39","2379.60","  -"
"LAURICA K                     10S"," 11","1534.11","  -","0.00","  3","637.83","  8","1115.71","  8"
"MAXIM E/D                     5ML","135","12266.10","150","13629.00","130","15143.00","155","14083.3","  5"
"MAXIM GEL                     5ML","225","23914.51","  -","0.00","150","17359.72"," 75","7971.50","  -"
"MAXIM L                       5ML"," 76","7491.57","150","14786.00"," 74","8199.71","152","14983.1","  -"
"MAXIM-D                       5ML","381","36085.77","  -","0.00","150","15470.28","231","21878.7","  6"
"PATINE KT                     5ML"," 45","4956.30"," 45","4956.30"," 39","6046.80"," 51","5617.14","  6"
