itemdescri,qty,value,e,f,g,h,i,j,k
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"","","","","","","","","",""
"TOTAL","1344","67551.42","1754","112878.81","1391","97672.47","1707","95125.8","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","270.00"," 10","295.00","  -","0.00","  -"
"RL-500ML                      1S"," 28","793.80"," 84","2381.40"," 84","2520.00"," 28","793.80","  -"
"ST WATER 10ML                 50","  1","112.00","  6","642.00","  5","575.00","  2","224.00","  -"
" TOTAL"," 29","905.80","100","3293.40"," 99","3390.00"," 30","1017.80","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
" TOTAL"," 50","500.00","  0","0.00","  0","0.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","200","358.00","1100","1969.00","1300","2510.00","  -","0.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  3","213.00","  3","225.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00","  3","213.00","  3","225.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00","100","365.00"," 50","195.00"," 50","187.50","  -"
"DISPOVAN SYG 5ML              1S","  -","0.00","100","240.00","100","270.00","  -","0.00","  -"
" TOTAL","200","358.00","1306","3000.00","1456","3425.00"," 50","187.50","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  -","0.00","  1","180.00","  -","0.00","  1","180.00","  -"
" TOTAL","  0","0.00","  1","180.00","  0","0.00","  1","180.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML","  6","270.00"," 25","1044.75","  3","136.50"," 28","1260.00","  -"
"HOMACID                       5ML"," 64","1554.56","100","2429.00","128","3287.58"," 36","874.44","  -"
"PHENOCAINE PLUS               5AMP*1ML","  -","0.00"," 44","17090.60"," 32","16571.52"," 12","4661.07","  -"
"TIMOL P                       10ML"," 50","2320.93"," 50","2553.00"," 64","3040.68"," 36","1671.07"," 20"
" TOTAL","120","4145.49","219","23117.35","227","23036.28","112","8466.58","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 12","2596.05","  -","0.00","  6","1531.25","  6","1298.02","  -"
"ADBROM                        5ML"," 28","1979.48","175","12895.20","123","10262.91"," 80","5655.66","  -"
"CATAGON                       10ML"," 72","4132.88","100","5464.48","150","10672.84"," 22","1262.82","  -"
"E-FLO DROPS                   5ML"," 46","2640.46","170","9482.56","102","7246.76","114","6543.74","  -"
"ENGATT E/D                    5ML"," 39","1823.45"," 50","2337.75"," 42","1679.92"," 47","2197.49","  -"
"ENLUBE                        10ML"," 22","1842.47"," 79","5912.42"," 36","3517.11"," 65","5443.67","  -"
"ENLUBE FUSION E/D             5ML"," 44","3819.29"," 70","6382.63"," 81","7800.75"," 33","2864.47","  -"
"ENTRAK SOOTHE                 5GM","  5","991.16"," 40","7318.48","  6","1295.02"," 39","7731.07","  -"
"FLUBI E/D                     5ML"," 17","801.47","  -","0.00","  -","0.00"," 17","801.47","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML"," 19","1241.81","  -","0.00"," 18","1324.41","  1","65.36","  -"
"FLUCOCID                      5ML"," 30","1017.01"," 50","1563.20"," 28","748.92"," 52","1762.82","  -"
"GANCIGEL                      5GM"," 43","3562.91","  -","0.00","  6","541.35"," 37","3065.76","  -"
"","","","","","","","","",""
"TOTAL","2149","101593.61","4114","193826.28","3771","174144.99","2492","145854.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML","  9","619.92"," 70","4821.60"," 52","4285.60"," 27","1859.76","  -"
"LACRYL ULTRA E/D              10ML","  4","858.90","  -","0.00","  -","0.00","  4","858.90","  -"
"LACRYL-PF                     5GM"," 52","3328.53"," 60","4132.80"," 54","4929.51"," 58","3712.59","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM"," 65","5007.32","300","20850.84","275","21925.83"," 90","6933.21","  -"
"LOT-LS                        5ML","  -","0.00"," 24","1607.33"," 24","1750.08","  -","0.00","  -"
"MACUSHIELD TAB                10S","  -","0.00"," 65","5949.48"," 65","7118.50","  -","0.00","  -"
"MOTOGRAM E/D                  5ML","  9","809.80"," 12","1350.11"," 16","2097.00","  5","449.89","  -"
"MYATRO E/D                    5ML","  4","471.71"," 60","7436.94"," 63","9475.86","  1","117.93","  -"
"NATACIN                       5ML","  7","559.90"," 25","1819.11"," 12","1040.52"," 20","1599.71","  -"
"NEPAONCE                      3ML"," 18","2603.62","  -","0.00","  -","0.00"," 18","2603.62","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 42","1755.18","  -","0.00"," 42","1948.20","  -","0.00","  -"
"OMEFLOX-BM                    5GM"," 80","1284.98","100","1639.00","170","3055.64"," 10","160.62","  -"
"OPTICOOL E/D                  10ML","103","5939.57","100","5202.00","173","10713.40"," 30","1729.97","  -"
"PRESS-DT                      10S"," 14","429.80","320","9731.00","310","10065.24"," 24","736.80","  -"
"SOLINE 5                      10ML"," 38","2003.94","150","8064.63","154","16600.98"," 34","1793.00","  -"
"SOLINE-6                      3GM"," 13","1057.00","210","16258.96","183","16660.20"," 40","3252.30","  -"
"T-1                           3ML","  2","388.67"," 12","2332.19","  4","1010.53"," 10","1943.33","  -"
" TOTAL","872","55553.91","2242","142552.71","2195","159298.33","919","68430.6","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 30","4347.50","  -","0.00","  3","598.50"," 27","3912.75","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 10","1233.94","  -","0.00","  6","822.51","  4","493.58","  -"
"FEXAGON PLUS TAB              10S","  8","621.40","  -","0.00","  8","618.33","  -","0.00","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML"," 25","1693.59","270","16646.49","175","12775.58","120","8129.22","  -"
"OTOBIOTIC PLUS NEW            5ML"," 40","1543.12","  -","0.00"," 27","1360.84"," 13","501.51","  -"
"TINNITOD CAP                  10S"," 65","12116.13","  -","0.00"," 36","7556.39"," 29","5405.66","  -"
"WAXONIL ACTIV                 10ML"," 19","1333.44"," 75","4511.34"," 12","935.70"," 82","5754.83","  -"
"WAXONIL KID                   10ML","  9","495.91"," 75","4132.58","  6","419.98"," 78","4297.89","  -"
" TOTAL","210","23498.59","420","25290.41","273","25087.83","357","28609.0","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML","  7","468.04"," 65","5014.30"," 48","3979.70"," 24","1604.72","  -"
"4QUIN E/O                     5GM","  -","0.00"," 30","2017.16"," 26","2049.16","  4","248.24","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML","  3","148.36","  -","0.00","  2","210.00","  1","49.45","  -"
"4QUIN-LOT                     5ML"," 12","1305.46","  -","0.00","  5","695.73","  7","761.52","  -"
"EYECIRQUE PRO                 1S"," 15","3623.16","  -","0.00","  -","0.00"," 15","3623.16","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  9","2965.44","  -","0.00","  -","0.00","  9","2965.44","  -"
"I-BORIC                       10ML"," 31","1587.23","  -","0.00","  -","0.00"," 31","1587.23","  2"
"I-DEW DS                      10ML"," 40","3404.17","  -","0.00","  3","363.82"," 37","3148.86","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 15","1086.76","  -","0.00","  5","448.35"," 10","724.51","  -"
"LOCTEARS FUSION               10ML","  5","425.52","  5","474.42","  5","606.37","  5","425.52","  -"
"MONODEXA                      5ML","  -","0.00"," 60","3600.29"," 60","4000.00","  -","0.00","  -"
"OPTIHIST E/D                  5ML","  -","0.00","  -","0.00"," -1","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 21","1288.64"," 12","675.00"," 23","1690.50"," 10","613.64","  -"
"OPTITHROCIN OINT              5GM"," 29","1926.47","  -","0.00","  1","108.50"," 28","1860.04","  -"
"OPTIVIRAL OINT                5GM"," 32","1122.49","  -","0.00","  4","181.17"," 28","982.18","  -"
" TOTAL","245","21363.29","172","11781.17","181","14333.30","236","20643.4","  0"
"","","","","","","","","",""
"TOTAL","3081","174521.35","6214","322093.85","5822","326243.21","3473","223805.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"ETHILON 10-0 NW3719           1S","  -","0.00"," 11","5812.51"," 11","6710.00","  -","0.00","  -"
"VICRYL 8-0 NW2348             1S","  -","0.00","  1","570.35","  1","700.00","  -","0.00","  5"
" TOTAL","  0","0.00"," 12","6382.86"," 12","7410.00","  0","0.00","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  3","630.00","  -","0.00","  -","0.00","  3","630.00","  -"
" TOTAL","  3","630.00","  0","0.00","  0","0.00","  3","630.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","489.39","  -","0.00","  -","0.00"," 10","489.39","  2"
"HIBROM E/D                    5ML"," 56","4009.09"," 24","1890.00"," 38","3087.00"," 42","3006.82","  -"
"HICOOL E/D                    5ML","146","8448.54","144","8115.80","134","8307.85","156","9027.21","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00","  -","0.00"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 18","1733.48","205","20047.50","  2","264.60","221","21283.2","  -"
"HIFLOX                        5ML"," 52","1520.00","  -","0.00"," 52","1689.20","  -","0.00","  -"
"HIMYCIN E/O                   5GM","202","11598.13","270","14040.00","140","7566.00","332","19062.2","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  -","0.00","  9","545.40","  -"
"IOMIDE                        10'S","104","2172.22","140","3133.00","102","2509.69","142","2965.91","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00","  -","0.00"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  -","0.00"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","703","38432.36","783","47226.30","468","23424.34","1018","64296.3","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","138","14667.56","145","14786.00","138","16912.01","145","15411.5","  -"
"ALFABET PF E/D                10ML"," 13","3086.55"," 13","3330.00","  -","0.00"," 26","6173.09","  -"
"AQUIM                         5ML"," 75","7921.07","  -","0.00","  8","1181.15"," 67","7076.16"," 10"
"AQUIM GEL                     10GM","129","25155.00","  -","0.00"," 62","12905.39"," 67","13065.0","  1"
"AQUIM LID WIPES               10S","  2","168.97","  -","0.00","  -","0.00","  2","168.97","  -"
"","","","","","","","","",""
"TOTAL","4225","272002.00","7167","393819.01","6510","388076.10","4882","338045.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AQUIM LID WIPES               20S"," 34","5334.60","  -","0.00","  2","478.38"," 32","5020.80","  -"
"AQUIM PF                      10ML"," 40","12560.31"," 13","3792.90"," 21","8660.38"," 32","10048.2","  -"
"AQUIM T E/D                   10ML"," 71","16291.22"," 65","14914.50","  2","649.60","134","30746.8","  -"
"AQUIM T E/D                   5ML"," 66","7524.00","  -","0.00"," 15","2603.95"," 51","5814.00","  -"
"AWARENE PF                    5ML"," 16","5380.18"," 13","4371.40"," 15","5333.99"," 14","4707.66","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  1","478.14","  5","1845.54","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","279","18901.19","  -","0.00"," 65","4893.00","214","14497.6","  5"
"EYEMAC GB                     10ML","109","9062.26","  -","0.00","  -","0.00","109","9062.26","  -"
"EYEMAC GEL                    10ML"," 38","3683.08","  -","0.00","  -","0.00"," 38","3683.08","  8"
"EYENESS E/D                   5ML"," 60","2049.60","  -","0.00"," 30","1138.60"," 30","1024.80","  -"
"EYENESS WIPES                 20S"," 78","9518.40","  -","0.00","  -","0.00"," 78","9518.40","  -"
"LAURICA K                     10S"," 29","4044.46","  -","0.00"," 15","2169.50"," 14","1952.50"," 14"
"MAXIM E/D                     5ML"," 66","5996.76","475","46543.50","212","22428.40","329","29892.9","  -"
"MAXIM GEL                     5ML","152","16155.58","  -","0.00"," 76","8461.11"," 76","8077.79","  -"
"MAXIM L                       5ML","216","21291.83","  -","0.00"," 13","1929.21","203","20010.3","  -"
"MAXIM-D                       5ML","181","17143.11","375","33782.00","357","36244.20","199","18847.9","  -"
"PREDINA E/D                   10ML","103","4204.46","100","4082.00","131","5934.00"," 72","2939.04","  -"
"VCOLUX                        10'S","145","15158.30"," 45","4704.30"," 22","3635.41","168","17562.7","  -"
"VCOLUX C TAB                  10S","152","14221.12","150","12936.00","150","14373.00","152","14221.1","  -"
" TOTAL","2373","255876.77","1394","143242.60","1335","150409.42","2432","265511.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  1","398.00","  2","714.00","  3","1130.00","  -","0.00","  -"
" TOTAL","  1","398.00","  2","714.00","  3","1130.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"LUPIN LTD","","","","","","","","",""
"BACTISAFE                     1000ML","  1","92.00","  -","0.00","  1","100.00","  -","0.00","  -"
" TOTAL","  1","92.00","  0","0.00","  1","100.00","  0","0.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 10","160.00"," 10","200.00","  -","0.00","  -"
"FACE MASK                     1S","650","910.00","200","290.00","100","180.00","750","1050.00","  -"
" TOTAL","650","910.00","210","450.00","110","380.00","750","1050.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 50","2995.00"," 40","2786.00"," 10","664.50","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 50","1175.00"," 40","1040.00"," 10","255.00","  -"
" TOTAL","  0","0.00","100","4170.00"," 80","3826.00"," 20","919.50","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML","  -","0.00"," 15","822.90","  4","356.85"," 11","603.46","  -"
"NEPACARE                      5ML","  -","0.00"," 15","1097.10","  2","239.12"," 13","950.82","  -"
"","","","","","","","","",""
"TOTAL","6943","478942.12","8745","526199.61","7837","513518.94","7851","565848.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  0","0.00"," 30","1920.00","  6","595.97"," 24","1554.28","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"H-2 O-2 400ML                 400ML","  4","68.00","  -","0.00","  4","78.00","  -","0.00","  -"
