itemdescri,qty,value,e,f,g,h,i,j,k
" TOTAL"," 12","900.00","  0","0.00","  0","0.00"," 12","900.00","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AUROCORT                      1ML","  -","0.00"," 15","1147.80"," 15","1275.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","951","62680.46","1018","53537.30","1074","66172.44","895","58689.6","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AUROMIDE PLUS                 5ML","  8","327.27","  -","0.00","  -","0.00","  8","327.27","  1"
"FLURES                        3ML"," 10","941.00","  -","0.00","  -","0.00"," 10","941.00"," 10"
"LID CLEAN                     50ML","  5","562.50","  -","0.00","  -","0.00","  5","562.50","  5"
"PILO                          5ML"," 26","1022.58"," 30","1179.90"," 26","1131.74"," 30","1179.90","  -"
"VOZOLE E/D                    30MG"," 20","4500.00"," 10","2250.00"," 10","2783.20"," 20","4500.00","  2"
" TOTAL"," 69","7353.35"," 55","4577.70"," 51","5189.94"," 73","7510.67","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS 100ML                      1S","  -","0.00","  5","54.00","  5","69.45","  -","0.00","  -"
"NS-500ML                      500ML","  1","23.50","  5","117.50","  5","125.00","  1","23.50","  1"
" TOTAL","  1","23.50"," 10","171.50"," 10","194.45","  1","23.50","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML"," 20","126.00","  -","0.00"," 20","140.00","  -","0.00","  -"
" TOTAL"," 20","126.00","  0","0.00"," 20","140.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CARELUB                       10ML"," 59","4068.05","  -","0.00","  -","0.00"," 59","4068.05","  -"
"CARELUB-DS                    10ML"," 33","2275.35","  -","0.00","  -","0.00"," 33","2275.35","  -"
"CONTACAINE SOL                5ML"," 24","802.32","  -","0.00","  -","0.00"," 24","802.32"," 10"
"CONTASOL BSS(PP)              250ML"," 24","1425.60","  -","0.00","  -","0.00"," 24","1425.60","  -"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  1"
"CONTASOL GLASS 500ML          1'S","  7","824.18","  -","0.00","  -","0.00","  7","824.18","  1"
"FLUO STRIPS                   100S","  4","600.00"," 20","3000.00"," 20","3320.00","  4","600.00","  -"
"MOCARE-LP                     5ML"," 60","4137.00","  -","0.00","  -","0.00"," 60","4137.00"," 12"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56"," 48"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  2"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  2"
" TOTAL","534","18611.06"," 20","3000.00"," 20","3320.00","534","18611.0","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80"," 40"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08"," 10"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  1"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","272.50"," 10","290.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00"," 61","1637.85"," 61","1708.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00","  2","214.00","  1","115.00","  1","107.00","  -"
" TOTAL","  0","0.00"," 73","2124.35"," 72","2113.00","  1","107.00","  0"
"","","","","","","","","",""
"COASTAL HEALTH CARE","","","","","","","","",""
"ULTRA SCAN GEL                1S","  2","44.00","  -","0.00","  2","44.00","  -","0.00","  -"
" TOTAL","  2","44.00","  0","0.00","  2","44.00","  0","0.00","  0"
"","","","","","","","","",""
"TOTAL","1628","91208.03","1161","62263.05","1234","75898.83","1555","87311.5","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.BUFFANT CAP BL             1'S","100","150.00","100","150.00","200","360.00","  -","0.00","  -"
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00"," 50"
" TOTAL","150","650.00","100","150.00","200","360.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","200","350.00","600","1050.00","600","1135.00","200","350.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  1","68.00","  1","75.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  1","71.00","  3","204.00","  1","68.00","  3","213.00","  -"
"DISPOVAN SYG 10ML             1S"," 50","182.50","  -","0.00"," 50","192.50","  -","0.00","  -"
" TOTAL","251","603.50","604","1322.00","652","1470.50","203","563.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","175.00","  -","0.00","  1","180.00","  -","0.00","  -"
" TOTAL","  1","175.00","  0","0.00","  1","180.00","  0","0.00","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  5","1171.97"," 24","5625.45","  5","1323.97"," 24","5625.45","  -"
"ABPRESS                       5ML","  3","433.49"," 25","3612.39"," 27","4880.22","  1","144.50","  -"
"ADBROM                        5ML"," 66","4561.16","145","10020.74","133","10008.25"," 78","5390.46","  1"
"CATAGON                       10ML"," 61","3291.45","155","8003.95","159","10197.51"," 57","3075.62","  -"
"CYCLOFEZ                      5ML"," 32","1337.28"," 25","1044.75"," 23","1053.03"," 34","1420.86","  -"
"E-FLO DROPS                   5ML"," 44","2384.22","  -","0.00"," 43","4753.95","  1","54.19","  1"
"ENGATT E/D                    5ML"," 69","3226.10"," 50","2337.75"," 63","2315.25"," 56","2618.28","  6"
"ENLUBE                        10ML"," 23","1721.34","145","11006.39","151","13013.35"," 17","1272.30","  -"
"ENLUBE FUSION E/D             5ML"," 17","1488.75"," 25","2673.55"," 25","3778.25"," 17","1488.75"," 17"
"ENTRAK SOOTHE                 5GM"," 18","3375.27"," 24","4500.36","  8","1715.00"," 34","6375.51","  9"
"FLUBI E/D                     5ML","  6","283.31","  -","0.00","  -","0.00","  6","283.31","  -"
"FLUBICHLOR E/D                5ML"," 14","688.10","  -","0.00","  -","0.00"," 14","688.10","  -"
"FLUBIGAT                      5ML"," 17","924.46","  -","0.00"," 15","1168.31","  2","108.76","  2"
"FLUCOCID                      5ML"," 11","378.29"," 25","859.75"," 21","748.92"," 15","515.85","  -"
"GANCIGEL                      5GM"," 40","3314.60","  -","0.00","  -","0.00"," 40","3314.60"," 13"
"HOMACID                       5ML"," 35","798.70","275","6853.75","300","8112.40"," 10","228.20","  -"
"LACRYL GENTLE GEL             10GR","  -","0.00"," 12","1864.30"," 12","2029.97","  -","0.00","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  1"
"LACRYL SOOTHE                 10ML","  7","451.61","  -","0.00","  3","295.06","  4","258.06","  4"
"LACRYL ULTRA E/D              10ML","  8","1753.01"," 36","7888.53"," 22","6254.73"," 22","4820.77","  -"
"LACRYL-PF                     5GM"," 46","3016.33","170","10876.32","139","11055.69"," 77","5049.07","  -"
"LACRYL-PLUS                   10ML"," 18","761.85","  -","0.00","  -","0.00"," 18","761.85"," 12"
"LOT OINTMENT                  5GM","  1","69.50","220","15290.62","217","17251.28","  4","278.01","  -"
"LOT-LS                        5ML"," 12","739.36","  -","0.00","  -","0.00"," 12","739.36","  -"
"MACUSHIELD TAB                10S"," 11","876.28","120","9559.44","120","12203.40"," 11","876.28"," 11"
"MOTOGRAM E/D                  5ML","  6","630.05","  -","0.00","  -","0.00","  6","630.05","  6"
"MYATRO E/D                    5ML","  2","247.90"," 30","3718.47"," 21","3153.24"," 11","1363.44","  -"
"NATACIN                       5ML"," 20","1681.10"," 25","2101.38"," 24","1989.90"," 21","1765.16","  -"
"NEPAONCE                      3ML","  -","0.00"," 25","3597.36"," 25","5196.50","  -","0.00","  -"
"OMEFLOX E/D                   5ML","  6","180.96","  -","0.00","  -","0.00","  6","180.96","  6"
"OMEFLOX OINT                  5GM","  -","0.00"," 60","2372.40","  5","215.26"," 55","2174.70","  -"
"OMEFLOX-BM                    5GM"," 60","983.40","  -","0.00","  -","0.00"," 60","983.40","  -"
"OPTICOOL E/D                  10ML"," 30","1639.32","145","7257.40","113","6485.75"," 62","3387.93","  -"
"PRESS-DT                      10S","  -","0.00","180","4968.00","180","5382.00","  -","0.00","  -"
"RHOPRESS E/D                  2.5ML","  6","1398.20","  -","0.00","  -","0.00","  6","1398.20","  -"
"","","","","","","","","",""
"TOTAL","2725","136712.28","3806","189768.10","3941","212490.52","2590","145914.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"SOLINE 5                      10ML"," 65","3494.67"," 70","3763.49","112","6653.91"," 23","1236.58","  -"
"SOLINE-6                      3GM"," 16","1345.05","245","19343.81","213","19893.69"," 48","4035.16","  -"
"T-1                           3ML","  1","155.47"," 60","9328.47"," 51","9322.93"," 10","1554.75","  -"
"TIMOL P                       10ML"," 48","2185.92"," 75","3553.50","101","4055.73"," 22","1001.88","  -"
"TOBRACID E/D                  5ML","  5","245.15"," 25","1225.75"," 30","1634.40","  -","0.00","  -"
"TROMIDE-PLUS                  5ML"," 22","972.48","  -","0.00"," 22","1296.46","  -","0.00","  -"
" TOTAL","852","52474.50","2416","163248.07","2383","177438.31","885","65368.7","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 33","5038.68"," 36","5496.74"," 42","6921.38"," 27","4122.55","  -"
"AZENATE NASAL SPRAY           9.8ML","  1","192.34","  -","0.00","  -","0.00","  1","192.34","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 17","2140.16"," 24","3021.40"," 17","2402.07"," 24","3021.40","  -"
"FEXAGON PLUS TAB              10S"," 62","4401.33"," 60","4259.35"," 72","5564.83"," 50","3549.46","  -"
"MOMFIT NASAL SPRAY            10ML","  1","131.25","  -","0.00","  -","0.00","  1","131.25","  -"
"NASOLINE NASAL SPRAY          10ML","  4","103.94","  -","0.00","  -","0.00","  4","103.94","  4"
"ORINASE-A                     10ML"," 30","1052.33","  -","0.00","  6","224.17"," 24","841.86","  -"
"OTOBIOTIC                     5ML"," 56","3750.43","120","8036.32"," 71","5245.77","105","7032.06","  -"
"OTOBIOTIC PLUS NEW            5ML","  3","115.73"," 24","925.80","  6","252.01"," 21","810.08","  1"
"OTOFUNGIN E/D                 10ML"," 68","2622.60","  -","0.00","  -","0.00"," 68","2622.60","  -"
"OTOGON EAR DROPS              10ML","  2","191.80","  -","0.00","  -","0.00","  2","191.80","  -"
"RHINASE NASAL DROPS           10ML","  2","143.58","  -","0.00","  -","0.00","  2","143.58","  -"
"TINNITOD CAP                  10S"," 12","2282.28"," 60","12552.01"," 58","13469.65"," 14","2662.66","  -"
"WAXONIL ACTIV                 10ML"," 19","1457.11"," 24","1578.92","  1","91.70"," 42","3220.98","  -"
"WAXONIL KID                   10ML"," 14","775.36","  -","0.00","  -","0.00"," 14","775.36","  1"
" TOTAL","324","24398.92","348","35870.54","273","34171.58","399","29421.9","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 16","1069.81","  -","0.00","  -","0.00"," 16","1069.81"," 15"
"4QUIN E/O                     5GM"," 17","893.84","  -","0.00"," 15","1226.85","  2","105.16","  -"
"4QUIN KT E/D                  5ML"," 20","1280.44","  -","0.00","  -","0.00"," 20","1280.44"," 19"
"4QUIN-D                       5ML"," 35","1500.17","  -","0.00","  -","0.00"," 35","1500.17"," 35"
"EYECIRQUE PRO                 1S"," 13","3425.26","  -","0.00","  -","0.00"," 13","3425.26","  -"
"EYETAMIN SYP                  200ML","  -","0.00","  6","822.20","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  -","0.00"," 12","3837.90","  1","413.64"," 11","3518.08","  -"
"HYSIGHT                       5ML"," 27","2857.22","  -","0.00","  1","148.27"," 26","2751.40","  -"
"I-BORIC                       10ML"," 36","1984.91","  -","0.00","  -","0.00"," 36","1984.91","  4"
"I-DEW DS                      10ML"," 86","8159.89","  -","0.00"," 81","7395.28","  5","474.41","  -"
"I-DEW MEGA CAP                10S"," 12","1446.51","  -","0.00","  -","0.00"," 12","1446.51","  -"
"I-DEW OINT                    5GM","  1","75.73","  -","0.00","  -","0.00","  1","75.73","  1"
"I-DEW SOOTH                   5ML"," 36","2808.72","  -","0.00","  2","216.09"," 34","2652.68","  1"
"KLS DROPS                     5ML"," 24","1109.60","  -","0.00","  -","0.00"," 24","1109.60","  -"
"LOCTEARS FUSION               10ML","  1","94.88"," 12","1138.50","  6","606.37","  7","664.13","  -"
"NEPATOP FREE                  5ML"," 38","4987.50","  -","0.00","  -","0.00"," 38","4987.50","  -"
"OLOPLUS KT                    5ML","  -","0.00"," 36","3375.00"," 36","3750.00","  -","0.00","  -"
"OPTIHIST E/D                  5ML"," 20","747.83","  -","0.00","  1","48.86"," 19","710.44","  -"
"OPTIHIST-CROMZ                5ML","  6","303.75","  -","0.00","  2","132.30","  4","202.50","  4"
"OPTIHIST-PLUS                 5ML"," 15","920.45"," 33","2025.00"," 11","808.50"," 37","2270.45","  -"
"OPTIVIRAL OINT                5GM","  4","140.31","  -","0.00","-30","0.00"," 34","1192.64","  4"
"P-CAIN E/D                    5ML","  -","0.00"," 50","1759.50"," 50","1912.50","  -","0.00","  -"
"PHENOCAINE PLUS               5AMP*1ML","  -","0.00"," 12","4660.70","  -","0.00"," 12","4661.07","  -"
"PREDPLUS                      10ML"," 50","2139.00","  -","0.00","  -","0.00"," 50","2139.00","  -"
" TOTAL","457","35945.83","161","17618.80","176","16658.66","442","39044.0","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","  1","131.42","  -","0.00","  1","160.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","3664","205587.20","4790","280472.46","4920","306337.88","3534","222209.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  1","131.42","  0","0.00","  1","160.00","  0","0.00","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  5","210.94","  -","0.00","  4","179.52","  1","42.19","  1"
" TOTAL","  5","210.94","  0","0.00","  4","179.52","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","188.00","  -","0.00","  1","188.00","  -"
" TOTAL","  0","0.00","  1","188.00","  0","0.00","  1","188.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","578.80","  -","0.00","  -","0.00"," 10","578.80"," 10"
"HIBROM E/D                    5ML","  5","431.35"," 50","3450.80"," 42","2817.99"," 13","1121.51","  -"
"HICOOL E/D                    5ML"," 25","1676.82"," 32","1475.60"," 49","3005.39","  8","536.58","  -"
"HICOOL EXCEL                  10ML"," 30","6581.40","  -","0.00"," 15","2244.34"," 15","3290.70","  -"
"HICOOL PF GEL                 5GM"," 28","3402.00","175","19440.00","187","18603.00"," 16","1944.00","  -"
"HIMYCIN E/O                   5GM","123","8634.60","248","16848.00","343","19422.00"," 28","1965.60","  -"
"HIOXY TAB                     10S","  9","676.23","  -","0.00","  -","0.00","  9","676.23","  9"
"IOMIDE                        10'S","  5","139.70","120","2794.00"," 70","1521.44"," 55","1536.70","  -"
"MAXDIL PLUS                   5ML"," 40","1960.40","  -","0.00","  -","0.00"," 40","1960.40"," 40"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80"," 20"
"OPTICHIL                      10ML","  1","82.35","  -","0.00","  -","0.00","  1","82.35","  1"
"ZOBRA OINT                    5GM","  8","403.76"," 15","0.00","  -","0.00"," 23","1160.81","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50"," 25"
" TOTAL","329","27297.71","640","44008.40","706","47614.16","263","17583.9","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HINDUSTAN SYRINGS & MEDICAL DEVICES LTD","","","","","","","","",""
"GLASSVAN BLD 11               1S","  -","0.00","100","252.00","100","270.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","252.00","100","270.00","  0","0.00","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","169","19221.81","195","22179.00","299","37786.70"," 65","7393.00","  -"
"ALFABET PF E/D                10ML"," 26","6660.00"," 39","9990.00"," 37","10915.00"," 28","7172.31","  -"
"AQUIM                         5ML","101","9176.86"," 75","6814.50"," 75","7571.50","101","9176.86"," 25"
"","","","","","","","","",""
"TOTAL","4374","275531.45","5840","363904.36","6141","410674.76","4073","271142.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AQUIM GEL                     10GM","105","18855.20","195","35016.80"," 75","14665.21","225","40403.9","  -"
"AQUIM LID WIPES               10S","  2","175.73","  -","0.00","  -","0.00","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 27","4942.35","  -","0.00","  2","717.57"," 25","4576.25"," 21"
"AQUIM PF                      10ML"," 40","11670.46"," 65","18964.50"," 52","17982.40"," 53","15463.3","  1"
"AQUIM T E/D                   10ML"," 65","14914.50","  -","0.00"," 65","16571.50","  -","0.00","  -"
"AQUIM T E/D                   5ML"," 33","4047.07"," 75","7971.50"," 33","4063.59"," 75","9197.89","  -"
"AWARENE PF                    5ML"," 33","10362.25"," 13","4082.10"," 14","5823.84"," 32","10048.2","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","126","9018.24","176","12883.20","101","8231.01","201","14386.2","  2"
"EYEMAC E/D                    10ML"," 65","3921.50","195","13693.50","126","10242.40","134","8084.33","  -"
"EYEMAC GB                     10ML"," 75","7194.81","  -","0.00","  2","271.60"," 73","7002.95"," 73"
"EYEMAC GEL                    10ML"," 12","1163.08"," 65","6300.00"," 26","2800.00"," 51","4943.08"," 12"
"EYENESS E/D                   5ML","105","3586.80","  -","0.00","  -","0.00","105","3586.80","  -"
"EYENESS WIPES                 20S"," 39","4759.20"," 26","3172.80"," 26","3525.40"," 39","4759.20","  -"
"LAURICA K                     10S"," 65","9065.18"," 26","3905.00"," 26","4252.22"," 65","9065.18","  -"
"MAXIM E/D                     5ML"," 37","3549.44","260","24942.00","156","16628.40","141","13526.2","  -"
"MAXIM GEL                     5ML","230","23361.86","300","30472.00","216","25220.82","314","31894.0","  -"
"MAXIM L                       5ML","151","13719.86","375","34072.50","239","24667.94","287","26076.8","  -"
"MAXIM-D                       5ML","326","30387.86","450","39150.00","445","44080.00","331","30853.9","  -"
"PREDINA E/D                   10ML"," 60","2217.60","150","5881.50","110","4749.13","100","3696.00","  -"
"VCOLUX                        10'S"," 80","8861.54","205","21600.00","175","20800.00","110","12184.6"," 15"
"VCOLUX C TAB                  10S","227","19576.48","150","12936.00","225","22134.42","152","13108.4","  2"
" TOTAL","2205","242624.31","3035","314026.90","2525","303700.65","2715","288990.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  2","708.00","  -","0.00","  1","370.00","  1","354.00","  -"
" TOTAL","  2","708.00","  0","0.00","  1","370.00","  1","354.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"LUPIN LTD","","","","","","","","",""
"BACTISAFE                     1000ML","  -","0.00","  1","92.00","  1","100.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","92.00","  1","100.00","  0","0.00","  0"
