itemdescri,qty,value,e,f,g,h,i,j,k
"VOZOLE E/D                    30MG"," 10","2542.80"," 10","2468.70","  5","1548.40"," 15","3814.20","  -"
" TOTAL"," 67","5875.86","134","10021.50","117","10166.80"," 84","7090.51","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
"TAGAMOX-DX                    5ML","  -","0.00","  -","0.00"," -3","0.00","  3","255.86","  -"
" TOTAL","  4","289.30","  0","0.00"," -3","0.00","  7","545.16","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BECTON DICKINSON & COMPANY","","","","","","","","",""
"BD EMERALD 3ML                1'S","  -","0.00","1600","5360.00","1000","3600.00","600","2010.00","  -"
" TOTAL","  0","0.00","1600","5360.00","1000","3600.00","600","2010.00","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML"," 41","3426.34","  -","0.00","  -","0.00"," 41","3426.34","  2"
"GLUKOGEGSIC CAP               10'S"," 32","5193.81","  -","0.00"," 32","6059.42","  -","0.00","  -"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 30","9135.82","  -","0.00","  -","0.00"," 30","9135.82","  -"
" TOTAL","223","25984.27","  0","0.00"," 32","6059.42","191","20790.4","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25","  -","0.00","  -","0.00","  1","25.25","  -"
" TOTAL","  1","25.25","  0","0.00","  0","0.00","  1","25.25","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"FLUO STRIPS                   100S"," 14","2072.00","  -","0.00"," 10","1650.00","  4","592.00","  -"
"TEAR STRIPS                   100S","  1","200.00","  -","0.00","  -","0.00","  1","200.00","  -"
"VISCOLON VAILS                5ML"," 60","2481.82","  -","0.00","  -","0.00"," 60","2481.82","  -"
" TOTAL","355","5358.12","  0","0.00"," 10","1650.00","345","3878.12","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","  -","0.00","800","1120.00","300","580.00","500","700.00","  -"
" TOTAL","  0","0.00","800","1120.00","300","580.00","500","700.00","  0"
"","","","","","","","","",""
"TOTAL","1786","107511.20","4130","103419.62","2634","103158.59","3282","124196.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"RL-500ML                      1S","  -","0.00"," 56","1587.60"," 56","1680.00","  -","0.00","  -"
"ST WATER 10ML                 50","  2","224.00"," 13","1391.00"," 10","1150.00","  5","560.00","  -"
" TOTAL","  2","224.00"," 69","2978.60"," 66","2830.00","  5","560.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","200","358.00","300","537.00","400","780.00","100","179.00","  -"
"DISPOVAN NDL 24               100S","  9","612.00"," 10","680.00"," 14","1053.00","  5","340.00","  -"
"DISPOVAN NDL 26               100S","  5","350.00"," 20","1360.00"," 20","1510.00","  5","350.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00","250","937.50","  -","0.00","250","937.50","  -"
"DISPOVAN SYG 5ML              1S","  -","0.00","300","720.00","200","520.00","100","240.00","  -"
" TOTAL","214","1320.00","880","4234.50","634","3863.00","460","2046.50","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 37","1665.00","  -","0.00"," 16","773.00"," 21","945.00","  -"
"HOMACID                       5ML"," 53","1287.37","275","6679.75","303","7984.42"," 25","607.25","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 13","5049.49"," 24","9321.77"," 25","12946.50"," 12","4661.07","  -"
"TIMOL P                       10ML"," 65","3017.21"," 25","1276.50"," 40","2171.71"," 50","2320.93"," 20"
" TOTAL","168","11019.07","324","17278.02","384","23875.63","108","8534.25","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  5","1081.69","  -","0.00","  -","0.00","  5","1081.69","  -"
"ABPRESS                       5ML","  -","0.00"," 10","0.00","  1","207.86","  9","1335.13","  -"
"ADBROM                        5ML"," 70","4948.70","100","7212.76"," 70","5775.14","100","7069.57","  -"
"CATAGON                       10ML"," 92","5280.90","100","5740.11"," 99","6910.15"," 93","5338.30","  -"
"E-FLO DROPS                   5ML"," 30","1722.04"," 50","3090.65"," 29","2187.60"," 51","2927.46","  -"
"ENGATT E/D                    5ML"," 47","2197.49","  -","0.00","  -","0.00"," 47","2197.49"," 21"
"ENLUBE                        10ML"," 76","6364.91","  -","0.00","  3","393.61"," 73","6113.66","  9"
"ENLUBE FUSION E/D             5ML"," 75","6510.15","100","8680.20"," 70","6798.75","105","9114.21","  -"
"ENMOX KT                      5ML","  -","0.00"," 25","2039.73"," 25","2946.50","  -","0.00","  -"
"ENTRAK SOOTHE                 5GM"," 20","3964.65","  -","0.00","  3","777.01"," 17","3369.95","  -"
"FLUBI E/D                     5ML"," 32","1508.65","  -","0.00","  -","0.00"," 32","1508.65","  2"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML"," 25","1633.96","  -","0.00"," 18","1298.39","  7","457.51","  -"
"FLUCOCID                      5ML"," 29","983.11","  -","0.00","  -","0.00"," 29","983.11","  -"
"GANCIGEL                      5GM"," 13","1077.16"," 24","1988.60"," -8","0.00"," 45","3728.62","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 19","1308.72","  -","0.00","  2","209.99"," 17","1170.96"," 12"
"LACRYL ULTRA E/D              10ML","  9","1932.53"," 60","10727.54"," 46","9897.71"," 23","4938.69","  -"
"LACRYL-PF                     5GM","158","10113.61","150","9835.86","263","23103.67"," 45","2880.46","  -"
"LACRYL-PLUS                   10ML"," 24","1116.00","  -","0.00","  1","60.76"," 23","1069.50","  -"
"LOT OINTMENT                  5GM","221","17024.89","  -","0.00","164","13333.12"," 57","4391.03","  -"
"MACUSHIELD TAB                10S","  5","435.68"," 30","2614.06"," 34","4961.59","  1","87.14","  -"
"MOTOGRAM E/D                  5ML"," 10","899.77"," 24","2700.00"," 30","3750.00","  4","359.91","  -"
"","","","","","","","","",""
"TOTAL","3200","193856.54","6076","182540.25","4568","216339.07","4708","199137.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"MYATRO E/D                    5ML"," 53","6250.19"," 50","5478.76"," 96","13268.36","  7","825.50","  -"
"NATACIN                       5ML","  8","639.88","  -","0.00","  2","170.52","  6","479.91","  -"
"NEPAONCE                      3ML"," 12","1735.75"," 49","7492.82"," 37","7875.00"," 24","3471.49","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 60","2507.40","  -","0.00","  5","227.51"," 55","2298.45","  -"
"OMEFLOX-BM                    5GM"," 40","642.49","120","1966.80","160","2855.33","  -","0.00","  -"
"OPTICOOL E/D                  10ML","130","7496.54","  -","0.00"," 70","4165.00"," 60","3459.94","  -"
"PRESS-DT                      10S"," 20","614.00","  -","0.00","  -","0.00"," 20","614.00","  -"
"SOLINE 5                      10ML"," 39","2056.67"," 25","1344.10"," 33","2011.30"," 31","1634.79","  -"
"SOLINE-6                      3GM","102","8293.38","360","28571.70","331","30783.45","131","10651.3","  -"
"T-1                           3ML"," 22","4275.33","  -","0.00","  4","1015.72"," 18","3498.00","  4"
"TOBRACID E/D                  5ML","  -","0.00"," 25","1337.25"," 25","1485.75","  -","0.00","  -"
"TREHATOD                      5ML","  -","0.00"," 75","8163.57"," 72","10671.60","  3","343.01","  -"
"TROMIDE-PLUS                  5ML","  -","0.00"," 25","1446.50"," 25","1607.25","  -","0.00","  -"
" TOTAL","1469","106044.89","1402","110431.01","1710","158748.64","1161","88828.0","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 27","3912.75","  -","0.00","  6","937.12"," 21","3043.25","  3"
"E-SALIVA PLUS MOUTHSPRAY      15ML","  1","123.39"," 24","3021.40"," 12","1628.24"," 13","1604.12","  -"
"FEXAGON PLUS TAB              10S"," 45","3495.38"," 30","2129.50"," 24","1854.94"," 51","3961.43","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57"," 10","340.70"," -2","0.00"," 16","454.27","  -"
"ORINASE-A                     10ML","  -","0.00"," 10","393.30","  -","0.00"," 10","327.75","  -"
"OTOBIOTIC                     5ML","181","12261.57","  -","0.00","101","7434.26"," 80","5419.48","  -"
"OTOBIOTIC PLUS NEW            5ML"," 32","1234.49","  -","0.00","  6","252.01"," 26","1003.03","  1"
"OTOFUNGIN E/D                 10ML"," 10","482.17","  -","0.00","  -","0.00"," 10","482.17","  -"
"TINNITOD CAP                  10S"," 17","3168.83"," 60","11410.50"," 34","7505.68"," 43","8015.29","  -"
"WAXONIL ACTIV                 10ML"," 61","4281.03","  -","0.00","  -","0.00"," 61","4281.03"," 14"
"WAXONIL O                     10ML"," 25","2397.29","  -","0.00","  6","626.51"," 19","1821.94","  -"
"ZINCOCID TAB                  15'S"," 12","732.20","  -","0.00","  -","0.00"," 12","732.20","  -"
" TOTAL","415","32202.68","134","17295.40","187","20238.76","362","31145.9","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 27","1805.31","  -","0.00","  1","109.20"," 26","1738.45","  2"
"4QUIN E/O                     5GM"," 30","1861.77","  -","0.00","  3","263.54"," 27","1675.59","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71"," 25","1754.52"," -1","0.00"," 45","2659.05","  -"
"4QUIN-BROM                    5ML","  -","0.00"," 25","2363.94","  -","0.00"," 25","2181.84","  -"
"4QUIN-D                       5ML","  7","346.16"," 25","1339.48","  -","0.00"," 32","1582.46","  6"
"4QUIN-LOT                     5ML","  7","761.52","  -","0.00","  1","140.00","  6","652.73","  -"
"ENTODASE                      10","  -","0.00","  2","1228.18","  2","2729.28","  -","0.00","  -"
"EYECIRQUE PRO                 1S"," 27","6521.69","  -","0.00","  -","0.00"," 27","6521.69"," 11"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  3","988.48"," 12","3837.90","  5","2076.72"," 10","3294.93","  -"
"I-BORIC                       10ML","  7","358.41"," 12","716.86","  3","234.14"," 16","819.22","  2"
"I-DEW DS                      10ML","  8","680.83"," 74","7112.02"," 28","3557.55"," 54","4595.63","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 18","1304.11"," 50","3364.00"," 16","1525.46"," 52","3767.44","  1"
"LOCTEARS FUSION               10ML","  7","595.73","  -","0.00","  2","271.95","  5","425.52","  -"
"OLOPLUS KT                    5ML","  -","0.00"," 25","2544.79","  -","0.00"," 25","2544.79","  -"
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 15","920.45"," 22","1350.00"," 13","955.50"," 24","1472.73","  -"
"OPTITHROCIN OINT              5GM"," 86","5712.98","  -","0.00","  2","216.99"," 84","5580.12","  -"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
" TOTAL","291","24678.11","272","25611.69"," 75","12080.33","488","41210.1","  0"
"","","","","","","","","",""
"TOTAL","4396","285369.60","7211","281248.84","5690","324794.95","5917","298890.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  1","210.00","  2","420.00","  1","230.00","  2","420.00","  -"
" TOTAL","  1","210.00","  2","420.00","  1","230.00","  2","420.00","  0"
"","","","","","","","","",""
"GERMAN REMEDIES","","","","","","","","",""
"DEXAGEE PLUS                  2ML","  -","0.00"," 40","240.00"," 40","280.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 40","240.00"," 40","280.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","489.39"," -7","-405.16","  -","0.00","  3","146.82","  2"
"HIBROM E/D                    5ML"," 42","3006.82"," 42","2835.00"," 42","3087.00"," 42","3006.82","  -"
"HICOOL E/D                    5ML","123","7117.60","148","8115.80","105","6796.96","166","9605.87","  -"
"HICOOL EXCEL                  10ML"," 36","5265.12","  -","0.00"," 15","2388.75"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 95","9148.91","  -","0.00"," 65","7425.00"," 30","2889.13","  -"
"HIFLOX                        5ML","  -","0.00"," 78","2280.00","  -","0.00"," 78","2280.00","  -"
"HIGATI DROPS                  5ML","  -","0.00"," 28","1004.40","  -","0.00"," 28","1004.40","  -"
"HIMYCIN E/O                   5GM","308","17684.28"," 88","4617.00","288","20195.10","108","6200.98","  -"
"IOMIDE                        10'S","143","2986.80","  -","0.00"," 70","1705.69"," 73","1524.73","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00"," 25","1361.25","  5","268.30","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  4","217.59","  6","302.82","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","854","51367.21","377","18447.04","614","43177.34","617","33854.9","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","  7","744.01"," -1","-147.86","  -","0.00","  6","637.72","  -"
"ALFABET PF E/D                10ML"," 13","3086.55"," 45","10684.20","  4","1535.36"," 54","12821.0","  -"
"AQUIM                         5ML"," 54","5703.17"," -2","-272.58"," 42","4988.10"," 10","1056.14"," 10"
"AQUIM GEL                     10GM"," 77","15015.00","  -","0.00","  2","611.80"," 75","14625.0","  1"
"AQUIM LID WIPES               10S"," 12","1013.82"," -2","-219.66","  -","0.00"," 10","844.85","  -"
"","","","","","","","","",""
"TOTAL","5495","369928.49","7670","310399.98","6393","375617.55","6772","370569.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AQUIM LID WIPES               20S"," 41","6432.90","  -","0.00","  -","0.00"," 41","6432.90","  -"
"AQUIM PF                      10ML"," 12","3768.09"," 38","11922.33"," 11","4875.87"," 39","12246.3","  -"
"AQUIM T E/D                   10ML"," 68","15602.86","-65","-14914.50","  1","321.49","  2","458.91","  -"
"AQUIM T E/D                   5ML","122","13908.00"," 74","8390.57","119","17242.50"," 77","8778.00","  -"
"AWARENE PF                    5ML"," 23","7734.01"," 13","4371.40"," 14","6639.67"," 22","7397.75","  -"
"CANDOR PF                     10ML","  8","2583.32","  -","0.00","  -","0.00","  8","2583.32","  -"
"DORBET PF                     10ML","  4","1476.43","  -","0.00","  -","0.00","  4","1476.43","  -"
"ERPETOL E/D                   5ML","175","14142.50","-175","-12883.20","  -","0.00","  -","0.00","  -"
"EYEMAC E/D                    10ML"," 72","4877.73"," -1","-88.07","  1","94.92"," 70","4742.23","  5"
"EYEMAC GB                     10ML","106","8812.84","-106","-9228.54","  -","0.00","  -","0.00","  -"
"EYEMAC GEL                    10ML"," 38","3683.08","  -","0.00"," 26","2800.00"," 12","1163.08"," 20"
"EYENESS E/D                   5ML"," 75","2562.00","  -","0.00","  -","0.00"," 75","2562.00","  -"
"EYENESS WIPES                 20S"," 78","9518.40","-78","-9518.40","  -","0.00","  -","0.00","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML"," 80","7268.80","  -","0.00","  -","0.00"," 80","7268.80","  -"
"MAXIM GEL                     5ML"," 76","8077.79"," 75","7971.50"," 75","8679.86"," 76","8077.79","  -"
"MAXIM L                       5ML","183","18038.91","-150","-13629.00","  4","587.55"," 29","2858.63","  -"
"MAXIM-D                       5ML","377","35706.91"," 75","7103.50","280","31256.28","172","16290.6","  -"
"PATINE KT                     5ML","  -","0.00"," 75","8260.50","  -","0.00"," 75","8260.50","  -"
"VCOLUX                        10'S"," 62","6481.48"," -9","-1008.00","  -","0.00"," 53","5540.62","  -"
"VCOLUX C TAB                  10S"," 77","7204.12"," -1","-129.36"," 14","1559.30"," 62","5800.72","  1"
" TOTAL","1854","205395.23","-195","-3335.17","593","81192.70","1066","133875.","  0"
"","","","","","","","","",""
"JOHNSON & JOHNSON","","","","","","","","",""
"VICRYL 6-0 NW2670             1S"," 12","6527.04","  -","0.00"," 12","7680.00","  -","0.00","  -"
" TOTAL"," 12","6527.04","  0","0.00"," 12","7680.00","  0","0.00","  0"
"","","","","","","","","",""
"KALPAS INDUSTRIES","","","","","","","","",""
"SANITIZER                     5L","  -","0.00","  1","510.00","  1","600.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","510.00","  1","600.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 30","480.00"," 20","400.00"," 10","160.00","  -"
"FACE MASK                     1S","500","700.00","400","560.00","500","1560.00","400","560.00","  -"
" TOTAL","500","700.00","430","1040.00","520","1960.00","410","720.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S"," 10","664.50","100","6645.00","100","6965.00"," 10","664.50","  -"
"LOX  10% SPRAY                50ML","  -","0.00","  2","980.00","  2","1060.00","  -","0.00","  -"
"LOX 2% 30ML                   1S","  7","178.50","110","2805.00","100","2800.00"," 17","433.50","  -"
" TOTAL"," 17","843.00","212","10430.00","202","10825.00"," 27","1098.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML","  8","438.88"," 15","822.90","  7","623.11"," 16","877.76","  1"
