itemdescri,qty,value,e,f,g,h,i,j,k
"DISPOVAN SYG 10ML             1S"," 50","187.50"," 50","182.50","100","390.00","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","  -","0.00","100","240.00","100","270.00","  -","0.00","  -"
" TOTAL"," 50","187.50","859","2314.50","908","2625.00","  1","70.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","180.00","  -","0.00","  -","0.00","  1","180.00","  -"
" TOTAL","  1","180.00","  0","0.00","  0","0.00","  1","180.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 28","1260.00","  -","0.00","  -","0.00"," 28","1260.00","  -"
"HOMACID                       5ML"," 36","874.44","425","10323.25","405","10570.20"," 56","1360.24","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 12","4661.07"," 36","13983.22"," 47","24339.42","  1","388.42","  -"
"TIMOL P                       10ML"," 36","1671.07","100","5106.00"," 89","4079.25"," 47","2181.67"," 20"
" TOTAL","112","8466.58","561","29412.47","541","38988.87","132","5190.34","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  6","1298.02"," 24","5625.44"," 18","4593.75"," 12","2596.05","  -"
"ADBROM                        5ML"," 80","5655.66"," 95","6788.75","147","11810.55"," 28","1979.48","  -"
"CATAGON                       10ML"," 22","1262.82","100","5464.48","122","8918.28","  -","0.00","  -"
"E-FLO DROPS                   5ML","114","6543.74","  -","0.00"," 86","6143.71"," 28","1607.23","  -"
"ENGATT E/D                    5ML"," 47","2197.49"," 50","2337.75"," 42","1679.92"," 55","2571.54","  -"
"","","","","","","","","",""
"TOTAL","2230","123080.30","3530","139923.89","3682","188117.30","2078","100592.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"ENLUBE                        10ML"," 65","5443.67","100","8152.18","133","12140.09"," 32","2679.96","  -"
"ENLUBE FUSION E/D             5ML"," 33","2864.47","  -","0.00","  -","0.00"," 33","2864.47","  -"
"ENMOX E/D                     5ML","  -","0.00"," 25","1940.63","  -","0.00"," 25","1940.63","  -"
"ENTRAK SOOTHE                 5GM"," 39","7731.07"," 24","4757.58"," 48","10777.74"," 15","2973.49","  -"
"FLUBI E/D                     5ML"," 17","801.47","  -","0.00"," 11","565.56","  6","282.87","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML","  1","65.36"," 24","1433.71"," 16","1085.66","  9","588.22","  -"
"FLUCOCID                      5ML"," 52","1762.82","  -","0.00"," 28","748.92"," 24","813.61","  -"
"GANCIGEL                      5GM"," 37","3065.76","  -","0.00","  8","768.94"," 29","2402.89","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 27","1859.76","  -","0.00","  3","314.99"," 24","1653.12","  -"
"LACRYL ULTRA E/D              10ML","  4","858.90"," 12","2629.51"," 13","3710.18","  3","644.18","  -"
"LACRYL-PF                     5GM"," 58","3712.59","200","13114.48","137","11900.03","121","7745.23","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM"," 90","6933.21","150","10425.42","164","13310.40"," 76","5854.71","  -"
"LOT-LS                        5ML","  -","0.00"," 24","1478.72"," 24","1609.94","  -","0.00","  -"
"MOTOGRAM E/D                  5ML","  5","449.89","  -","0.00","  -","0.00","  5","449.89","  -"
"MYATRO E/D                    5ML","  1","117.93"," 30","3718.47"," 29","4386.97","  2","235.86","  -"
"NATACIN                       5ML"," 20","1599.71"," 50","3638.22"," 31","2472.54"," 39","3119.43","  -"
"NEPAONCE                      3ML"," 18","2603.62","  -","0.00","  6","1018.51"," 12","1735.75","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX-BM                    5GM"," 10","160.62","120","1966.80"," 70","1249.21"," 60","963.74","  -"
"OPTICOOL E/D                  10ML"," 30","1729.97","100","5202.00","  4","333.20","126","7265.88","  -"
"PRESS-DT                      10S"," 24","736.80"," 50","1535.00"," 50","1669.00"," 24","736.80","  -"
"SOLINE 5                      10ML"," 34","1793.00","100","5376.42"," 93","5589.95"," 41","2162.14","  -"
"SOLINE-6                      3GM"," 40","3252.30","600","44590.32","518","48205.45","122","9919.53","  -"
"T-1                           3ML"," 10","1943.33","  -","0.00","  8","2028.84","  2","388.67","  -"
" TOTAL","919","68430.63","1878","130175.88","1809","157032.33","988","68161.9","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 27","3912.75"," 36","5217.00"," 24","3989.98"," 39","5651.75","  3"
"E-SALIVA PLUS MOUTHSPRAY      15ML","  4","493.58","  -","0.00","  -","0.00","  4","493.58","  -"
"FEXAGON PLUS TAB              10S","  -","0.00","120","8518.34"," 69","6492.30"," 51","3961.43","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML","120","8129.22","190","12054.00","163","11895.20","147","9958.29","  -"
"OTOBIOTIC PLUS NEW            5ML"," 13","501.51"," 24","925.80"," 12","504.02"," 25","964.45","  1"
"OTOFUNGIN E/D                 10ML","  -","0.00"," 75","2944.34","  -","0.00"," 75","3616.25","  -"
"TINNITOD CAP                  10S"," 29","5405.66"," 60","11410.50"," 63","13791.67"," 26","4846.45","  -"
"WAXONIL ACTIV                 10ML"," 82","5754.83","  -","0.00"," 15","1192.08"," 67","4702.11","  -"
"WAXONIL KID                   10ML"," 78","4297.89","  -","0.00","  -","0.00"," 78","4297.89","  -"
" TOTAL","357","28609.00","505","41069.98","346","37865.25","516","38605.7","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 24","1604.72"," 24","2005.80"," 21","1999.05"," 27","1805.31","  -"
"4QUIN E/O                     5GM","  4","248.24"," 30","1861.77"," 30","2319.88","  4","248.24","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71"," 25","1477.25"," 25","2134.00"," 19","1122.71","  -"
"4QUIN-BROM                    5ML","  -","0.00"," 25","2181.84"," 25","3151.75","  -","0.00","  -"
"4QUIN-D                       5ML","  1","49.45"," 50","2472.59"," 28","1995.75"," 23","1137.40","  -"
"4QUIN-LOT                     5ML","  7","761.52","  -","0.00","  -","0.00","  7","761.52","  -"
"DEXIMON-PX                    5GM","  -","0.00"," 20","1285.80"," 20","1466.40","  -","0.00","  -"
"EYECIRQUE PRO                 1S"," 15","3623.16"," 24","5797.06"," 10","3220.30"," 29","7004.78","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  9","2965.44","  -","0.00","  1","417.90","  8","2635.95","  -"
"I-BORIC                       10ML"," 31","1587.23","  -","0.00"," 15","1170.70"," 16","819.22","  2"
"I-DEW DS                      10ML"," 37","3148.86","  -","0.00"," 23","2783.12"," 14","1191.46","  -"
"","","","","","","","","",""
"TOTAL","3390","219095.72","5842","308035.44","5620","370527.52","3612","216154.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 10","724.51"," 50","3622.55"," 32","3187.19"," 28","2028.62","  -"
"LOCTEARS FUSION               10ML","  5","425.52"," 20","2127.67"," 15","1838.22"," 10","851.04","  -"
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 10","613.64"," 22","1350.00"," 18","1323.00"," 14","859.09","  -"
"OPTITHROCIN OINT              5GM"," 28","1860.04","100","6643.00"," 70","5424.79"," 58","3852.94","  -"
"OPTIVIRAL OINT                5GM"," 28","982.18","  -","0.00","  6","273.58"," 22","771.71","  -"
" TOTAL","236","20643.44","390","30825.33","339","32705.63","287","26016.2","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"ETHILON 10-0 NW3719           1S","  -","0.00"," 12","6340.92"," 12","7320.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 12","6340.92"," 12","7320.00","  0","0.00","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  3","630.00","  2","376.00","  1","200.00","  4","840.00","  -"
" TOTAL","  3","630.00","  2","376.00","  1","200.00","  4","840.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"ANESTOP                       5ML","  -","0.00"," 24","774.00","  -","0.00"," 24","774.00","  -"
"CD EYE OINT                   5GM"," 10","489.39","  -","0.00","  -","0.00"," 10","489.39","  2"
"HIBROM E/D                    5ML"," 42","3006.82"," 66","4725.00"," 42","3087.00"," 66","4725.00","  -"
"HICOOL E/D                    5ML","156","9027.21"," 42","2213.40"," 70","4371.17","128","7406.94","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32"," 45","6581.40"," 15","2388.75"," 51","7458.92","  -"
"HICOOL PF GEL                 5GM","221","21283.25","  -","0.00","132","15114.60"," 89","8571.08","  -"
"HIMYCIN E/O                   5GM","332","19062.28","250","14040.00","250","15366.00","332","19062.2","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  -","0.00","  9","545.40","  -"
"IOMIDE                        10'S","142","2965.91","  -","0.00"," 94","2401.89"," 48","1002.56","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00","  -","0.00"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"ZOBRA E/D                     5ML","  -","0.00"," 24","1110.20","  -","0.00"," 24","1110.20","  -"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  -","0.00"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","1018","64296.37","451","29444.00","603","42729.41","866","55990.5","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
"","","","","","","","","",""
"TOTAL","4575","296151.13","6499","357939.58","6377","432823.71","4697","288871.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","145","15411.57","  -","0.00","110","13249.99"," 35","3720.03","  -"
"ALFABET PF E/D                10ML"," 26","6173.09"," 13","3561.40"," 13","3626.00"," 26","6173.09","  -"
"AQUIM                         5ML"," 67","7076.16","  -","0.00","  8","1187.21"," 59","6231.24"," 10"
"AQUIM GEL                     10GM"," 67","13065.00"," 30","6734.00"," 48","10549.97"," 49","9555.00","  1"
"AQUIM LID WIPES               10S","  2","168.97"," 13","1098.30","  -","0.00"," 15","1267.27","  -"
"AQUIM LID WIPES               20S"," 32","5020.80"," 50","9491.00"," 24","4440.92"," 58","9100.20","  -"
"AQUIM PF                      10ML"," 32","10048.25"," 50","16198.50"," 32","11503.38"," 50","15700.3","  -"
"AQUIM T E/D                   10ML","134","30746.81","  -","0.00","  1","321.49","133","30517.3","  -"
"AQUIM T E/D                   5ML"," 51","5814.00","  -","0.00","  9","1562.38"," 42","4788.00","  -"
"AWARENE PF                    5ML"," 14","4707.66"," 13","4371.40","  6","2826.84"," 21","7061.49","  -"
"DORBET PF                     10ML","  5","1845.54","  -","0.00","  1","483.07","  4","1476.43","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","214","14497.69","  -","0.00"," 96","6848.70","118","7994.05","  5"
"EYEMAC GB                     10ML","109","9062.26","  -","0.00","  3","404.63","106","8812.84","  -"
"EYEMAC GEL                    10ML"," 38","3683.08","  -","0.00","  -","0.00"," 38","3683.08"," 20"
"EYENESS E/D                   5ML"," 30","1024.80","  -","0.00","  -","0.00"," 30","1024.80","  -"
"EYENESS WIPES                 20S"," 78","9518.40","  -","0.00","  -","0.00"," 78","9518.40","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML","329","29892.94","150","13629.00","373","41625.24","106","9631.16","  -"
"MAXIM GEL                     5ML"," 76","8077.79"," 75","7971.50"," 75","8295.21"," 76","8077.79","  -"
"MAXIM L                       5ML","203","20010.38","  -","0.00"," 12","1770.22","191","18827.5","  -"
"MAXIM-D                       5ML","199","18847.95","225","21310.50","262","26944.97","162","15343.5","  -"
"PREDINA E/D                   10ML"," 72","2939.04","  -","0.00","  5","222.26"," 67","2734.94","  -"
"VCOLUX                        10'S","168","17562.72","  -","0.00"," 76","10118.79"," 92","9617.68","  -"
"VCOLUX C TAB                  10S","152","14221.12","150","14034.00","150","14373.00","152","14221.1","  -"
" TOTAL","2432","265511.02","769","98399.60","1304","160354.27","1897","221172.","  0"
"","","","","","","","","",""
"INTAS PHARMACEUTICALS PVT LTD","","","","","","","","",""
"INTAGESIC  AMP                1ML","  -","0.00","100","400.00","100","600.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","400.00","100","600.00","  0","0.00","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  3","1071.00","  3","1125.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","1071.00","  3","1125.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"LUPIN LTD","","","","","","","","",""
"BACTISAFE                     1000ML","  -","0.00","  2","184.00","  2","200.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","184.00","  2","200.00","  0","0.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 30","480.00"," 30","600.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","7057","562324.65","7403","458474.18","7816","595702.98","6644","510706.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"FACE MASK                     1S","750","1050.00","300","420.00","400","725.00","650","910.00","  -"
" TOTAL","750","1050.00","330","900.00","430","1325.00","650","910.00","  0"
"","","","","","","","","",""
"MURALI TRADERS","","","","","","","","",""
"GLOVE POWDER                  500G","  -","0.00","  1","30.00","  1","35.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","30.00","  1","35.00","  0","0.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
