itemdescri,qty,value,e,f,g,h,i,j,k
"I-DEW SOOTH                   5ML","  4","312.08","  5","0.00","  -","0.00","  9","702.18","  -"
"I-DEW ULTRA                   10ML","  -","0.00"," 71","11410.50"," 71","12924.46","  -","0.00","  -"
"LOCTEARS FUSION               10ML","  6","569.25"," 36","3896.70","  2","276.73"," 40","3795.00","  -"
"NEPATOP FREE                  5ML","  -","0.00"," 24","3150.00","  -","0.00"," 24","3150.00","  -"
"OPTIHIST E/D                  5ML","  -","0.00"," 30","1121.75","  -","0.00"," 30","1121.75","  -"
"OPTIHIST-PLUS                 5ML","221","13561.36","140","6171.00","213","11357.24","148","9081.81","  -"
"OPTITHROCIN OINT              5GM"," 26","1727.18"," 65","4596.50"," 24","2032.59"," 67","4450.81","  -"
"PHENOCAINE PLUS               5AMP*1ML","  4","1553.69"," 22","8544.93"," 16","8285.76"," 10","3884.23","  -"
"PREDPLUS                      10ML","  3","128.34"," 75","1922.25"," 53","1476.58"," 25","1069.50","  -"
" TOTAL","723","54966.78","722","62700.55","824","74932.39","621","50207.2","  0"
"","","","","","","","","",""
"EXELTIS","","","","","","","","",""
"IRIGAN-P                      500ML","  -","0.00"," 60","7885.19"," 48","7680.00"," 12","1577.04","  -"
" TOTAL","  0","0.00"," 60","7885.19"," 48","7680.00"," 12","1577.04","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"TOTAL","3003","205776.73","4762","292877.78","3717","252930.49","4048","276843.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  1","188.00","  1","198.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","188.00","  1","198.00","  0","0.00","  0"
"","","","","","","","","",""
"GLASS VAN","","","","","","","","",""
"GLASSVAN BLD 15               1S","  -","0.00","100","235.00","100","270.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","235.00","100","270.00","  0","0.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 20","1157.60","  -","0.00","  -","0.00"," 20","1157.60","  7"
"HIBROM E/D                    5ML"," 40","3450.80","  -","0.00","  -","0.00"," 40","3450.80","  -"
"HICOOL E/D                    5ML"," 40","2682.91","  -","0.00","  -","0.00"," 40","2682.91","  -"
"HICOOL EXCEL                  10ML"," 30","6581.40"," 50","10024.00"," 15","2182.46"," 65","14259.7","  -"
"HICOOL PF GEL                 5GM"," 31","3766.50"," 50","6075.00","  -","0.00"," 81","9841.50","  -"
"HIMYCIN E/O                   5GM"," 40","2808.00","  -","0.00","  -","0.00"," 40","2808.00","  -"
"HITOP E/D                     5ML"," 20","789.80","  -","0.00","  -","0.00"," 20","789.80","  -"
"IOMIDE                        10'S","  -","0.00"," 20","504.60","  -","0.00"," 20","558.80","  -"
"ONEMOX E/D                    5ML"," 20","1055.80","  -","0.00","  -","0.00"," 20","1055.80","  -"
"ZOBRA E/D                     5ML"," 40","2033.20","  -","0.00","  -","0.00"," 40","2033.20","  -"
"ZOBRA OINT                    5GM","  1","50.47","  -","0.00","  -","0.00","  1","50.47","  -"
" TOTAL","282","24376.48","120","16603.60"," 15","2182.46","387","38688.5","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  1"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HINDUSTAN SYRINGS & MEDICAL DEVICES LTD","","","","","","","","",""
"GLASSVAN BLD 11               1S","  -","0.00"," 20","47.00"," 20","54.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 20","47.00"," 20","54.00","  0","0.00","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","141","16037.13","130","13629.00","143","16657.30","128","14558.5","  -"
"ALFABET PF E/D                10ML"," 33","8453.08"," 65","15268.00"," 71","18621.52"," 27","6916.15","  -"
"AQUIM                         5ML"," 82","7450.52"," 75","6235.50"," 27","4157.10","130","11811.8","  -"
"AQUIM GEL                     10GM","215","38608.26","225","36931.50","196","35558.63","244","43815.8","  -"
"AQUIM LID WIPES               10S","  2","175.73","  -","0.00","  -","0.00","  2","175.73","  2"
"AQUIM LID WIPES               20S"," 65","11898.25","  -","0.00","  -","0.00"," 65","11898.2","  -"
"AQUIM PF                      10ML"," 50","14588.08","  -","0.00","  -","0.00"," 50","14588.0","  -"
"AQUIM T E/D                   5ML","104","12754.40"," 80","7393.00"," 60","8244.50","124","15207.1","  -"
"AWARENE PF                    5ML"," 26","8164.20","  -","0.00","  3","1239.00"," 23","7222.18","  -"
"DORBET PF                     10ML"," 54","19931.85","  -","0.00","  -","0.00"," 54","19931.8","  -"
"ERPETOL E/D                   5ML"," 75","5368.00","  -","0.00","  -","0.00"," 75","5368.00","  -"
"EYEMAC E/D                    10ML","107","6455.40","  -","0.00"," 11","959.10"," 96","5791.76","  -"
"EYEMAC GB                     10ML","152","14581.48","  -","0.00"," 50","5238.62","102","9784.94","  -"
"EYENESS WIPES                 10S"," 11","671.17","  -","0.00","  -","0.00"," 11","671.17","  -"
"EYENESS WIPES                 20S"," 28","3416.86"," 39","4759.20"," 26","3454.89"," 41","5003.26","  -"
"LAURICA K                     10S"," 27","3765.54","  -","0.00","-12","0.00"," 39","5439.11","  -"
"MAXIM E/D                     5ML"," 76","7290.74","  -","0.00"," 26","2628.60"," 50","4796.54","  -"
"","","","","","","","","",""
"TOTAL","4534","410932.63","5617","394167.58","4454","352394.21","5697","499681.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"MAXIM GEL                     5ML"," 47","4773.95","  -","0.00","-12","0.00"," 59","5992.82","  -"
"MAXIM L                       5ML"," 77","6996.22","150","13629.00"," 75","7071.50","152","13810.7","  -"
"MAXIM-D                       5ML","132","12304.29","150","13050.00","114","11455.00","168","15660.0","  -"
"PREDINA E/D                   10ML"," 30","1108.80"," 50","1803.00"," 30","1202.10"," 50","1848.00","  -"
"VCOLUX                        10'S"," 51","5649.23","  -","0.00","  -","0.00"," 51","5649.23","  -"
"VCOLUX C TAB                  10S","168","14488.32","  -","0.00","  -","0.00","168","14488.3","  -"
"VCOLUX TAB                    3*10S","  -","0.00"," 15","4320.00"," 15","4800.00","  -","0.00","  -"
" TOTAL","1753","224931.47","979","117018.20","823","121287.86","1909","240429.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"JMS IV SET                    1S","  -","0.00"," 10","320.00"," 10","350.00","  -","0.00","  -"
"MEDITAPE 310                  12S","  -","0.00"," 13","4290.00"," 13","4615.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 23","4610.00"," 23","4965.00","  0","0.00","  0"
"","","","","","","","","",""
"JOHNSON & JOHNSON","","","","","","","","",""
"MERISILK 4-0 NW5000           1S","  -","0.00"," 12","1393.20"," 12","1590.72","  -","0.00","  -"
"VICRYL 6-0 NW2670             1S","  -","0.00","  7","3484.25","  7","4060.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 19","4877.45"," 19","5650.72","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MADHU INSTRUMENTS PVT. LTD.","","","","","","","","",""
"FLURESCIEN STRIPS             1BOX","  6","1380.00","  -","0.00","  -","0.00","  6","1380.00","  -"
" TOTAL","  6","1380.00","  0","0.00","  0","0.00","  6","1380.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","650","942.50","400","800.00","200","500.00","850","1232.50","100"
" TOTAL","650","942.50","400","800.00","200","500.00","850","1232.50","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00","110","6105.00","110","6820.00","  -","0.00","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 10","218.50"," 10","245.00","  -","0.00","  -"
"NEOMIT 4MG                    2ML","  -","0.00","  5","25.00","  5","32.50","  -","0.00","  -"
