itemdescri,qty,value,e,f,g,h,i,j,k
"EPILUBE E/D                   10ML","  6","433.95","  -","0.00","  2","189.00","  4","289.30","  4"
" TOTAL","  6","433.95","  0","0.00","  2","189.00","  4","289.30","  0"
"","","","","","","","","",""
"TOTAL","828","57671.05","993","51773.55","991","63143.10","830","56154.3","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS 100ML                      1S","  -","0.00"," 10","128.00"," 10","140.00","  -","0.00","  -"
"NS-500ML                      500ML"," 11","277.75","  -","0.00"," 10","270.00","  1","25.25","  -"
" TOTAL"," 11","277.75"," 10","128.00"," 20","410.00","  1","25.25","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  -"
"CONTASOL GLASS 500ML          1'S","  1","117.74","  -","0.00","  -","0.00","  1","117.74","  -"
"FLUO STRIPS                   100S","  5","740.00"," 20","3000.00","  -","0.00"," 25","3700.00","  -"
"MOCARE-LP                     5ML"," 12","827.40","  -","0.00","  -","0.00"," 12","827.40","  -"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56","  -"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
" TOTAL","351","6498.00"," 20","3000.00","  0","0.00","371","9458.00","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","  -","0.00","200","300.00","100","180.00","100","140.00","  -"
" TOTAL","  0","0.00","200","300.00","100","180.00","100","140.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"RL-500ML                      1S","  -","0.00"," 56","1587.60"," 28","826.00"," 28","793.80","  -"
"ST WATER 10ML                 50","  1","112.00","  1","107.00","  1","115.00","  1","112.00","  -"
" TOTAL","  1","112.00"," 57","1694.60"," 29","941.00"," 29","905.80","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
" TOTAL"," 50","500.00","  0","0.00","  0","0.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","200","358.00","500","895.00","500","975.00","200","358.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  1","71.00","  1","75.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00","  1","71.00","  1","75.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","1494","67835.46","1782","57933.15","1642","65799.10","1634","69960.0","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","200","358.00","502","1037.00","502","1125.00","200","358.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 20","900.00","  -","0.00"," 14","642.59","  6","270.00","  -"
"HOMACID                       5ML"," 67","1627.43","350","8372.50","353","9157.58"," 64","1554.56","  -"
"PHENOCAINE PLUS               5AMP*1ML","  2","776.85"," 12","4661.07"," 14","6991.11","  -","0.00","  -"
"TIMOL P                       10ML"," 43","1996.00"," 75","3415.50"," 68","3158.02"," 50","2320.93","  -"
" TOTAL","132","5300.27","437","16449.07","449","19949.30","120","4145.49","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 10","2163.37"," 12","2812.72"," 10","2552.10"," 12","2596.05","  -"
"ABPRESS                       5ML","  -","0.00"," 25","3708.70"," 25","4464.50","  -","0.00","  -"
"ADBROM                        5ML","  1","70.70","100","6579.00"," 73","5583.55"," 28","1979.48","  -"
"CATAGON                       10ML"," 19","1090.62","100","5464.48"," 47","3751.06"," 72","4132.88","  -"
"E-FLO DROPS                   5ML"," 44","2525.65"," 50","2870.06"," 48","2997.41"," 46","2640.46","  -"
"ENGATT E/D                    5ML"," 33","1542.92"," 25","1168.88"," 19","895.95"," 39","1823.45","  -"
"ENLUBE                        10ML"," 22","1842.47","100","7484.08","100","8667.19"," 22","1842.47","  -"
"ENLUBE FUSION E/D             5ML"," 45","3906.09","  -","0.00","  1","121.27"," 44","3819.29","  -"
"ENTRAK SOOTHE                 5GM"," 11","2180.56","  -","0.00","  6","1225.00","  5","991.16","  -"
"FLUBI E/D                     5ML"," 17","801.47","  -","0.00","  -","0.00"," 17","801.47","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML","  -","0.00"," 25","1493.45","  6","390.24"," 19","1241.81","  -"
"FLUCOCID                      5ML"," 27","915.31"," 50","1563.20"," 47","1310.61"," 30","1017.01","  -"
"GANCIGEL                      5GM"," 43","3562.91","  -","0.00","  -","0.00"," 43","3562.91","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML","  9","619.92","  -","0.00","  -","0.00","  9","619.92","  -"
"LACRYL ULTRA E/D              10ML","  5","1073.63"," 12","2629.51"," 13","3713.10","  4","858.90","  -"
"LACRYL-PF                     5GM"," 33","2112.34"," 70","4821.60"," 51","4557.74"," 52","3328.53","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM","  5","385.18","200","13900.56","140","11129.86"," 65","5007.32","  -"
"MOTOGRAM E/D                  5ML","  9","809.80","  -","0.00","  -","0.00","  9","809.80","  -"
"MYATRO E/D                    5ML"," 43","5070.91","  -","0.00"," 39","5790.81","  4","471.71","  -"
"NATACIN                       5ML"," 32","2559.53","  -","0.00"," 25","2175.00","  7","559.90","  -"
"NEPAONCE                      3ML"," 18","2603.62","  -","0.00","  -","0.00"," 18","2603.62","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 42","1755.18","  -","0.00","  -","0.00"," 42","1755.18","  -"
"OMEFLOX-BM                    5GM"," 10","160.62"," 80","1311.20"," 10","178.46"," 80","1284.98","  -"
"OPTICOOL E/D                  10ML"," 63","3632.94","150","7934.20","110","7161.25","103","5939.57","  -"
"PRESS-DT                      10S"," 15","460.50","100","2760.00","101","3030.00"," 14","429.80","  -"
"SOLINE 5                      10ML"," 42","2214.88","127","6720.52","131","8535.73"," 38","2003.94","  -"
"SOLINE-6                      3GM"," 29","2357.92","140","11409.21","156","15395.31"," 13","1057.00","  -"
"T-1                           3ML","  5","971.67","  -","0.00","  3","759.20","  2","388.67","  -"
"TROMIDE-PLUS                  5ML","  -","0.00"," 25","1446.50"," 25","1607.25","  -","0.00","  -"
" TOTAL","667","49377.35","1391","86077.87","1186","95992.59","872","55553.9","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 48","6956.00"," 30","4580.25"," 48","7898.52"," 30","4347.50","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 12","1480.73","  -","0.00","  2","329.01"," 10","1233.94","  -"
"FEXAGON PLUS TAB              10S"," 20","1553.50","  -","0.00"," 12","927.47","  8","621.40","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML"," 80","5419.48"," 60","3348.60","115","8400.38"," 25","1693.59","  -"
"OTOBIOTIC PLUS NEW            5ML"," 30","1157.34"," 30","1157.25"," 20","856.83"," 40","1543.12","  -"
"TINNITOD CAP                  10S"," 72","13420.94","  -","0.00","  7","1739.50"," 65","12116.1","  -"
"","","","","","","","","",""
"TOTAL","2559","152614.64","3730","169546.19","3481","201892.70","2808","151328.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"WAXONIL ACTIV                 10ML"," 25","1754.52","  -","0.00","  6","458.49"," 19","1333.44","  -"
"WAXONIL KID                   10ML","  9","495.91","  -","0.00","  -","0.00","  9","495.91","  -"
" TOTAL","300","32351.99","120","9086.10","210","20610.20","210","23498.5","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML","  9","601.77","  -","0.00","  2","218.40","  7","468.04","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML","  7","346.16","  -","0.00","  4","280.00","  3","148.36","  -"
"4QUIN-LOT                     5ML","  -","0.00"," 24","2571.40"," 12","1428.60"," 12","1305.46","  -"
"EYECIRQUE PRO                 1S"," 15","3623.16"," 11","2898.30"," 11","3027.08"," 15","3623.16","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  9","2965.44","  -","0.00","  -","0.00","  9","2965.44","  -"
"I-BORIC                       10ML"," 50","2560.05"," 25","1378.41"," 44","2731.65"," 31","1587.23","  2"
"I-DEW DS                      10ML"," 56","4765.84","  -","0.00"," 16","1934.20"," 40","3404.17","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 20","1449.02","  -","0.00","  5","448.35"," 15","1086.76","  -"
"LOCTEARS FUSION               10ML"," 12","1021.25","  -","0.00","  7","845.21","  5","425.52","  -"
"OPTIHIST-CROMZ                5ML","  4","241.97"," 25","1512.29"," 29","2118.25","  -","0.00","  -"
"OPTIHIST-PLUS                 5ML"," 10","613.64"," 25","1534.11"," 14","1029.00"," 21","1288.64","  -"
"OPTITHROCIN OINT              5GM"," 28","1860.04"," 71","4716.53"," 70","7749.70"," 29","1926.47","  -"
"OPTIVIRAL OINT                5GM"," 32","1122.49","  -","0.00","  -","0.00"," 32","1122.49","  -"
" TOTAL","278","23182.37","181","14611.04","214","21810.44","245","21363.2","  0"
"","","","","","","","","",""
"EZTEST","","","","","","","","",""
"EO BIOLOGICAL INDICATORS      1S","  -","0.00"," 20","2800.00"," 20","3000.00","  -","0.00","  -"
"STEAM BIOLOGICAL INDICATORS   1S","  -","0.00"," 20","2600.00"," 20","2800.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 40","5400.00"," 40","5800.00","  0","0.00","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  3","630.00","  -","0.00","  -","0.00","  3","630.00","  -"
" TOTAL","  3","630.00","  0","0.00","  0","0.00","  3","630.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 23","1125.59","  -","0.00"," 13","706.90"," 10","489.39","  2"
"HIBROM E/D                    5ML"," 52","3722.73"," 46","2835.00"," 42","3087.00"," 56","4009.09","  -"
"HICOOL E/D                    5ML","122","7059.74","144","8115.80","120","7329.01","146","8448.54","  -"
"","","","","","","","","",""
"TOTAL","3151","196835.88","4141","200508.03","3916","241084.54","3376","194348.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00","  -","0.00"," 21","3071.32","  -"
"HICOOL PF GEL                 5GM"," 37","3563.26","  -","0.00"," 19","1846.80"," 18","1733.48","  -"
"HIFLOX                        5ML","  -","0.00"," 52","1520.00","  -","0.00"," 52","1520.00","  -"
"HIGATI OINT                   5GM"," 13","482.00","  -","0.00"," 13","535.50","  -","0.00","  -"
"HIMYCIN E/O                   5GM","321","18430.70","210","10530.00","329","18408.00","202","11598.1","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  -","0.00","  9","545.40","  -"
"HITOP E/D                     5ML"," 20","864.00","  -","0.00"," 20","960.00","  -","0.00","  -"
"IOMIDE                        10'S"," 32","668.37","100","2193.10"," 28","608.58","104","2172.22","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00","  -","0.00"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"ONEMOX OINT                   5GM"," 13","473.90","  -","0.00"," 13","526.50","  -","0.00","  -"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  -","0.00"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","748","44851.80","552","25193.90","597","34008.29","703","38432.3","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","204","21682.49","  -","0.00"," 66","8373.86","138","14667.5","  -"
"ALFABET PF E/D                10ML"," 26","6173.09","  -","0.00"," 13","3988.60"," 13","3086.55","  -"
"AQUIM                         5ML"," 88","9294.06","  -","0.00"," 13","1780.81"," 75","7921.07"," 10"
"AQUIM GEL                     10GM","140","27300.00","  -","0.00"," 11","3226.34","129","25155.0","  1"
"AQUIM LID WIPES               10S","  2","168.97","  -","0.00","  -","0.00","  2","168.97","  -"
"AQUIM LID WIPES               20S"," 34","5334.60","  -","0.00","  -","0.00"," 34","5334.60","  -"
"AQUIM PF                      10ML"," 53","16642.41","  -","0.00"," 13","5356.37"," 40","12560.3","  -"
"AQUIM T E/D                   10ML"," 73","16750.13","  -","0.00","  2","646.29"," 71","16291.2","  -"
"AQUIM T E/D                   5ML","180","20520.00"," 75","7971.50","189","25453.26"," 66","7524.00","  -"
"AWARENE PF                    5ML"," 19","6388.97"," 13","4082.10"," 16","5773.95"," 16","5380.18","  -"
"DORBET PF                     10ML","  6","2214.65","  -","0.00","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","519","35160.28","  -","0.00","240","19572.00","279","18901.1","  -"
"EYEMAC GB                     10ML","109","9062.26","  -","0.00","  -","0.00","109","9062.26","  -"
"EYEMAC GEL                    10ML"," 25","2423.08"," 26","2520.00"," 13","1400.00"," 38","3683.08","  8"
"EYENESS E/D                   5ML"," 60","2049.60","  -","0.00","  -","0.00"," 60","2049.60","  -"
"EYENESS WIPES                 20S","104","12691.20","  -","0.00"," 26","3525.40"," 78","9518.40","  -"
"LAURICA K                     10S"," 32","4462.86","  -","0.00","  3","637.83"," 29","4044.46"," 14"
"MAXIM E/D                     5ML","131","11902.66","  -","0.00"," 65","6928.50"," 66","5996.76","  -"
"MAXIM GEL                     5ML","150","15943.01","150","15236.00","148","16424.51","152","16155.5","  -"
"MAXIM L                       5ML","291","28684.83","  -","0.00"," 75","7420.07","216","21291.8","  -"
"MAXIM-D                       5ML","181","17143.11","300","26100.00","300","28420.00","181","17143.1","  -"
"PREDINA E/D                   10ML","264","10776.48","  -","0.00","161","7269.86","103","4204.46","  -"
"VCOLUX                        10'S","190","19862.60","  -","0.00"," 45","4800.00","145","15158.3","  -"
"VCOLUX C TAB                  10S","152","14221.12"," 75","6468.00"," 75","7186.50","152","14221.1","  -"
" TOTAL","3208","330994.94","639","62377.60","1474","158184.15","2373","255876.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  2","711.00","  1","375.00","  1","398.00","  -"
" TOTAL","  0","0.00","  2","711.00","  1","375.00","  1","398.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
"","","","","","","","","",""
"TOTAL","6961","562605.82","5144","277839.73","5813","422529.07","6292","477940.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"LUPIN LTD","","","","","","","","",""
"BACTISAFE                     1000ML","  -","0.00","  1","92.00","  -","0.00","  1","92.00","  -"
" TOTAL","  0","0.00","  1","92.00","  0","0.00","  1","92.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","750","1050.00","100","145.00","200","360.00","650","910.00","  -"
" TOTAL","750","1050.00","100","145.00","200","360.00","650","910.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S"," 10","664.50"," 10","599.00"," 20","1393.00","  -","0.00","  -"
"LOX 2% 30ML                   1S"," 10","255.00"," 10","235.00"," 20","520.00","  -","0.00","  -"
" TOTAL"," 20","919.50"," 20","834.00"," 40","1913.00","  0","0.00","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"H-2 O-2 400ML                 400ML","  -","0.00","  4","68.00","  -","0.00","  4","68.00","  -"
"NEBULISER                     1S","  1","980.00","  -","0.00","  -","0.00","  1","980.00","  -"
" TOTAL","  1","980.00","  4","68.00","  0","0.00","  5","1048.00","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40"," 70"
"HEALTHY-PRIDE LZ              10S"," 30","906.15","  -","0.00","  -","0.00"," 30","906.15"," 80"
"RI PRIDE DSR                  10S"," 30","848.55","  -","0.00","  -","0.00"," 30","848.55"," 50"
" TOTAL","174","8897.01","  0","0.00","  0","0.00","174","8897.01","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  1","335.00","  1","300.00","  2","740.00","  -","0.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  -"
" TOTAL","  3","755.00","  1","300.00","  2","740.00","  2","420.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S","100","225.00","  -","0.00","  -","0.00","100","225.00","  -"
" TOTAL","100","225.00","  0","0.00","  0","0.00","100","225.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S"," 14","175.00","  -","0.00","  -","0.00"," 14","175.00","  -"
" TOTAL"," 14","175.00","  0","0.00","  0","0.00"," 14","175.00","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 13","1149.09","  -","0.00","  2","217.07"," 11","972.31","  3"
"","","","","","","","","",""
"TOTAL","8036","576756.42","5270","279278.73","6057","425759.14","7249","490679.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"CELLWET                       10ML","  1","195.53"," 12","2250.00","  4","980.00","  9","1759.80","  3"
