itemdescri,qty,value,e,f,g,h,i,j,k
"GLUKOGEGSIC CAP               10'S","  4","649.23"," 70","12173.00"," 42","7952.99"," 32","5193.81","  -"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 30","9135.82","  -","0.00","  -","0.00"," 30","9135.82","  -"
" TOTAL","195","21439.69"," 70","12173.00"," 42","7952.99","223","25984.2","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25"," 10","255.00"," 10","280.00","  1","25.25","  -"
" TOTAL","  1","25.25"," 10","255.00"," 10","280.00","  1","25.25","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 40","252.00"," 40","280.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 40","252.00"," 40","280.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"FLUO STRIPS                   100S"," 38","5624.00","  -","0.00","  9","1395.00"," 29","4292.00","  -"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  1","205.00","  1","200.00","  -"
"VISCOLON VAILS                5ML"," 60","2481.82","  -","0.00","  -","0.00"," 60","2481.82","  -"
" TOTAL","380","9110.12","  0","0.00"," 10","1600.00","370","7578.12","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","300","420.00","200","280.00","400","800.00","100","140.00","  -"
" TOTAL","300","420.00","200","280.00","400","800.00","100","140.00","  0"
"","","","","","","","","",""
"TOTAL","1720","83528.22","1816","112246.60","1545","94629.57","1991","115733.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","270.00"," 10","295.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00","112","3175.20","112","3360.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00"," 26","2782.00"," 21","2415.00","  5","560.00","  -"
" TOTAL","  0","0.00","148","6227.20","143","6070.00","  5","560.00","  0"
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
" TOTAL"," 50","500.00","  0","0.00","  0","0.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","  -","0.00","1700","3043.00","1200","2340.00","500","895.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  5","355.00","  5","375.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  1","70.00","  4","284.00","  5","375.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00","150","562.50"," 50","195.00","100","375.00","  -"
"DISPOVAN SYG 5ML              1S","  -","0.00","200","480.00","  -","0.00","200","480.00","  -"
" TOTAL","  1","70.00","2059","4724.50","1260","3285.00","800","1750.00","  0"
"","","","","","","","","",""
"DYNAMIC TECHNO MEDICALS PVT LTD","","","","","","","","",""
"KNEECAP TYNOR L               1P","  1","180.00","  -","0.00","  1","180.00","  -","0.00","  -"
" TOTAL","  1","180.00","  0","0.00","  1","180.00","  0","0.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 28","1260.00","  -","0.00"," 10","448.05"," 18","810.00","  -"
"HOMACID                       5ML"," 56","1360.24","200","4858.00","233","6129.02"," 23","558.67","  -"
"PHENOCAINE PLUS               5AMP*1ML","  1","388.42"," 12","4660.70","  -","0.00"," 13","5049.49","  -"
"TIMOL P                       10ML"," 47","2181.67","100","5106.00"," 41","2221.10","106","4920.37"," 20"
" TOTAL","132","5190.34","312","14624.70","284","8798.17","160","11338.5","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 12","2596.05","  -","0.00","  6","1531.25","  6","1298.02","  -"
"ABPRESS                       5ML","  -","0.00"," 25","3708.70"," 25","4464.50","  -","0.00","  -"
"ADBROM                        5ML"," 28","1979.48","350","26154.21","163","13775.14","215","15199.5","  -"
"CATAGON                       10ML","  -","0.00","200","11921.40","100","6650.31","100","5740.11","  -"
"E-FLO DROPS                   5ML"," 28","1607.23","  -","0.00"," 21","1572.39","  7","401.81","  -"
"ENGATT E/D                    5ML"," 55","2571.54"," 25","1168.88"," 33","1399.93"," 47","2197.49","  -"
"ENLUBE                        10ML"," 32","2679.96","100","8374.88"," 41","4008.48"," 91","7621.14","  -"
"ENLUBE FUSION E/D             5ML"," 33","2864.47","100","8680.20"," 28","2719.50","105","9114.21","  -"
"ENMOX E/D                     5ML"," 25","1940.63","  -","0.00"," 25","1962.45","  -","0.00","  -"
"ENTRAK SOOTHE                 5GM"," 15","2973.49","  -","0.00","  -","0.00"," 15","2973.49","  -"
"","","","","","","","","",""
"TOTAL","2183","111051.05","5135","197831.27","3675","151046.69","3643","176797.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"FLUBI E/D                     5ML","  6","282.87"," 50","2357.28"," 24","1206.82"," 32","1508.65","  -"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML","  9","588.22","  -","0.00","  5","386.25","  4","261.43","  -"
"FLUCOCID                      5ML"," 24","813.61"," 50","1563.20"," 45","1299.14"," 29","983.11","  -"
"GANCIGEL                      5GM"," 29","2402.89","  -","0.00","  6","541.35"," 23","1905.74","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 24","1653.12","  -","0.00","  5","498.41"," 19","1308.72"," 12"
"LACRYL ULTRA E/D              10ML","  3","644.18"," 12","2629.30","  2","569.68"," 13","2791.44","  -"
"LACRYL-PF                     5GM","121","7745.23","  -","0.00"," 94","8044.07"," 27","1728.28","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM"," 76","5854.71","150","10951.29","140","11129.86"," 86","6625.07","  -"
"MACUSHIELD TAB                10S","  -","0.00"," 60","5913.92"," 52","5694.80","  8","697.08","  -"
"MOTOGRAM E/D                  5ML","  5","449.89","  -","0.00","  -","0.00","  5","449.89","  -"
"MYATRO E/D                    5ML","  2","235.86"," 30","3718.47","  -","0.00"," 32","3773.70","  -"
"NATACIN                       5ML"," 39","3119.43"," 25","1819.11"," 39","2950.17"," 25","1999.64","  -"
"NEPAONCE                      3ML"," 12","1735.75","  -","0.00","  -","0.00"," 12","1735.75","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM","  -","0.00"," 80","3343.20"," 40","1820.06"," 40","1671.60","  -"
"OMEFLOX-BM                    5GM"," 60","963.74"," 80","1311.20","100","1784.58"," 40","642.49","  -"
"OPTICOOL E/D                  10ML","126","7265.88","  -","0.00","126","7497.00","  -","0.00","  -"
"PRESS-DT                      10S"," 24","736.80","  -","0.00"," 24","787.77","  -","0.00","  -"
"SOLINE 5                      10ML"," 41","2162.14","150","8064.62"," 84","4718.65","107","5642.67","  -"
"SOLINE-6                      3GM","122","9919.53","200","14863.44","279","25345.29"," 43","3496.23","  -"
"T-1                           3ML","  2","388.67"," 50","8968.87"," 30","6586.58"," 22","4275.33","  -"
" TOTAL","988","68161.99","1737","125512.17","1537","118944.43","1188","88029.3","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 39","5651.75","  -","0.00","  6","946.78"," 33","4782.25","  3"
"E-SALIVA PLUS MOUTHSPRAY      15ML","  4","493.58","  -","0.00","  -","0.00","  4","493.58","  -"
"FEXAGON PLUS TAB              10S"," 51","3961.43","  -","0.00"," 12","927.47"," 39","3029.33","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML","147","9958.29","  -","0.00","124","9096.84"," 23","1558.10","  -"
"OTOBIOTIC PLUS NEW            5ML"," 25","964.45","  -","0.00"," 18","753.45","  7","270.05","  1"
"OTOFUNGIN E/D                 10ML"," 75","3616.25","  -","0.00"," 65","3053.50"," 10","482.17","  -"
"TINNITOD CAP                  10S"," 26","4846.45"," 60","11410.50"," 50","10436.95"," 36","6710.47","  -"
"WAXONIL ACTIV                 10ML"," 67","4702.11","  -","0.00","  -","0.00"," 67","4702.11"," 14"
"WAXONIL KID                   10ML"," 78","4297.89","  -","0.00"," 65","4402.06"," 13","716.31","  -"
"ZINCOCID TAB                  15'S","  -","0.00"," 12","732.20","  -","0.00"," 12","732.20","  -"
" TOTAL","516","38605.77"," 72","12142.70","340","29617.05","248","23590.1","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 27","1805.31","  -","0.00","  -","0.00"," 27","1805.31","  2"
"4QUIN E/O                     5GM","  4","248.24"," 30","1861.77","  -","0.00"," 34","2110.01","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML"," 23","1137.40","  -","0.00","  4","280.00"," 19","939.59","  -"
"4QUIN-LOT                     5ML","  7","761.52","  -","0.00","  -","0.00","  7","761.52","  -"
"EYECIRQUE PRO                 1S"," 29","7004.78","  -","0.00","  -","0.00"," 29","7004.78","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML","  8","2635.95","  -","0.00","  3","1240.91","  5","1647.47","  -"
"I-BORIC                       10ML"," 16","819.22","  -","0.00","  1","77.25"," 15","768.02","  2"
"I-DEW DS                      10ML"," 14","1191.46"," 25","2454.71","  9","1088.99"," 30","2553.13","  -"
"I-DEW OINT                    5GM","  1","66.64"," 45","2998.95","  -","0.00"," 46","3065.44","  -"
"I-DEW SOOTH                   5ML"," 28","2028.62","  -","0.00","  3","269.01"," 25","1811.27","  -"
"LOCTEARS FUSION               10ML"," 10","851.04","  -","0.00","  -","0.00"," 10","851.04","  -"
"OLOPLUS KT                    5ML","  -","0.00"," 12","1125.00","  -","0.00"," 12","1221.50","  -"
"","","","","","","","","",""
"TOTAL","3651","219101.05","6256","283918.30","5130","264480.38","4777","270355.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OPTIHIST E/D                  5ML","  1","37.39","  -","0.00","  -","0.00","  1","37.39","  -"
"OPTIHIST-PLUS                 5ML"," 14","859.09"," 25","1534.11"," 12","882.00"," 27","1656.82","  -"
"OPTITHROCIN OINT              5GM"," 58","3852.94","  -","0.00","  -","0.00"," 58","3852.94","  -"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
" TOTAL","287","26016.21","137","9974.54"," 32","3838.16","392","32802.8","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  4","840.00","  2","420.00","  4","796.00","  2","420.00","  -"
" TOTAL","  4","840.00","  2","420.00","  4","796.00","  2","420.00","  0"
"","","","","","","","","",""
"GERMAN REMEDIES PHARMACEUTICALS PVT.LTD","","","","","","","","",""
"ZYPOVID SCRUB                 500ML","  -","0.00","  2","390.00","  -","0.00","  2","390.00","  -"
" TOTAL","  0","0.00","  2","390.00","  0","0.00","  2","390.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"ANESTOP                       5ML"," 24","774.00","  -","0.00"," 24","1032.00","  -","0.00","  -"
"CD EYE OINT                   5GM"," 10","489.39","  -","0.00","  -","0.00"," 10","489.39","  2"
"HIBROM E/D                    5ML"," 66","4725.00"," 42","2835.00"," 66","5607.00"," 42","3006.82","  -"
"HICOOL E/D                    5ML","128","7406.94"," 78","4426.80"," 78","4918.80","128","7406.94","  -"
"HICOOL EXCEL                  10ML"," 51","7458.92","  -","0.00"," 15","2388.75"," 36","5265.12","  -"
"HICOOL PF GEL                 5GM"," 89","8571.08"," 45","4009.50"," 89","9450.00"," 45","4333.69","  -"
"HIMYCIN E/O                   5GM","332","19062.28","162","10003.50","201","12183.60","293","16823.0","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  9","2663.07","  -","0.00","  -"
"IOMIDE                        10'S"," 48","1002.56","  -","0.00"," 42","1023.41","  6","125.32","  -"
"MAXDIL PLUS                   5ML"," 30","1609.80","  -","0.00","  -","0.00"," 30","1609.80","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"OPTICHIL                      10ML","  -","0.00"," 12","823.50","  -","0.00"," 12","823.50","  -"
"ZOBRA E/D                     5ML"," 24","1110.20","  -","0.00"," 24","1480.32","  -","0.00","  -"
"ZOBRA OINT                    5GM"," 10","504.70","  -","0.00","  -","0.00"," 10","504.70","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","866","55990.56","339","22098.30","548","40746.95","657","43118.6","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"TOTAL","4697","288871.88","6624","308360.71","5694","306905.33","5627","328021.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 35","3720.03"," 65","7971.50","  -","0.00","100","10628.6","  -"
"ALFABET PF E/D                10ML"," 26","6173.09"," 13","3561.40"," 13","3626.00"," 26","6173.09","  -"
"AQUIM                         5ML"," 59","6231.24","  -","0.00","  5","737.46"," 54","5703.17"," 10"
"AQUIM GEL                     10GM"," 49","9555.00"," 82","13468.00"," 48","9676.04"," 83","16185.0","  1"
"AQUIM LID WIPES               10S"," 15","1267.27","  -","0.00","  -","0.00"," 15","1267.27","  -"
"AQUIM LID WIPES               20S"," 58","9100.20"," 56","7430.90"," 50","8716.50"," 64","10041.6","  -"
"AQUIM PF                      10ML"," 50","15700.39","  -","-1084.50"," 13","5733.13"," 37","11618.2","  -"
"AQUIM T E/D                   10ML","133","30517.36","  -","0.00","  1","324.80","132","30287.9","  -"
"AQUIM T E/D                   5ML"," 42","4788.00"," 75","8550.00"," 40","5486.03"," 77","8778.00","  -"
"AWARENE PF                    5ML"," 21","7061.49"," 13","4371.40","  7","3331.98"," 27","9079.06","  -"
"DORBET PF                     10ML","  4","1476.43","  6","2214.65","  3","1444.28","  7","2583.76","  -"
"ERPETOL E/D                   5ML","175","14142.50","  -","0.00","  -","0.00","175","14142.5","  -"
"EYEMAC E/D                    10ML","118","7994.05","  -","0.00","  7","667.41","111","7519.83","  5"
"EYEMAC GB                     10ML","106","8812.84","  -","0.00","  -","0.00","106","8812.84","  -"
"EYEMAC GEL                    10ML"," 38","3683.08","  -","0.00","  -","0.00"," 38","3683.08"," 20"
"EYENESS E/D                   5ML"," 30","1024.80","  -","0.00","  -","0.00"," 30","1024.80","  -"
"EYENESS WIPES                 20S"," 78","9518.40","  -","0.00","  -","0.00"," 78","9518.40","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML","106","9631.16","  -","0.00"," 26","3028.60"," 80","7268.80","  -"
"MAXIM GEL                     5ML"," 76","8077.79"," 75","7971.50"," 75","8679.86"," 76","8077.79","  -"
"MAXIM L                       5ML","191","18827.50","  -","0.00","  2","293.77","189","18630.3","  -"
"MAXIM-D                       5ML","162","15343.55","225","21310.50","160","16876.78","227","21499.9","  -"
"PREDINA E/D                   10ML"," 67","2734.94","  -","0.00"," 50","2222.64"," 17","693.94","  -"
"VCOLUX                        10'S"," 92","9617.68"," 75","7840.50"," 55","6498.00","112","11708.4","  -"
"VCOLUX C TAB                  10S","152","14221.12","  -","0.00"," 75","7796.50"," 77","7204.12","  -"
" TOTAL","1897","221172.43","685","83605.85","630","85139.78","1952","234083.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  3","1140.00","  3","1170.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","1140.00","  3","1170.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 10","160.00"," 10","200.00","  -","0.00","  -"
"FACE MASK                     1S","650","910.00","100","140.00","650","990.00","100","140.00","  -"
" TOTAL","650","910.00","110","300.00","660","1190.00","100","140.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 50","3245.00"," 50","3482.50","  -","0.00","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 50","1275.00"," 50","1400.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","4520.00","100","4882.50","  0","0.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML","  8","438.88","  -","0.00","  -","0.00","  8","438.88","  1"
"","","","","","","","","",""
"TOTAL","7302","512055.69","7522","397926.56","7087","399287.61","7737","563346.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"NEPACARE                      5ML","  5","365.70"," 15","1097.10","  5","594.14"," 15","1097.10","  -"
"OZOLINE                       10ML","  -","0.00"," 15","822.90","  -","0.00"," 15","822.90","  -"
" TOTAL"," 13","804.58"," 30","1920.00","  5","594.14"," 38","2358.88","  0"
