itemdescri,qty,value,e,f,g,h,i,j,k
"OTOGON EAR DROPS              10ML"," 29","3355.78"," 24","2777.20"," 36","4308.31"," 17","1967.18","  -"
"TINNITOD CAP                  10S"," 39","7269.68"," 60","11410.50"," 64","13667.43"," 35","6524.07","  -"
"WAXONIL ACTIV                 10ML"," 23","1614.16"," 25","1754.52","  1","90.76"," 47","3298.50"," 14"
"WAXONIL O                     10ML"," 20","1917.83","  -","0.00","  -","0.00"," 20","1917.83"," 14"
"ZINCOCID TAB                  15'S"," 12","732.20","  -","0.00","  -","0.00"," 12","732.20","  -"
" TOTAL","444","38278.48","328","28594.24","383","37515.68","389","32726.2","  0"
"","","","","","","","","",""
"TOTAL","4136","315453.73","5457","375040.10","5475","415678.73","4118","334762.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 14","936.09","125","8357.92"," 12","1310.41","127","8491.65","  2"
"4QUIN E/O                     5GM"," 28","1737.65"," 29","1800.43","  -","0.00"," 57","3537.36"," 27"
"4QUIN KT E/D                  5ML"," 20","1181.80","-17","-1088.37","  -","0.00","  3","177.27","  -"
"4QUIN-D                       5ML","  7","346.16"," -1","-49.45","  -","0.00","  6","296.71","  6"
"CORTISON OPTICHLOR            3GM","  -","0.00"," 30","1454.62","  -","0.00"," 30","1454.62","  -"
"ENTODASE                      10","  3","3684.54","  -","0.00","  -","0.00","  3","3684.54","  3"
"EYECIRQUE PRO                 1S"," 27","6521.69","  -","0.00","  -","0.00"," 27","6521.69"," 11"
"EYETAMIN GUMMIES              30S","  -","0.00"," 12","1977.06","  -","0.00"," 12","1977.06","  -"
"EYETAMIN SYP                  200ML","  6","822.20"," -6","-822.17","  -","0.00","  -","0.00","  -"
"HYLA PF                       10ML"," 13","4283.41","  -","0.00","  6","2544.19","  7","2306.45","  -"
"I-BORIC                       10ML"," 11","563.21"," 40","2048.04","  1","77.25"," 50","2560.05","  2"
"I-DEW DS                      10ML"," 11","936.15","300","25531.29"," 84","8443.48","227","19318.6","  -"
"I-DEW OINT                    5GM","  1","66.64"," 75","4998.00"," 75","5553.50","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 13","941.86"," 25","1811.27","  8","802.66"," 30","2173.52","  1"
"LOCTEARS FUSION               10ML"," 28","2382.92"," 75","6382.82"," 15","1792.65"," 88","7489.18","  -"
"MONODEXA                      5ML"," 17","941.50","  -","0.00"," 12","800.00","  5","276.91","  5"
"OPTIHIST E/D                  5ML","  1","37.39"," -1","-37.39","  -","0.00","  -","0.00","  -"
"OPTIHIST-PLUS                 5ML"," 12","736.36"," 23","1439.18"," 15","1102.50"," 20","1227.27","  -"
"OPTITHROCIN OINT              5GM"," 75","4982.25","  -","0.00","  1","108.50"," 74","4915.82"," 30"
"OPTIVIRAL OINT                5GM"," 22","771.71","  -","0.00","  -","0.00"," 22","771.71","  -"
"PREDPLUS                      10ML","  -","0.00","100","4381.00"," 50","2381.50"," 50","2190.50","  -"
" TOTAL","309","31873.55","809","58184.25","279","24916.64","839","69437.6","  0"
"","","","","","","","","",""
"ETHICON","","","","","","","","",""
"ETHILON 10-0 NW3719           1S","  -","0.00","  2","1120.00","  2","1340.00","  -","0.00","  -"
"VICRYL 8-0 NW2348             1S","  5","3174.70","  -","0.00","  -","0.00","  5","3174.70","  5"
" TOTAL","  5","3174.70","  2","1120.00","  2","1340.00","  5","3174.70","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  -","0.00","  2","420.00","  2","500.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","420.00","  2","500.00","  0","0.00","  0"
"","","","","","","","","",""
"GERMAN REMEDIES PHARMACEUTICALS PVT.LTD","","","","","","","","",""
"ZYPOVID SCRUB                 500ML","  -","0.00","  2","390.00","  2","440.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","390.00","  2","440.00","  0","0.00","  0"
"","","","","","","","","",""
"TOTAL","4530","356752.36","6272","435154.35","5760","442875.37","5042","413624.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"ANESTOP                       5ML"," 12","387.00","  -","0.00","  6","258.00","  6","193.50","  -"
"CD EYE OINT                   5GM","  3","146.82","  -","0.00","  1","63.02","  2","97.88","  2"
"HIBROM E/D                    5ML"," 47","3364.77"," 66","4725.00"," 44","3292.80"," 69","4939.77","  -"
"HICOOL E/D                    5ML"," 45","2604.00","210","11804.80"," 96","6719.08","159","9200.81","  -"
"HICOOL EXCEL                  10ML"," 21","3071.32","  -","0.00","  -","0.00"," 21","3071.32","  6"
"HICOOL PF GEL                 5GM"," 42","4044.78"," 45","4009.50"," 47","4716.36"," 40","3852.17","  3"
"HIGATI DROPS                  5ML"," 28","1004.40","  -","0.00","  -","0.00"," 28","1004.40"," 28"
"HIMYCIN E/O                   5GM","210","12057.47","130","7695.00","175","11097.90","165","9473.72","  -"
"HIOXY TAB                     10S"," 75","4545.00","  -","0.00"," 75","5050.00","  -","0.00","  -"
"IOMIDE                        10'S","214","4469.75","  -","0.00","145","4142.39"," 69","1441.18","  -"
"MAXDIL PLUS                   5ML"," 15","804.90","  -","0.00","  5","298.15"," 10","536.60","  5"
"OCULATE                       5ML"," 10","386.40","  -","0.00"," 10","429.40","  -","0.00","  -"
"ONEMOX E/D                    5ML"," 24","1154.20","  -","0.00"," 24","1539.12","  -","0.00","  -"
"ONEMOX-DM                     5ML"," 24","1336.60","  -","0.00"," 24","1782.00","  -","0.00","  -"
"ONEZINE 10MG                  10S"," 36","1093.20","  -","0.00"," 36","1457.64","  -","0.00","  -"
"OPTICHIL                      10ML"," 12","823.50","  -","0.00","  -","0.00"," 12","823.50"," 12"
"ZOBRA OINT                    5GM","  5","252.35","  -","0.00","  5","271.99","  -","0.00","  -"
" TOTAL","823","41546.46","451","28234.30","693","41117.85","581","34634.8","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML"," 90","9565.80","  -","0.00","  -","0.00"," 90","9565.80","  1"
"ALFABET PF E/D                10ML"," 41","9734.49","  -","0.00","  1","383.84"," 40","9497.07"," 38"
"AQUIM                         5ML"," 57","6020.02","  -","0.00"," 33","3961.16"," 24","2534.74"," 10"
"AQUIM GEL                     10GM"," 97","18915.00"," 75","14625.00"," 81","18424.00"," 91","17745.0","  3"
"AQUIM LID WIPES               10S","  8","675.88","  -","0.00","  3","358.77","  5","422.42","  -"
"AQUIM LID WIPES               20S"," 56","8786.40","  -","0.00"," 23","4204.17"," 33","5177.70","  -"
"AQUIM PF                      10ML"," 37","11618.28"," 52","16328.40"," 54","22038.55"," 35","10990.2","  -"
"AQUIM T E/D                   5ML","107","12198.00"," 45","5130.00"," 37","5373.10","115","13110.0"," 60"
"AWARENE PF                    5ML"," 21","7061.49","  -","0.00","  5","2384.84"," 16","5380.18","  -"
"AWARENE T PF                  5ML","  6","2243.55","  -","0.00","  -","0.00","  6","2243.55","  6"
"CANDOR PF                     10ML","  3","968.75","  -","0.00","  -","0.00","  3","968.75","  3"
"DORBET PF                     10ML","  4","1476.43","  -","0.00","  1","477.38","  3","1107.32","  2"
"ERPETOL E/D                   5ML"," 31","2505.24","  -","0.00","  -","0.00"," 31","2505.24"," 31"
"EYEMAC E/D                    10ML","  5","338.73"," 65","4403.50","  -","0.00"," 70","4742.23","  5"
"EYEMAC GEL                    10ML"," 20","1938.46","  -","0.00","  -","0.00"," 20","1938.46"," 20"
"EYENESS E/D                   5ML"," 30","1024.80","  -","0.00","  -","0.00"," 30","1024.80","  -"
"LAURICA K                     10S"," 14","1952.50","  -","0.00","  -","0.00"," 14","1952.50"," 14"
"MAXIM E/D                     5ML","145","13174.70","150","13629.00","141","16008.60","154","13992.4","  -"
