itemdescri,qty,value,e,f,g,h,i,j,k
"PILO                          5ML"," 30","1169.10","  -","0.00","  -","0.00"," 30","1169.10","  -"
"VOZOLE E/D                    30MG"," 13","3305.64"," 10","2250.00","  5","1411.20"," 18","4577.04","  -"
" TOTAL"," 87","6644.55","150","7223.70"," 46","2590.00","191","12197.7","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  -","0.00"," 12","867.90","  6","472.51","  6","433.95","  -"
"","","","","","","","","",""
"TOTAL","743","49079.54","858","52424.60","603","41493.84","998","67156.0","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TAGAMOX-DX                    5ML","  -","0.00"," 12","1086.50","  -","0.00"," 12","1023.44","  -"
" TOTAL","  0","0.00"," 24","1954.40","  6","472.51"," 18","1457.39","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25","  -","0.00","  -","0.00","  1","25.25","  -"
" TOTAL","  1","25.25","  0","0.00","  0","0.00","  1","25.25","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 30","189.00"," 30","210.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 30","189.00"," 30","210.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  -"
"CONTASOL GLASS 500ML          1'S","  1","117.74","  -","0.00","  -","0.00","  1","117.74","  -"
"FLUO STRIPS                   100S","  -","0.00"," 30","4500.00"," 10","1615.00"," 20","2960.00","  -"
"MOCARE-LP                     5ML"," 12","827.40","  -","0.00","  -","0.00"," 12","827.40","  -"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56","  -"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"VISCOLON VAILS                5ML","  -","0.00"," 50","2277.00"," 50","2550.00","  -","0.00","  -"
" TOTAL","346","5758.00"," 80","6777.00"," 60","4165.00","366","8718.00","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","  -","0.00","200","300.00","200","360.00","  -","0.00","  -"
" TOTAL","  0","0.00","200","300.00","200","360.00","  0","0.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 10","255.00"," 10","270.00","  -","0.00","  -"
"RL-500ML                      1S","  -","0.00"," 56","1503.60"," 56","1568.00","  -","0.00","  -"
"ST WATER 10ML                 50","  -","0.00","  2","214.00","  2","230.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 68","1972.60"," 68","2068.00","  0","0.00","  0"
"","","","","","","","","",""
"TOTAL","1143","57281.44","1248","62749.70","961","48296.84","1430","79341.4","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"DIAMOND MEDI CARE","","","","","","","","",""
"DI.EYE PAD 6*6                1S"," 50","500.00","  -","0.00","  -","0.00"," 50","500.00","  -"
" TOTAL"," 50","500.00","  0","0.00","  0","0.00"," 50","500.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","  -","0.00","600","1054.00","500","945.00","100","179.00","  -"
"DISPOVAN NDL 24               100S","  -","0.00","  3","213.00","  3","225.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  -","0.00","  1","71.00","  1","75.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","  -","0.00"," 50","182.50"," 50","192.50","  -","0.00","  -"
" TOTAL","  0","0.00","654","1520.50","554","1437.50","100","179.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 25","1125.00"," 50","2089.50"," 54","2475.64"," 21","945.00","  -"
"HOMACID                       5ML"," 50","1214.50","500","10855.00","496","11682.47"," 54","1311.66","  -"
"PHENOCAINE PLUS               5AMP*1ML","  2","776.85"," 20","7768.45"," 20","9839.34","  2","776.85","  -"
"TIMOL P                       10ML"," 45","2088.84"," 50","2277.00"," 60","2954.78"," 35","1624.65","  -"
" TOTAL","122","5205.18","620","22989.95","630","26952.23","112","4658.16","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML"," 10","2163.37","  -","0.00","  -","0.00"," 10","2163.37","  -"
"ABPRESS                       5ML","  1","148.35"," 25","3708.70"," 26","4672.36","  -","0.00","  -"
"ADBROM                        5ML"," 81","5726.35","  -","0.00"," 70","5267.50"," 11","777.65","  -"
"CATAGON                       10ML"," 41","2353.45","100","5464.48","105","7252.34"," 36","2066.44","  -"
"E-FLO DROPS                   5ML"," 46","2640.46"," 75","4064.01"," 65","4214.50"," 56","3214.47","  -"
"ENGATT DM                     5ML","  -","0.00"," 25","1328.99"," 25","1919.75","  -","0.00","  -"
"ENGATT E/D                    5ML"," 14","654.57"," 50","2337.75"," 29","1890.25"," 35","1636.43","  -"
"ENLUBE                        10ML"," 22","1842.47","100","7484.08"," 89","8086.98"," 33","2763.71","  -"
"ENLUBE FUSION E/D             5ML"," 17","1475.63"," 50","4066.15"," 27","3386.94"," 40","3472.08","  -"
"ENMOX KT                      5ML","  -","0.00"," 25","1902.62"," 25","2748.25","  -","0.00","  -"
"ENTRAK SOOTHE                 5GM","  9","1784.09"," 24","4500.36"," 14","2935.00"," 19","3766.42","  -"
"FLUBI E/D                     5ML","  -","0.00"," 30","1416.56","  -","0.00"," 30","1414.36","  -"
"FLUBICHLOR E/D                5ML","  -","0.00"," 30","1615.38"," 12","717.90"," 18","1039.60","  -"
"FLUBIGAT                      5ML","  2","130.72"," 25","1493.45"," 14","936.56"," 13","849.66","  -"
"GANCIGEL                      5GM"," 13","1077.16","  -","0.00","  -","0.00"," 13","1077.16","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML","  4","275.52"," 75","4838.67"," 65","5018.00"," 14","964.32","  -"
"LACRYL ULTRA E/D              10ML"," 17","3650.34","  -","0.00","  3","858.89"," 14","3006.16","  -"
"LACRYL-PF                     5GM"," 28","1792.29","170","11378.84"," 98","8096.90","100","6401.02","  -"
"LACRYL-PLUS                   10ML"," 12","558.00","  -","0.00","  -","0.00"," 12","558.00","  -"
"LOT OINTMENT                  5GM","208","16023.43","150","10425.42","343","27268.16"," 15","1155.54","  -"
"MACUSHIELD TAB                10S"," 11","958.49"," 20","1802.24"," 31","4035.27","  -","0.00","  -"
"MOTOGRAM E/D                  5ML","  6","539.86","105","10000.26","102","11332.20","  9","809.80","  -"
"MYATRO E/D                    5ML"," 39","4599.20","  -","0.00"," 37","5438.06","  2","235.86","  -"
"NATACIN                       5ML"," 10","799.85","  -","0.00","  2","196.98","  8","639.88","  -"
"NEPAONCE                      3ML","  -","0.00"," 30","4677.12"," 12","2078.60"," 18","2603.62","  -"
"OMEFLOX E/D                   5ML","  6","180.96","  -","0.00","  -","0.00","  6","180.96","  -"
"OMEFLOX OINT                  5GM"," 55","2298.45"," 50","2089.50"," 55","2416.15"," 50","2089.50","  -"
"OMEFLOX-BM                    5GM","  -","0.00","120","1966.80"," 60","1092.60"," 60","963.74","  -"
"OPTICOOL E/D                  10ML"," 81","4670.92","  -","0.00"," 47","2670.60"," 34","1960.63","  -"
"PRESS-DT                      10S"," 20","614.00","200","5520.00","200","5917.08"," 20","614.00","  -"
"SOLINE 5                      10ML"," 30","1582.06","300","16129.26","243","14717.72"," 87","4587.96","  -"
"SOLINE-6                      3GM"," 17","1382.23","260","19907.39","155","14083.88","122","9919.53","  -"
"","","","","","","","","",""
"TOTAL","2116","123177.23","4561","215378.18","4099","225935.99","2578","145878.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"T-1                           3ML","  7","1360.33","  -","0.00","  2","507.86","  5","971.67","  -"
"TROMIDE-PLUS                  5ML","  -","0.00"," 25","1326.00"," 25","1473.25","  -","0.00","  -"
" TOTAL","808","61550.94","2064","129444.03","1981","151230.53","891","62171.9","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 15","2173.75"," 84","12824.70"," 96","15797.03","  3","434.75","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML","  4","493.58"," 24","3021.40"," 16","2176.57"," 12","1480.73","  -"
"FEXAGON PLUS TAB              10S"," 32","2485.60","  -","0.00","  -","0.00"," 32","2485.60","  -"
"NASOLINE NASAL SPRAY          10ML","  4","113.57","  -","0.00","  -","0.00","  4","113.57","  -"
"OTOBIOTIC                     5ML"," 39","2642.00","120","8036.00","108","7875.36"," 51","3454.92","  -"
"OTOBIOTIC PLUS NEW            5ML","  2","77.16"," 24","925.80","  6","252.01"," 20","771.56","  -"
"TINNITOD CAP                  10S","  7","1304.81"," 49","9128.40"," 56","12658.22","  -","0.00","  -"
"WAXONIL ACTIV                 10ML","  -","0.00"," 36","2526.30"," 18","1403.55"," 18","1263.25","  -"
"WAXONIL KID                   10ML","  1","55.10"," 24","1542.80","  6","419.98"," 19","1046.92","  -"
" TOTAL","104","9345.56","361","38005.40","306","40582.72","159","11051.3","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 15","1002.95"," 24","2005.80"," 15","1312.50"," 24","1604.72","  -"
"4QUIN KT E/D                  5ML"," 19","1122.71","  -","0.00","  -","0.00"," 19","1122.71","  -"
"4QUIN-D                       5ML"," 35","1730.82","  -","0.00","  3","210.00"," 32","1582.46","  -"
"ENTODASE                      10","  -","0.00"," 10","12281.80"," 10","13646.40","  -","0.00","  -"
"EYECIRQUE PRO                 1S","  4","966.18"," 11","2898.30","  -","0.00"," 15","3623.16","  -"
"EYETAMIN SYP                  200ML","  6","822.20","  -","0.00","  -","0.00","  6","822.20","  -"
"HYLA PF                       10ML"," 10","3294.93","  -","0.00","  -","0.00"," 10","3294.93","  -"
"I-BORIC                       10ML"," 34","1740.83","  -","0.00","  8","624.38"," 26","1331.23","  2"
"I-DEW DS                      10ML"," 16","1361.67"," 75","6099.23"," 25","3025.66"," 66","5616.88","  -"
"I-DEW OINT                    5GM","  1","66.64","  -","0.00","  -","0.00","  1","66.64","  -"
"I-DEW SOOTH                   5ML"," 24","1738.82","  -","0.00","  -","0.00"," 24","1738.82","  -"
"LOCTEARS FUSION               10ML","  6","510.63","  -","0.00","  -","0.00","  6","510.63","  -"
"OPTIHIST-CROMZ                5ML","  4","241.97","  -","0.00","  -","0.00","  4","241.97","  -"
"OPTIHIST-PLUS                 5ML"," 12","736.36","  -","0.00","  8","588.00","  4","245.45","  -"
"OPTITHROCIN OINT              5GM","  -","0.00","160","10840.83","133","10893.86"," 27","1793.61","  -"
"OPTIVIRAL OINT                5GM"," 32","1122.49","  -","0.00","  -","0.00"," 32","1122.49","  -"
"PREDPLUS                      10ML"," 50","2190.50","  -","0.00"," 50","2325.00","  -","0.00","  -"
" TOTAL","268","18649.69","280","34125.96","252","32625.80","296","24717.9","  0"
"","","","","","","","","",""
"FDC","","","","","","","","",""
"PILOCAR 2% E/D                5ML","  1","42.19","  -","0.00","  -","0.00","  1","42.19","  1"
" TOTAL","  1","42.19","  0","0.00","  0","0.00","  1","42.19","  0"
"","","","","","","","","",""
"FSD CARE PHRAMA PVT LTD","","","","","","","","",""
"LUBI DROPS-ULTRA              10ML"," 13","2188.80","  -","0.00","  -","0.00"," 13","2188.80"," 13"
"LUBIDROPS 10ML                10ML"," 26","1716.40","  -","0.00","  -","0.00"," 26","1716.40"," 26"
"MOXY DROPS                    5ML"," 14","852.60","  -","0.00","  -","0.00"," 14","852.60"," 14"
"OLOACT                        5ML"," 26","1450.40","  -","0.00","  -","0.00"," 26","1450.40"," 26"
" TOTAL"," 79","6208.20","  0","0.00","  0","0.00"," 79","6208.20","  0"
"","","","","","","","","",""
"G.T.RAJ TEX","","","","","","","","",""
"GAUZE CLOTH 18M               1S","  2","420.00","  2","376.00","  1","200.00","  3","630.00","  -"
"","","","","","","","","",""
"TOTAL","2577","159203.21","5229","289211.54","4685","301325.62","3121","189500.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..5","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  2","420.00","  2","376.00","  1","200.00","  3","630.00","  0"
"","","","","","","","","",""
"HICARE PHARMA","","","","","","","","",""
"CD EYE OINT                   5GM"," 10","489.39"," 12","636.20","  -","0.00"," 22","1076.65","  2"
"HIBROM E/D                    5ML","  4","286.36"," 34","1890.00","  -","0.00"," 38","2720.45","  -"
"HICOOL E/D                    5ML","  3","173.60"," 78","3689.00","  -","0.00"," 81","4687.20","  -"
"HICOOL EXCEL                  10ML","  5","731.27"," 20","2193.80","  -","0.00"," 25","3656.33","  -"
"HICOOL PF GEL                 5GM","  5","481.52"," 50","2430.00","  -","0.00"," 55","5296.74","  -"
"HIMYCIN E/O                   5GM"," 21","1205.75","210","8424.00"," 21","1146.60","210","12057.4","  -"
"HIOXY TAB                     10S","  9","545.40","  -","0.00","  -","0.00","  9","545.40","  -"
"IOMIDE                        10'S","  -","0.00"," 32","0.00","  -","0.00"," 32","668.37","  -"
"MAXDIL PLUS                   5ML"," 40","2146.40","  -","0.00","  -","0.00"," 40","2146.40","  5"
"OCULATE                       5ML"," 20","772.80","  -","0.00","  -","0.00"," 20","772.80","  -"
"OPTICHIL                      10ML","  1","68.63"," 12","823.50","  -","0.00"," 13","892.13","  -"
"ZOBRA OINT                    5GM"," 23","1160.81","  -","0.00","  -","0.00"," 23","1160.81","  -"
"ZOBRA-F                       5ML"," 25","1957.50","  -","0.00","  -","0.00"," 25","1957.50","  -"
" TOTAL","166","10019.42","448","20086.50"," 21","1146.60","593","37638.2","  0"
"","","","","","","","","",""
"HIMEDIA LABORATORIES PVT LTD","","","","","","","","",""
"ST.COTTON SWABS               100S","  1","1168.75","  -","0.00","  -","0.00","  1","1168.75","  -"
" TOTAL","  1","1168.75","  0","0.00","  0","0.00","  1","1168.75","  0"
"","","","","","","","","",""
"HIS EYENESS OPTHALMICS","","","","","","","","",""
"ACCUNAC E/D                   5ML","164","17431.02","260","29572.00","146","18715.92","278","29547.7","  -"
"ALFABET PF E/D                10ML"," 28","6647.95","  -","0.00","  2","725.20"," 26","6173.09","  -"
"AQUIM                         5ML","175","18482.50","  -","0.00"," 12","1514.30","163","17215.1"," 10"
"AQUIM GEL                     10GM","142","27690.00","  -","0.00","  -","0.00","142","27690.0","  -"
"AQUIM LID WIPES               10S","  2","168.97","  -","0.00","  -","0.00","  2","168.97","  -"
"AQUIM LID WIPES               20S"," 25","3922.50","  -","0.00"," 15","2914.20"," 10","1569.00","  -"
"AQUIM PF                      10ML"," 39","12246.30"," 39","11378.70"," 39","13780.76"," 39","12246.3","  -"
"AQUIM T E/D                   10ML"," 65","14914.50","  -","0.00","  4","1285.95"," 61","13996.6","  -"
"AQUIM T E/D                   5ML"," 55","6270.00"," 75","7971.50"," 54","6903.15"," 76","8664.00","  -"
"AWARENE PF                    5ML"," 27","9079.06","  -","0.00","  5","2213.43"," 22","7397.75","  -"
"DORBET PF                     10ML","  -","0.00","  6","2214.65","  -","0.00","  6","2214.65","  -"
"ERPETOL E/D                   5ML","201","16243.67","  -","0.00"," 26","2385.80","175","14142.5","  -"
"EYEMAC E/D                    10ML","394","26692.00","650","44035.00","393","27056.27","651","44102.7","  -"
"EYEMAC GB                     10ML"," 73","6069.22"," 75","6235.50"," 39","4073.96","109","9062.26","  -"
"EYEMAC GEL                    10ML"," 51","4943.08","  -","0.00"," 26","2800.00"," 25","2423.08","  8"
"EYENESS E/D                   5ML"," 60","2049.60"," 75","2562.00"," 30","1138.60","105","3586.80","  -"
"EYENESS WIPES                 20S"," 39","4759.20"," 26","3172.80"," 26","3525.40"," 39","4759.20","  -"
"LAURICA K                     10S"," 32","4462.86","  -","0.00","  -","0.00"," 32","4462.86","  -"
"MAXIM E/D                     5ML","180","16354.80","  -","0.00","142","15242.70"," 38","3452.68","  -"
"MAXIM GEL                     5ML","196","20832.19"," 75","7618.00"," 75","8295.21","196","20832.1","  -"
"MAXIM L                       5ML","287","28290.54","300","27258.00","218","22856.84","369","36373.5","  -"
"MAXIM-D                       5ML","255","24151.89","150","13050.00","217","21741.30","188","17806.1","  -"
"PREDINA E/D                   10ML","275","11225.50","  -","0.00","275","11047.83","  -","0.00","  -"
"VCOLUX                        10'S","110","11499.40","215","21600.00","140","16000.00","185","19339.9","  -"
"VCOLUX C TAB                  10S","122","11414.32","150","12936.00","120","11498.40","152","14221.1","  -"
" TOTAL","2997","305841.07","2096","189604.15","2004","195715.22","3089","321448.","  0"
"","","","","","","","","",""
"JMS CO LTD","","","","","","","","",""
"MEDITAPE 310                  12S","  -","0.00","  1","354.00","  1","370.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","5741","476232.45","7774","499256.19","6711","498557.44","6804","549755.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..6","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  0","0.00","  1","354.00","  1","370.00","  0","0.00","  0"
"","","","","","","","","",""
"KLARSEHEN","","","","","","","","",""
"I-ZEN FORTE                   10S","  -","0.00"," 30","4539.02"," 30","4828.75","  -","0.00","  -"
" TOTAL","  0","0.00"," 30","4539.02"," 30","4828.75","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"DISPOSIBLE BED SHEET          1","  -","0.00"," 20","320.00"," 20","400.00","  -","0.00","  -"
"FACE MASK                     1S","750","1050.00","400","580.00","200","360.00","950","1330.00","  -"
" TOTAL","750","1050.00","420","900.00","220","760.00","950","1330.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 20","1230.00"," 20","1346.50","  -","0.00","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 20","470.00"," 20","520.00","  -","0.00","  -"
"VASOCAN 1ML                   1S"," 15","201.00"," 15","201.00"," 30","435.00","  -","0.00","  -"
" TOTAL"," 15","201.00"," 55","1901.00"," 70","2301.50","  0","0.00","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"NEBULISER                     1S","  1","980.00","  -","0.00","  -","0.00","  1","980.00","  -"
" TOTAL","  1","980.00","  0","0.00","  0","0.00","  1","980.00","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40"," 70"
"HEALTHY-PRIDE LZ              10S"," 90","2718.45","  -","0.00"," 60","2828.40"," 30","906.15"," 80"
"RI PRIDE DSR                  10S"," 30","848.55","  -","0.00","  -","0.00"," 30","848.55"," 50"
" TOTAL","234","10709.31","  0","0.00"," 60","2828.40","174","8897.01","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  -","0.00","  2","600.00","  -","0.00","  2","670.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  -"
" TOTAL","  2","420.00","  2","600.00","  0","0.00","  4","1090.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S"," 50","112.50","350","787.50","  -","0.00","400","900.00","  -"
" TOTAL"," 50","112.50","350","787.50","  0","0.00","400","900.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S"," 20","250.00","  -","0.00","  6","84.00"," 14","175.00","  -"
"","","","","","","","","",""
"TOTAL","6863","490617.76","8631","507983.71","7097","509360.09","8397","563789.","  0"
"","","","Continued .","","","","","",""
